fitness
-0.7493
-0.7688
-0.7425
-0.7375
-0.7955
-0.7452
-0.7503
-0.7253
-0.7209
-0.7269
-0.7243
-0.7212
-0.7416
-0.7312
-0.683
-0.733
-0.7298
-0.7199
-0.7392
-0.7516
-0.7449
-0.7484
-0.7346
-0.719
-0.8057
-0.723
-0.7133
-0.7305
-0.7548
-0.7434
