fitness
-0.8302
-0.7867
-0.7577
-0.792
-0.7671
-0.7838
-0.8109
-0.7615
-0.7495
-0.7779
-0.8467
-0.8105
-0.764
-0.7987
-0.7791
-0.8275
-0.8031
-0.7971
-0.801
-0.8581
-0.8233
-0.7652
-0.8577
-0.7613
-0.7992
-0.8033
-0.7672
-0.789
-0.7849
-0.7934
