fitness
-0.7011
-0.7094
-0.7033
-0.7081
-0.7006
-0.7097
-0.701
-0.7023
-0.7041
-0.7019
-0.7059
-0.7027
-0.7008
-0.7059
-0.7
-0.7081
-0.7074
-0.6611
-0.7124
-0.7058
-0.7029
-0.7048
-0.7159
-0.7012
-0.7019
-0.7165
-0.65
-0.7167
-0.7028
-0.7161
