fitness
-0.7001
-0.7489
-0.7024
-0.6768
-0.7069
-0.7087
-0.7183
-0.7039
-0.7049
-0.7004
-0.7071
-0.7012
-0.7005
-0.7002
-0.7005
-0.7106
-0.7155
-0.7003
-0.6663
-0.631
-0.7287
-0.7055
-0.7107
-0.7012
-0.6976
-0.701
-0.703
-0.7199
-0.7057
-0.7235
