# seed=123456
# popSize=100
# generations=50
# crossover=BlockUniformCrossover(p=0.75)
# mutation=FlipMutation(p0=0.1,pMin=0.002,alpha=0.9)
# fitness=winrate - lambda*similarity
# lambda_similarity=0.2
# similarity_metric=cosine
# similarity_space=buckets
# similarity_window=±1
# fights_per_team=5
# anchors=3
gen,changes,best_fitness,best_winrate,best_similarity,avg_fitness,worst_fitness,best_genome
0,1,-0.5710,0.7500,0.8951,-0.2161,0.1310,"[P0] 42 0 16 16 16 37 17 39 6 15 37 0 21 28 40 39 14 1 28 33 34 31 15 19 16 10 25 38 21 25 31 10 23 12 42 13 26 36 13 10 25 6 31 27 15 0 29 32 19 20 36 3 4 4 0 14 24 42 0 1 1 4 36 30 41 14 11 27 13 40 34 23 34 12 35 1 42 30 24 16 0 25 33 16 41 14 16 13 2 22 17 39 25 4 21 14 13 8 29 25; [P1] 5 33 14 25 13 10 32 24 25 17 33 27 20 9 3 34 20 19 36 32 2 8 24 0 18 15 23 19 7 5 26 23 21 15 15 39 37 39 26 1 27 17 6 37 11 10 22 23 21 36 7 24 25 6 39 21 24 8 0 10 25 15 24 3 35 3 28 29 12 24 5 25 25 7 24 25 34 0 14 15 16 20 38 19 30 15 31 14 15 34 2 19 25 38 0 1 3 25 31 4; [P2] 36 21 11 6 12 8 1 39 14 26 27 20 12 19 6 38 27 25 12 32 13 39 28 5 32 11 9 25 36 40 9 23 25 36 33 6 39 19 39 33 15 1 15 25 27 17 7 38 42 12 17 18 4 20 19 8 16 20 35 31 25 34 4 3 33 28 32 5 16 9 37 41 31 33 2 32 8 25 2 19 4 3 26 24 33 12 3 17 19 26 4 0 17 39 10 28 42 7 15 25; [P3] 30 30 11 5 28 27 30 14 23 38 15 6 25 36 4 5 24 3 17 18 34 4 2 20 17 14 27 19 11 1 6 8 38 20 26 0 16 30 15 8 37 21 24 20 42 1 25 34 8 18 10 12 17 2 34 23 23 14 4 36 22 15 9 28 11 31 41 17 27 41 34 23 27 4 28 26 33 9 40 22 40 18 31 9 31 39 15 39 24 20 31 27 30 30 35 19 41 10 5 17; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 22 31 34 16 25 26 29 1 33 39 11 6 17 25 26 23 24 40 25 37 21 34 34 19 9 7 17 14 7 18 21 15 26 2 42 23 4 21 28 1 28 12 16 31 33 7 23 2 0 35 33 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 28 16 16 41 37 33 39 2 10 23 26 22 33 5"
1,2,-0.6176,0.8000,0.9119,-0.2262,0.1214,"[P0] 42 0 16 16 16 37 17 39 6 15 21 0 21 28 40 39 14 4 28 33 34 20 15 19 16 10 25 38 21 25 31 10 23 12 42 13 42 36 13 10 25 6 31 27 15 0 29 32 19 20 36 3 4 4 0 14 41 42 0 1 1 4 36 30 41 14 11 27 13 40 34 23 34 12 35 1 42 30 24 16 0 35 33 16 41 14 16 13 2 22 17 39 25 4 21 14 13 8 41 25; [P1] 5 33 14 25 13 10 32 24 25 17 33 27 20 9 3 34 20 19 36 32 2 8 42 0 18 15 23 19 3 5 26 23 21 15 15 39 37 39 33 1 27 17 6 37 11 10 22 23 21 36 7 24 25 6 39 21 24 8 0 10 25 15 24 3 35 15 28 29 12 24 5 25 11 7 24 25 34 0 14 11 16 20 38 19 30 15 31 6 14 34 2 19 25 24 0 1 8 25 4 4; [P2] 27 21 11 6 12 8 1 39 14 26 27 20 12 19 6 38 27 25 12 32 13 39 28 5 32 11 9 25 36 40 9 23 25 36 33 6 39 19 39 33 15 36 15 25 27 17 7 38 42 12 17 18 4 20 19 8 16 20 28 31 25 34 4 3 33 28 32 5 16 9 37 41 31 33 2 32 8 25 2 19 4 3 9 39 33 12 3 17 19 26 4 0 17 42 10 28 42 7 15 0; [P3] 16 22 4 26 4 24 26 9 10 19 33 34 20 22 8 35 1 42 33 22 29 7 18 24 36 41 33 41 37 36 13 31 4 3 18 0 39 36 18 38 16 10 23 13 2 20 20 1 9 41 37 40 41 32 20 1 30 42 21 36 21 28 31 28 11 20 10 6 33 1 21 19 4 14 0 17 0 0 20 18 39 36 11 25 14 6 5 9 28 29 39 23 26 31 7 16 23 10 2 1; [P4] 1 2 13 17 38 33 39 38 42 27 12 13 23 39 21 40 1 9 22 31 34 16 25 26 29 1 33 39 11 6 17 25 26 6 24 4 25 37 21 37 34 19 9 7 17 14 7 18 21 15 26 2 42 23 4 21 28 1 28 12 16 31 33 7 23 2 0 35 33 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 28 16 16 41 37 33 39 2 10 23 26 22 33 5"
2,2,-0.6176,0.8000,0.9119,-0.2241,0.1232,"[P0] 42 0 16 16 16 37 17 39 6 15 21 0 21 28 40 39 14 4 28 33 34 20 15 19 16 10 25 38 21 25 31 10 23 12 42 13 42 36 13 10 25 6 31 27 15 0 29 32 19 20 36 3 4 4 0 14 41 42 0 1 1 4 36 30 41 14 11 27 13 40 34 23 34 12 35 1 42 30 24 16 0 35 33 16 41 14 16 13 2 22 17 39 25 4 21 14 13 8 41 25; [P1] 5 33 14 25 13 10 32 24 25 17 33 27 20 9 3 34 20 19 36 32 2 8 42 0 18 15 23 19 3 5 26 23 21 15 15 39 37 39 33 1 27 17 6 37 11 10 22 23 21 36 7 24 25 6 39 21 24 8 0 10 25 15 24 3 35 15 28 29 12 24 5 25 11 7 24 25 34 0 14 11 16 20 38 19 30 15 31 6 14 34 2 19 25 24 0 1 8 25 4 4; [P2] 27 21 11 6 12 8 1 39 14 26 27 20 12 19 6 38 27 25 12 32 13 39 28 5 32 11 9 25 36 40 9 23 25 36 33 6 39 19 39 33 15 36 15 25 27 17 7 38 42 12 17 18 4 20 19 8 16 20 28 31 25 34 4 3 33 28 32 5 16 9 37 41 31 33 2 32 8 25 2 19 4 3 9 39 33 12 3 17 19 26 4 0 17 42 10 28 42 7 15 0; [P3] 16 22 4 26 4 24 26 9 10 19 33 34 20 22 8 35 1 42 33 22 29 7 18 24 36 41 33 41 37 36 13 31 4 3 18 0 39 36 18 38 16 10 23 13 2 20 20 1 9 41 37 40 41 32 20 1 30 42 21 36 21 28 31 28 11 20 10 6 33 1 21 19 4 14 0 17 0 0 20 18 39 36 11 25 14 6 5 9 28 29 39 23 26 31 7 16 23 10 2 1; [P4] 1 2 13 17 38 33 39 38 42 27 12 13 23 39 21 40 1 9 22 31 34 16 25 26 29 1 33 39 11 6 17 25 26 6 24 4 25 37 21 37 34 19 9 7 17 14 7 18 21 15 26 2 42 23 4 21 28 1 28 12 16 31 33 7 23 2 0 35 33 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 28 16 16 41 37 33 39 2 10 23 26 22 33 5"
3,3,-0.6261,0.8125,0.9319,-0.2264,0.1199,"[P0] 14 30 39 26 0 33 5 25 39 0 31 38 22 8 38 22 39 18 8 35 6 19 12 13 23 4 10 26 36 9 21 36 26 6 5 5 23 26 33 1 39 42 1 9 8 2 12 34 23 2 27 21 3 17 35 24 33 41 7 19 39 30 23 11 35 5 16 12 9 19 23 14 9 41 40 33 13 11 42 31 14 1 8 13 17 36 12 37 42 33 11 20 5 40 8 8 20 36 7 20; [P1] 14 29 13 13 13 10 25 30 33 14 24 36 2 0 34 0 6 15 21 27 1 25 6 23 15 10 42 33 27 25 10 26 33 21 23 36 5 20 34 33 3 17 12 29 27 25 11 10 40 26 10 15 36 39 20 5 3 32 14 35 34 29 10 36 14 9 31 21 38 22 0 30 22 18 3 27 36 42 18 19 28 11 28 8 12 23 29 23 20 20 20 42 15 37 13 21 13 15 8 34; [P2] 35 11 1 37 7 32 2 37 11 42 4 39 31 15 13 40 39 16 30 38 9 35 30 35 39 26 13 39 33 5 6 20 21 14 0 4 0 20 33 12 38 19 29 10 20 17 11 2 25 39 6 2 31 40 16 1 18 31 28 18 15 18 42 27 39 25 38 37 30 32 8 41 12 32 39 17 27 34 14 36 15 35 14 20 40 23 16 13 36 13 12 7 27 14 1 36 7 23 30 16; [P3] 9 24 11 27 6 35 1 21 13 6 3 7 13 23 12 31 2 22 2 14 37 2 25 11 27 0 0 30 10 15 2 40 40 32 19 21 39 28 27 28 19 20 30 8 11 33 1 24 29 35 11 41 21 37 8 11 10 5 35 28 16 17 17 4 3 6 20 5 23 22 12 14 3 7 23 20 30 14 3 34 37 39 23 33 17 21 30 18 8 27 42 32 4 23 30 17 18 23 1 26; [P4] 9 28 21 18 38 18 41 0 25 23 5 32 5 6 1 2 42 18 1 17 32 40 19 9 22 37 6 27 15 21 0 33 0 28 17 41 27 13 1 8 18 37 36 30 0 32 8 26 0 19 39 5 12 34 6 1 13 9 35 17 21 16 22 2 29 24 33 15 29 15 5 39 9 4 38 1 12 38 5 27 6 39 16 31 20 9 19 25 36 7 26 28 1 39 23 36 7 5 26 7"
4,3,-0.6261,0.8125,0.9319,-0.2263,0.1255,"[P0] 14 30 39 26 0 33 5 25 39 0 31 38 22 8 38 22 39 18 8 35 6 19 12 13 23 4 10 26 36 9 21 36 26 6 5 5 23 26 33 1 39 42 1 9 8 2 12 34 23 2 27 21 3 17 35 24 33 41 7 19 39 30 23 11 35 5 16 12 9 19 23 14 9 41 40 33 13 11 42 31 14 1 8 13 17 36 12 37 42 33 11 20 5 40 8 8 20 36 7 20; [P1] 14 29 13 13 13 10 25 30 33 14 24 36 2 0 34 0 6 15 21 27 1 25 6 23 15 10 42 33 27 25 10 26 33 21 23 36 5 20 34 33 3 17 12 29 27 25 11 10 40 26 10 15 36 39 20 5 3 32 14 35 34 29 10 36 14 9 31 21 38 22 0 30 22 18 3 27 36 42 18 19 28 11 28 8 12 23 29 23 20 20 20 42 15 37 13 21 13 15 8 34; [P2] 35 11 1 37 7 32 2 37 11 42 4 39 31 15 13 40 39 16 30 38 9 35 30 35 39 26 13 39 33 5 6 20 21 14 0 4 0 20 33 12 38 19 29 10 20 17 11 2 25 39 6 2 31 40 16 1 18 31 28 18 15 18 42 27 39 25 38 37 30 32 8 41 12 32 39 17 27 34 14 36 15 35 14 20 40 23 16 13 36 13 12 7 27 14 1 36 7 23 30 16; [P3] 9 24 11 27 6 35 1 21 13 6 3 7 13 23 12 31 2 22 2 14 37 2 25 11 27 0 0 30 10 15 2 40 40 32 19 21 39 28 27 28 19 20 30 8 11 33 1 24 29 35 11 41 21 37 8 11 10 5 35 28 16 17 17 4 3 6 20 5 23 22 12 14 3 7 23 20 30 14 3 34 37 39 23 33 17 21 30 18 8 27 42 32 4 23 30 17 18 23 1 26; [P4] 9 28 21 18 38 18 41 0 25 23 5 32 5 6 1 2 42 18 1 17 32 40 19 9 22 37 6 27 15 21 0 33 0 28 17 41 27 13 1 8 18 37 36 30 0 32 8 26 0 19 39 5 12 34 6 1 13 9 35 17 21 16 22 2 29 24 33 15 29 15 5 39 9 4 38 1 12 38 5 27 6 39 16 31 20 9 19 25 36 7 26 28 1 39 23 36 7 5 26 7"
5,4,-0.6422,0.8235,0.9064,-0.2259,0.1244,"[P0] 30 23 28 14 2 32 10 30 5 1 38 0 7 32 39 11 27 34 4 20 29 13 6 18 38 4 11 17 7 3 35 26 11 39 21 9 29 15 28 29 18 2 4 29 41 4 15 24 32 30 11 17 38 10 16 2 20 26 6 13 4 33 2 38 5 41 1 10 27 34 25 27 6 13 25 10 8 0 39 19 24 2 16 33 36 34 25 33 18 1 10 35 19 29 4 26 38 9 24 5; [P1] 14 29 13 13 13 10 25 30 33 14 24 36 2 0 34 0 6 15 21 27 1 25 6 39 15 10 42 33 27 25 10 26 33 34 23 36 5 20 34 33 3 17 12 29 27 25 11 10 40 26 10 15 36 39 20 5 3 32 14 35 26 29 12 30 14 28 31 21 38 22 0 30 22 18 3 27 36 42 18 19 28 11 28 8 12 23 29 23 20 20 20 42 15 37 13 34 13 15 8 34; [P2] 25 11 1 37 7 32 2 37 29 42 4 39 31 15 13 40 39 16 30 38 9 35 30 35 39 26 13 39 33 5 23 20 21 14 0 8 0 20 33 12 38 19 29 10 20 17 11 2 25 39 6 2 31 40 16 1 18 31 28 18 15 18 42 27 39 25 38 37 30 32 8 41 12 32 39 17 27 34 14 36 15 35 14 20 40 23 16 13 36 13 12 7 27 14 1 36 7 23 30 16; [P3] 0 26 2 7 27 34 38 30 35 2 2 37 34 4 38 7 3 1 35 24 39 30 33 33 15 26 39 7 0 38 1 38 16 41 26 30 11 42 27 9 6 10 9 2 1 16 41 32 30 24 28 40 29 29 34 26 13 8 17 7 21 4 6 37 41 18 29 14 39 30 2 24 34 4 34 13 17 28 16 12 27 21 40 2 41 13 17 16 22 17 41 37 39 14 38 11 1 20 15 25; [P4] 9 28 21 18 38 18 41 0 25 23 5 32 5 6 1 2 42 18 1 17 32 40 19 9 22 37 6 27 15 21 0 33 0 28 17 41 27 13 1 8 18 37 36 30 0 32 8 26 0 19 39 5 12 34 6 9 17 9 18 17 21 16 22 2 29 24 33 15 29 15 5 39 9 4 38 1 12 38 5 27 6 39 13 31 20 9 19 25 36 7 26 28 1 39 23 36 7 5 26 7"
6,4,-0.6422,0.8235,0.9064,-0.2241,0.1190,"[P0] 30 23 28 14 2 32 10 30 5 1 38 0 7 32 39 11 27 34 4 20 29 13 6 18 38 4 11 17 7 3 35 26 11 39 21 9 29 15 28 29 18 2 4 29 41 4 15 24 32 30 11 17 38 10 16 2 20 26 6 13 4 33 2 38 5 41 1 10 27 34 25 27 6 13 25 10 8 0 39 19 24 2 16 33 36 34 25 33 18 1 10 35 19 29 4 26 38 9 24 5; [P1] 14 29 13 13 13 10 25 30 33 14 24 36 2 0 34 0 6 15 21 27 1 25 6 39 15 10 42 33 27 25 10 26 33 34 23 36 5 20 34 33 3 17 12 29 27 25 11 10 40 26 10 15 36 39 20 5 3 32 14 35 26 29 12 30 14 28 31 21 38 22 0 30 22 18 3 27 36 42 18 19 28 11 28 8 12 23 29 23 20 20 20 42 15 37 13 34 13 15 8 34; [P2] 25 11 1 37 7 32 2 37 29 42 4 39 31 15 13 40 39 16 30 38 9 35 30 35 39 26 13 39 33 5 23 20 21 14 0 8 0 20 33 12 38 19 29 10 20 17 11 2 25 39 6 2 31 40 16 1 18 31 28 18 15 18 42 27 39 25 38 37 30 32 8 41 12 32 39 17 27 34 14 36 15 35 14 20 40 23 16 13 36 13 12 7 27 14 1 36 7 23 30 16; [P3] 0 26 2 7 27 34 38 30 35 2 2 37 34 4 38 7 3 1 35 24 39 30 33 33 15 26 39 7 0 38 1 38 16 41 26 30 11 42 27 9 6 10 9 2 1 16 41 32 30 24 28 40 29 29 34 26 13 8 17 7 21 4 6 37 41 18 29 14 39 30 2 24 34 4 34 13 17 28 16 12 27 21 40 2 41 13 17 16 22 17 41 37 39 14 38 11 1 20 15 25; [P4] 9 28 21 18 38 18 41 0 25 23 5 32 5 6 1 2 42 18 1 17 32 40 19 9 22 37 6 27 15 21 0 33 0 28 17 41 27 13 1 8 18 37 36 30 0 32 8 26 0 19 39 5 12 34 6 9 17 9 18 17 21 16 22 2 29 24 33 15 29 15 5 39 9 4 38 1 12 38 5 27 6 39 13 31 20 9 19 25 36 7 26 28 1 39 23 36 7 5 26 7"
7,4,-0.6422,0.8235,0.9064,-0.2222,0.1266,"[P0] 30 23 28 14 2 32 10 30 5 1 38 0 7 32 39 11 27 34 4 20 29 13 6 18 38 4 11 17 7 3 35 26 11 39 21 9 29 15 28 29 18 2 4 29 41 4 15 24 32 30 11 17 38 10 16 2 20 26 6 13 4 33 2 38 5 41 1 10 27 34 25 27 6 13 25 10 8 0 39 19 24 2 16 33 36 34 25 33 18 1 10 35 19 29 4 26 38 9 24 5; [P1] 14 29 13 13 13 10 25 30 33 14 24 36 2 0 34 0 6 15 21 27 1 25 6 39 15 10 42 33 27 25 10 26 33 34 23 36 5 20 34 33 3 17 12 29 27 25 11 10 40 26 10 15 36 39 20 5 3 32 14 35 26 29 12 30 14 28 31 21 38 22 0 30 22 18 3 27 36 42 18 19 28 11 28 8 12 23 29 23 20 20 20 42 15 37 13 34 13 15 8 34; [P2] 25 11 1 37 7 32 2 37 29 42 4 39 31 15 13 40 39 16 30 38 9 35 30 35 39 26 13 39 33 5 23 20 21 14 0 8 0 20 33 12 38 19 29 10 20 17 11 2 25 39 6 2 31 40 16 1 18 31 28 18 15 18 42 27 39 25 38 37 30 32 8 41 12 32 39 17 27 34 14 36 15 35 14 20 40 23 16 13 36 13 12 7 27 14 1 36 7 23 30 16; [P3] 0 26 2 7 27 34 38 30 35 2 2 37 34 4 38 7 3 1 35 24 39 30 33 33 15 26 39 7 0 38 1 38 16 41 26 30 11 42 27 9 6 10 9 2 1 16 41 32 30 24 28 40 29 29 34 26 13 8 17 7 21 4 6 37 41 18 29 14 39 30 2 24 34 4 34 13 17 28 16 12 27 21 40 2 41 13 17 16 22 17 41 37 39 14 38 11 1 20 15 25; [P4] 9 28 21 18 38 18 41 0 25 23 5 32 5 6 1 2 42 18 1 17 32 40 19 9 22 37 6 27 15 21 0 33 0 28 17 41 27 13 1 8 18 37 36 30 0 32 8 26 0 19 39 5 12 34 6 9 17 9 18 17 21 16 22 2 29 24 33 15 29 15 5 39 9 4 38 1 12 38 5 27 6 39 13 31 20 9 19 25 36 7 26 28 1 39 23 36 7 5 26 7"
8,5,-0.6445,0.8333,0.9443,-0.2266,0.1164,"[P0] 2 7 15 20 19 17 5 27 34 30 40 10 31 23 6 4 9 25 34 29 32 23 31 31 28 13 7 41 21 26 2 17 38 24 23 6 34 38 16 6 2 13 4 15 41 22 1 6 14 11 6 1 2 37 34 12 13 12 3 32 16 41 19 10 25 39 30 27 20 1 30 39 37 28 0 19 22 36 14 25 7 1 0 4 19 28 33 38 32 22 15 34 7 14 22 37 2 32 36 42; [P1] 23 23 30 41 40 27 0 19 2 23 35 19 4 24 11 1 26 26 41 31 2 7 38 29 28 29 25 21 4 32 23 27 30 38 33 31 29 20 14 17 18 3 4 10 30 3 38 2 6 39 18 22 32 25 11 35 2 6 0 2 13 36 9 32 24 4 18 0 28 2 35 21 35 3 10 13 1 6 17 4 22 38 7 33 8 17 39 8 31 39 11 0 6 1 8 4 0 41 17 30; [P2] 4 14 18 37 11 39 30 36 6 12 16 37 10 14 1 17 16 24 27 25 5 30 41 36 8 38 15 38 41 35 19 6 40 16 3 5 38 0 41 5 1 14 39 1 34 39 16 27 18 10 39 37 17 11 4 1 23 40 6 0 8 23 31 27 31 6 17 40 8 32 36 11 6 20 24 29 25 17 15 20 1 15 23 30 31 37 34 21 41 20 20 41 34 27 10 42 3 29 5 35; [P3] 16 41 4 26 25 17 14 42 36 26 33 34 20 22 8 39 1 29 33 22 29 30 18 24 36 41 41 5 37 31 13 5 9 39 18 0 39 36 18 15 2 0 23 13 2 20 39 1 9 29 37 40 41 32 33 1 30 19 11 14 17 28 31 5 11 13 10 6 33 1 21 34 4 3 13 17 0 0 20 18 39 36 11 25 34 6 9 9 12 29 39 15 26 42 8 16 23 10 2 1; [P4] 27 14 14 24 33 1 39 9 15 41 18 29 33 0 38 17 25 36 8 39 2 6 8 35 23 3 1 14 24 7 18 26 9 18 16 36 10 40 39 41 0 32 26 8 9 13 24 18 15 17 29 24 18 16 41 40 26 15 4 9 38 1 6 23 29 13 1 24 17 8 15 34 29 28 12 34 31 5 37 32 26 15 5 28 11 19 40 39 42 15 31 11 7 37 28 25 7 18 36 31"
9,5,-0.6445,0.8333,0.9443,-0.2472,0.1236,"[P0] 2 7 15 20 19 17 5 27 34 30 40 10 31 23 6 4 9 25 34 29 32 23 31 31 28 13 7 41 21 26 2 17 38 24 23 6 34 38 16 6 2 13 4 15 41 22 1 6 14 11 6 1 2 37 34 12 13 12 3 32 16 41 19 10 25 39 30 27 20 1 30 39 37 28 0 19 22 36 14 25 7 1 0 4 19 28 33 38 32 22 15 34 7 14 22 37 2 32 36 42; [P1] 23 23 30 41 40 27 0 19 2 23 35 19 4 24 11 1 26 26 41 31 2 7 38 29 28 29 25 21 4 32 23 27 30 38 33 31 29 20 14 17 18 3 4 10 30 3 38 2 6 39 18 22 32 25 11 35 2 6 0 2 13 36 9 32 24 4 18 0 28 2 35 21 35 3 10 13 1 6 17 4 22 38 7 33 8 17 39 8 31 39 11 0 6 1 8 4 0 41 17 30; [P2] 4 14 18 37 11 39 30 36 6 12 16 37 10 14 1 17 16 24 27 25 5 30 41 36 8 38 15 38 41 35 19 6 40 16 3 5 38 0 41 5 1 14 39 1 34 39 16 27 18 10 39 37 17 11 4 1 23 40 6 0 8 23 31 27 31 6 17 40 8 32 36 11 6 20 24 29 25 17 15 20 1 15 23 30 31 37 34 21 41 20 20 41 34 27 10 42 3 29 5 35; [P3] 16 41 4 26 25 17 14 42 36 26 33 34 20 22 8 39 1 29 33 22 29 30 18 24 36 41 41 5 37 31 13 5 9 39 18 0 39 36 18 15 2 0 23 13 2 20 39 1 9 29 37 40 41 32 33 1 30 19 11 14 17 28 31 5 11 13 10 6 33 1 21 34 4 3 13 17 0 0 20 18 39 36 11 25 34 6 9 9 12 29 39 15 26 42 8 16 23 10 2 1; [P4] 27 14 14 24 33 1 39 9 15 41 18 29 33 0 38 17 25 36 8 39 2 6 8 35 23 3 1 14 24 7 18 26 9 18 16 36 10 40 39 41 0 32 26 8 9 13 24 18 15 17 29 24 18 16 41 40 26 15 4 9 38 1 6 23 29 13 1 24 17 8 15 34 29 28 12 34 31 5 37 32 26 15 5 28 11 19 40 39 42 15 31 11 7 37 28 25 7 18 36 31"
