# seed=123456
# instance=BALANCED
# popSize=100
# generations=50
# crossover=BlockUniformCrossover(p=0.75)
# mutation=FlipMutation(p0=0.1,pMin=0.002,alpha=0.9)
# selection=KTournament(k=3)
# elitism=2
# fitness=winrate - lambda*similarity
# lambda_similarity=0.2
# similarity_metric=cosine
# similarity_space=buckets
# similarity_window=±1
# fights_per_team=5
# anchors=5
gen,changes,best_fitness,best_winrate,best_similarity,avg_fitness,worst_fitness,best_genome
0,1,-0.5710,0.7500,0.8951,-0.2161,0.1310,"[P0] 42 0 16 16 16 37 17 39 6 15 37 0 21 28 40 39 14 1 28 33 34 31 15 19 16 10 25 38 21 25 31 10 23 12 42 13 26 36 13 10 25 6 31 27 15 0 29 32 19 20 36 3 4 4 0 14 24 42 0 1 1 4 36 30 41 14 11 27 13 40 34 23 34 12 35 1 42 30 24 16 0 25 33 16 41 14 16 13 2 22 17 39 25 4 21 14 13 8 29 25; [P1] 5 33 14 25 13 10 32 24 25 17 33 27 20 9 3 34 20 19 36 32 2 8 24 0 18 15 23 19 7 5 26 23 21 15 15 39 37 39 26 1 27 17 6 37 11 10 22 23 21 36 7 24 25 6 39 21 24 8 0 10 25 15 24 3 35 3 28 29 12 24 5 25 25 7 24 25 34 0 14 15 16 20 38 19 30 15 31 14 15 34 2 19 25 38 0 1 3 25 31 4; [P2] 36 21 11 6 12 8 1 39 14 26 27 20 12 19 6 38 27 25 12 32 13 39 28 5 32 11 9 25 36 40 9 23 25 36 33 6 39 19 39 33 15 1 15 25 27 17 7 38 42 12 17 18 4 20 19 8 16 20 35 31 25 34 4 3 33 28 32 5 16 9 37 41 31 33 2 32 8 25 2 19 4 3 26 24 33 12 3 17 19 26 4 0 17 39 10 28 42 7 15 25; [P3] 30 30 11 5 28 27 30 14 23 38 15 6 25 36 4 5 24 3 17 18 34 4 2 20 17 14 27 19 11 1 6 8 38 20 26 0 16 30 15 8 37 21 24 20 42 1 25 34 8 18 10 12 17 2 34 23 23 14 4 36 22 15 9 28 11 31 41 17 27 41 34 23 27 4 28 26 33 9 40 22 40 18 31 9 31 39 15 39 24 20 31 27 30 30 35 19 41 10 5 17; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 22 31 34 16 25 26 29 1 33 39 11 6 17 25 26 23 24 40 25 37 21 34 34 19 9 7 17 14 7 18 21 15 26 2 42 23 4 21 28 1 28 12 16 31 33 7 23 2 0 35 33 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 28 16 16 41 37 33 39 2 10 23 26 22 33 5"
1,2,-0.5858,0.7647,0.8944,-0.2243,0.1230,"[P0] 42 0 16 16 16 37 17 39 6 5 37 0 21 28 40 39 14 1 28 33 36 31 15 19 16 10 25 38 21 25 31 10 23 12 42 13 26 36 13 10 25 6 31 27 15 0 29 32 19 20 36 3 28 4 0 14 24 42 24 1 1 4 36 30 41 14 11 27 13 40 34 23 34 12 35 1 15 30 24 16 0 25 33 16 41 14 16 13 2 22 17 39 25 4 21 14 13 8 29 25; [P1] 5 33 14 25 36 10 32 24 25 17 33 27 20 9 3 34 20 24 36 32 2 8 24 0 18 15 23 19 7 5 26 23 21 15 15 39 37 39 26 1 27 17 40 37 11 10 22 23 21 36 7 24 25 6 39 25 24 8 0 10 25 15 24 3 35 3 28 29 12 24 5 25 25 4 24 25 34 0 14 11 16 20 38 19 30 15 31 14 15 34 2 19 6 38 0 1 31 25 31 4; [P2] 36 21 11 6 12 8 1 39 38 26 27 20 12 19 6 38 27 25 12 32 13 39 28 5 32 11 9 25 36 40 9 23 25 36 33 6 39 19 39 33 15 1 15 25 27 39 7 38 42 12 17 18 4 20 19 8 16 20 35 31 25 34 4 3 33 28 32 5 16 9 33 41 31 33 2 32 8 25 2 19 4 31 26 24 33 12 3 17 19 26 4 0 17 39 10 28 42 7 15 25; [P3] 30 30 11 5 28 27 30 14 23 38 15 6 25 36 4 5 24 3 17 39 34 4 2 20 17 14 27 19 11 1 6 8 38 20 26 0 16 30 15 24 37 21 24 20 42 1 25 34 8 18 10 12 17 2 34 23 23 6 4 36 22 11 9 28 11 31 41 17 27 41 34 23 27 4 28 26 33 9 40 22 40 18 30 9 31 26 15 39 24 20 31 27 30 30 35 19 41 10 5 17; [P4] 1 2 13 17 38 15 39 38 42 27 9 0 23 1 30 40 1 9 22 31 34 16 25 26 29 1 22 39 11 6 17 23 26 23 24 40 25 37 21 34 34 19 9 7 17 14 7 18 21 15 26 2 42 23 4 21 28 1 28 12 16 31 33 7 23 2 0 35 35 21 8 41 14 39 24 37 18 3 27 19 23 2 28 20 42 8 28 16 16 41 37 33 28 2 10 23 26 22 33 5"
2,3,-0.6140,0.8000,0.9302,-0.2331,0.1275,"[P0] 24 27 28 13 9 28 39 34 17 5 23 8 10 41 13 6 34 20 4 17 19 29 0 6 8 1 34 11 23 27 24 18 13 30 7 14 19 39 29 6 27 18 13 16 17 34 9 19 25 11 26 34 10 23 13 15 0 34 37 40 23 22 25 36 37 28 3 40 9 35 27 41 33 1 25 9 1 40 2 38 4 41 17 12 0 39 31 20 28 18 41 5 34 3 6 25 17 26 17 5; [P1] 24 40 33 13 9 17 4 21 12 30 35 0 38 23 16 10 28 8 23 13 23 36 11 23 39 0 6 9 6 38 30 9 1 33 13 7 40 14 28 35 15 23 24 13 33 29 37 17 14 0 7 39 9 10 9 2 14 22 5 2 8 25 17 29 41 26 2 1 13 8 37 13 20 12 42 4 16 5 26 8 15 17 8 18 22 35 17 14 37 27 15 19 42 16 41 18 32 18 38 31; [P2] 35 20 11 9 39 9 0 31 7 25 6 27 2 34 7 33 5 40 31 7 28 17 32 12 16 24 29 11 28 31 41 10 33 2 1 19 33 42 40 16 42 7 7 37 0 5 38 20 41 17 0 37 1 27 6 30 32 16 22 14 5 32 17 28 18 35 16 5 25 2 11 42 32 13 27 4 13 5 17 6 23 5 14 8 40 4 7 24 32 6 15 32 24 17 39 19 33 15 26 39; [P3] 18 7 42 25 8 24 28 39 15 6 20 38 37 27 21 2 40 10 33 26 41 12 6 16 11 33 1 32 19 5 30 41 2 5 34 21 20 33 16 22 21 31 0 7 34 32 39 25 22 13 16 12 28 1 37 34 29 16 33 36 39 21 20 36 39 0 24 30 19 11 38 35 13 1 34 36 38 38 37 33 2 1 16 39 39 16 4 39 6 3 27 5 25 9 6 21 19 3 25 34; [P4] 21 35 2 39 22 26 42 2 28 16 1 33 35 15 23 20 37 26 16 38 12 23 1 25 37 20 18 35 30 31 7 4 19 14 33 8 14 16 34 7 1 25 17 19 41 18 3 0 24 17 26 10 15 18 30 10 35 34 3 14 9 37 7 14 16 10 4 4 9 27 39 16 34 41 16 1 32 10 10 7 25 2 11 24 19 3 3 19 3 19 21 26 39 40 16 25 0 36 10 20"
3,3,-0.6140,0.8000,0.9302,-0.2312,0.1212,"[P0] 24 27 28 13 9 28 39 34 17 5 23 8 10 41 13 6 34 20 4 17 19 29 0 6 8 1 34 11 23 27 24 18 13 30 7 14 19 39 29 6 27 18 13 16 17 34 9 19 25 11 26 34 10 23 13 15 0 34 37 40 23 22 25 36 37 28 3 40 9 35 27 41 33 1 25 9 1 40 2 38 4 41 17 12 0 39 31 20 28 18 41 5 34 3 6 25 17 26 17 5; [P1] 24 40 33 13 9 17 4 21 12 30 35 0 38 23 16 10 28 8 23 13 23 36 11 23 39 0 6 9 6 38 30 9 1 33 13 7 40 14 28 35 15 23 24 13 33 29 37 17 14 0 7 39 9 10 9 2 14 22 5 2 8 25 17 29 41 26 2 1 13 8 37 13 20 12 42 4 16 5 26 8 15 17 8 18 22 35 17 14 37 27 15 19 42 16 41 18 32 18 38 31; [P2] 35 20 11 9 39 9 0 31 7 25 6 27 2 34 7 33 5 40 31 7 28 17 32 12 16 24 29 11 28 31 41 10 33 2 1 19 33 42 40 16 42 7 7 37 0 5 38 20 41 17 0 37 1 27 6 30 32 16 22 14 5 32 17 28 18 35 16 5 25 2 11 42 32 13 27 4 13 5 17 6 23 5 14 8 40 4 7 24 32 6 15 32 24 17 39 19 33 15 26 39; [P3] 18 7 42 25 8 24 28 39 15 6 20 38 37 27 21 2 40 10 33 26 41 12 6 16 11 33 1 32 19 5 30 41 2 5 34 21 20 33 16 22 21 31 0 7 34 32 39 25 22 13 16 12 28 1 37 34 29 16 33 36 39 21 20 36 39 0 24 30 19 11 38 35 13 1 34 36 38 38 37 33 2 1 16 39 39 16 4 39 6 3 27 5 25 9 6 21 19 3 25 34; [P4] 21 35 2 39 22 26 42 2 28 16 1 33 35 15 23 20 37 26 16 38 12 23 1 25 37 20 18 35 30 31 7 4 19 14 33 8 14 16 34 7 1 25 17 19 41 18 3 0 24 17 26 10 15 18 30 10 35 34 3 14 9 37 7 14 16 10 4 4 9 27 39 16 34 41 16 1 32 10 10 7 25 2 11 24 19 3 3 19 3 19 21 26 39 40 16 25 0 36 10 20"
4,4,-0.6325,0.8125,0.9000,-0.2326,0.1242,"[P0] 30 33 28 11 2 20 38 31 14 26 23 0 7 12 39 27 27 13 13 20 29 13 27 24 38 4 1 1 26 10 35 26 0 39 21 9 29 15 28 29 18 2 4 29 41 4 15 24 32 30 11 17 38 35 24 2 13 26 6 13 4 28 2 38 5 39 36 13 27 34 25 18 19 40 9 28 8 0 32 19 24 41 16 5 3 34 25 33 18 24 10 30 39 6 4 29 25 7 24 5; [P1] 29 20 24 36 4 0 22 41 25 0 32 13 1 2 21 40 39 0 37 1 31 29 22 33 27 0 2 9 22 33 2 29 17 40 8 36 0 28 7 17 15 41 37 21 37 9 22 5 21 13 6 23 0 36 8 10 0 8 41 29 41 39 32 20 27 4 39 3 20 25 6 32 11 15 39 25 2 41 5 11 23 42 0 29 30 38 42 35 28 25 33 28 0 19 26 39 6 25 35 26; [P2] 27 18 42 21 15 32 16 39 3 4 1 19 20 13 21 33 30 29 14 2 17 11 16 41 20 36 39 41 27 20 25 20 19 34 19 29 30 6 20 38 0 11 29 4 36 15 7 0 0 35 41 8 22 37 2 14 2 26 41 38 22 24 22 14 27 27 29 1 12 9 38 19 20 41 6 34 26 2 32 27 30 20 35 21 38 20 5 34 15 31 6 3 1 36 26 13 1 4 0 7; [P3] 29 24 14 19 39 19 32 6 19 2 39 13 16 18 41 21 5 33 17 14 5 35 39 5 25 33 28 7 28 12 30 0 2 34 2 18 36 24 28 42 30 29 37 6 25 14 23 22 33 2 35 6 19 41 13 17 16 39 39 2 28 34 17 34 15 31 19 0 6 37 0 37 28 9 10 1 1 14 27 42 38 35 24 19 31 12 4 20 36 42 2 20 42 37 25 30 18 31 0 26; [P4] 16 31 8 2 1 33 18 8 33 22 29 23 20 38 18 0 42 8 5 25 40 22 34 26 0 22 16 16 37 29 5 4 2 27 33 3 35 23 36 35 31 19 30 10 28 38 23 17 8 17 2 11 28 38 14 37 3 35 36 24 29 33 8 13 29 9 16 32 6 16 29 39 16 32 27 42 17 41 3 13 18 11 8 13 31 34 18 11 25 18 31 24 10 15 25 1 2 39 37 21"
5,5,-0.6404,0.8235,0.9159,-0.2377,0.1290,"[P0] 30 23 28 11 2 19 38 30 5 35 38 0 7 38 39 41 27 13 13 20 38 13 6 24 14 4 1 1 7 15 35 29 2 39 21 28 29 15 28 29 18 2 4 29 31 14 15 24 32 31 6 4 38 35 24 2 20 14 6 13 8 34 2 18 13 9 1 15 36 34 25 37 19 41 37 28 8 2 39 39 24 2 16 25 21 34 25 33 18 1 10 13 39 1 27 26 41 17 24 18; [P1] 26 28 18 27 29 41 39 12 40 28 29 19 6 30 37 34 13 35 2 0 14 30 24 35 23 42 37 0 5 41 5 13 13 34 20 26 13 14 27 20 42 29 32 14 10 17 38 23 27 17 21 6 3 40 3 35 14 38 32 10 35 40 33 2 11 21 6 1 1 14 34 10 19 5 0 16 8 27 5 25 31 24 40 2 33 38 36 38 42 1 7 23 27 19 30 24 18 6 19 4; [P2] 12 1 21 9 34 27 8 22 22 1 19 31 14 8 39 32 1 38 8 31 0 13 20 18 36 3 41 12 24 26 30 18 18 1 21 10 26 10 15 15 2 19 36 38 38 12 27 29 31 39 23 8 17 18 31 27 9 2 13 33 28 17 30 36 11 16 28 36 10 16 6 41 4 1 40 1 28 30 21 7 22 5 13 18 11 4 27 34 29 8 40 0 6 41 6 28 31 17 6 18; [P3] 29 24 14 19 39 19 32 6 19 2 39 13 16 18 41 21 5 33 17 14 5 18 39 5 25 33 28 7 28 12 30 36 2 34 2 18 36 24 28 42 30 29 37 6 25 14 23 22 9 2 35 6 28 41 12 17 16 39 39 2 8 34 17 34 15 6 19 0 6 37 0 37 28 9 10 1 1 14 1 18 38 35 22 10 31 12 33 20 36 42 2 20 42 37 25 30 18 31 0 26; [P4] 7 12 29 5 21 23 28 5 22 16 23 34 10 35 16 3 23 23 18 20 23 33 32 40 8 28 7 35 10 18 37 32 10 37 25 19 9 10 42 39 7 5 23 19 19 38 28 42 26 38 22 29 19 15 16 38 21 30 30 0 14 0 23 7 28 14 42 8 24 3 26 16 5 16 34 24 0 39 1 39 40 1 23 19 41 31 38 1 1 41 11 4 12 26 39 40 12 10 33 3"
6,5,-0.6404,0.8235,0.9159,-0.2436,0.1131,"[P0] 30 23 28 11 2 19 38 30 5 35 38 0 7 38 39 41 27 13 13 20 38 13 6 24 14 4 1 1 7 15 35 29 2 39 21 28 29 15 28 29 18 2 4 29 31 14 15 24 32 31 6 4 38 35 24 2 20 14 6 13 8 34 2 18 13 9 1 15 36 34 25 37 19 41 37 28 8 2 39 39 24 2 16 25 21 34 25 33 18 1 10 13 39 1 27 26 41 17 24 18; [P1] 26 28 18 27 29 41 39 12 40 28 29 19 6 30 37 34 13 35 2 0 14 30 24 35 23 42 37 0 5 41 5 13 13 34 20 26 13 14 27 20 42 29 32 14 10 17 38 23 27 17 21 6 3 40 3 35 14 38 32 10 35 40 33 2 11 21 6 1 1 14 34 10 19 5 0 16 8 27 5 25 31 24 40 2 33 38 36 38 42 1 7 23 27 19 30 24 18 6 19 4; [P2] 12 1 21 9 34 27 8 22 22 1 19 31 14 8 39 32 1 38 8 31 0 13 20 18 36 3 41 12 24 26 30 18 18 1 21 10 26 10 15 15 2 19 36 38 38 12 27 29 31 39 23 8 17 18 31 27 9 2 13 33 28 17 30 36 11 16 28 36 10 16 6 41 4 1 40 1 28 30 21 7 22 5 13 18 11 4 27 34 29 8 40 0 6 41 6 28 31 17 6 18; [P3] 29 24 14 19 39 19 32 6 19 2 39 13 16 18 41 21 5 33 17 14 5 18 39 5 25 33 28 7 28 12 30 36 2 34 2 18 36 24 28 42 30 29 37 6 25 14 23 22 9 2 35 6 28 41 12 17 16 39 39 2 8 34 17 34 15 6 19 0 6 37 0 37 28 9 10 1 1 14 1 18 38 35 22 10 31 12 33 20 36 42 2 20 42 37 25 30 18 31 0 26; [P4] 7 12 29 5 21 23 28 5 22 16 23 34 10 35 16 3 23 23 18 20 23 33 32 40 8 28 7 35 10 18 37 32 10 37 25 19 9 10 42 39 7 5 23 19 19 38 28 42 26 38 22 29 19 15 16 38 21 30 30 0 14 0 23 7 28 14 42 8 24 3 26 16 5 16 34 24 0 39 1 39 40 1 23 19 41 31 38 1 1 41 11 4 12 26 39 40 12 10 33 3"
7,6,-0.6437,0.8421,0.9923,-0.2555,0.1227,"[P0] 30 23 28 11 2 19 38 30 20 35 38 0 7 38 39 41 27 13 5 20 38 13 6 24 14 4 1 1 7 15 35 29 2 39 21 28 29 15 28 29 18 2 4 29 31 14 15 24 32 31 6 4 38 35 24 2 7 14 6 13 8 34 2 18 13 9 1 15 36 34 25 37 19 41 37 28 8 2 39 39 24 2 16 25 21 34 25 33 18 1 27 4 39 1 27 4 41 17 24 18; [P1] 26 28 18 27 29 41 39 12 40 28 41 19 6 30 37 34 13 35 2 24 14 30 24 35 23 42 37 10 5 41 5 13 13 34 20 26 13 14 27 20 42 29 32 14 10 17 38 23 27 17 21 6 3 40 3 35 14 38 32 10 35 40 33 2 11 21 11 1 1 14 16 10 19 1 0 16 16 27 20 25 31 24 40 2 33 38 36 38 42 1 7 6 27 19 30 24 18 6 19 4; [P2] 12 1 21 9 34 27 8 22 22 1 19 31 14 8 42 32 1 38 8 31 0 13 20 18 36 3 41 40 24 26 30 18 18 1 21 10 26 10 15 15 2 19 36 38 38 12 27 29 31 39 23 8 9 18 31 27 9 2 13 33 28 17 30 36 11 16 0 36 10 16 6 41 4 1 40 1 28 30 21 7 22 5 13 18 11 4 27 34 0 8 40 0 6 41 6 28 31 17 6 18; [P3] 29 24 14 19 39 19 32 6 19 2 39 13 16 18 41 21 5 33 17 14 25 18 39 5 25 33 24 7 28 22 30 36 2 34 2 18 36 24 28 42 30 29 37 6 25 14 23 22 9 2 35 36 28 41 12 17 16 21 39 2 8 34 17 34 15 6 19 0 6 37 0 37 28 9 10 1 1 14 1 18 38 35 22 10 31 12 33 20 39 0 2 20 42 37 25 41 18 31 34 1; [P4] 7 12 29 5 21 23 0 5 22 18 23 34 10 35 16 3 23 23 18 20 23 33 32 40 8 28 7 35 10 18 37 32 10 37 25 19 9 10 42 39 7 5 23 19 18 38 28 42 41 38 22 29 19 4 16 38 21 30 30 0 14 16 23 7 28 14 42 8 24 3 26 16 5 16 34 24 0 39 1 39 40 1 23 31 41 31 38 1 1 41 11 4 12 26 39 40 12 10 18 32"
8,6,-0.6437,0.8421,0.9923,-0.2639,0.1201,"[P0] 30 23 28 11 2 19 38 30 20 35 38 0 7 38 39 41 27 13 5 20 38 13 6 24 14 4 1 1 7 15 35 29 2 39 21 28 29 15 28 29 18 2 4 29 31 14 15 24 32 31 6 4 38 35 24 2 7 14 6 13 8 34 2 18 13 9 1 15 36 34 25 37 19 41 37 28 8 2 39 39 24 2 16 25 21 34 25 33 18 1 27 4 39 1 27 4 41 17 24 18; [P1] 26 28 18 27 29 41 39 12 40 28 41 19 6 30 37 34 13 35 2 24 14 30 24 35 23 42 37 10 5 41 5 13 13 34 20 26 13 14 27 20 42 29 32 14 10 17 38 23 27 17 21 6 3 40 3 35 14 38 32 10 35 40 33 2 11 21 11 1 1 14 16 10 19 1 0 16 16 27 20 25 31 24 40 2 33 38 36 38 42 1 7 6 27 19 30 24 18 6 19 4; [P2] 12 1 21 9 34 27 8 22 22 1 19 31 14 8 42 32 1 38 8 31 0 13 20 18 36 3 41 40 24 26 30 18 18 1 21 10 26 10 15 15 2 19 36 38 38 12 27 29 31 39 23 8 9 18 31 27 9 2 13 33 28 17 30 36 11 16 0 36 10 16 6 41 4 1 40 1 28 30 21 7 22 5 13 18 11 4 27 34 0 8 40 0 6 41 6 28 31 17 6 18; [P3] 29 24 14 19 39 19 32 6 19 2 39 13 16 18 41 21 5 33 17 14 25 18 39 5 25 33 24 7 28 22 30 36 2 34 2 18 36 24 28 42 30 29 37 6 25 14 23 22 9 2 35 36 28 41 12 17 16 21 39 2 8 34 17 34 15 6 19 0 6 37 0 37 28 9 10 1 1 14 1 18 38 35 22 10 31 12 33 20 39 0 2 20 42 37 25 41 18 31 34 1; [P4] 7 12 29 5 21 23 0 5 22 18 23 34 10 35 16 3 23 23 18 20 23 33 32 40 8 28 7 35 10 18 37 32 10 37 25 19 9 10 42 39 7 5 23 19 18 38 28 42 41 38 22 29 19 4 16 38 21 30 30 0 14 16 23 7 28 14 42 8 24 3 26 16 5 16 34 24 0 39 1 39 40 1 23 31 41 31 38 1 1 41 11 4 12 26 39 40 12 10 18 32"
9,7,-0.6468,0.8333,0.9328,-0.2674,0.0992,"[P0] 30 23 1 11 2 19 6 1 5 26 38 16 31 32 39 41 10 37 13 20 18 25 6 24 38 4 28 1 7 10 35 4 2 35 21 11 29 15 28 29 34 2 4 29 41 4 15 24 15 30 11 24 38 35 19 2 20 15 5 13 4 16 2 38 29 17 1 8 34 34 22 37 19 4 37 28 8 0 39 39 24 2 16 22 36 34 25 40 18 1 10 13 26 23 29 26 41 9 24 12; [P1] 26 28 39 19 2 41 39 19 6 28 3 35 0 30 37 21 37 35 2 1 19 39 1 35 23 26 37 0 1 41 15 13 13 34 20 26 38 14 27 32 42 29 32 14 3 17 38 23 39 7 11 37 29 17 3 24 14 38 26 10 40 28 10 3 3 16 6 1 1 14 34 3 19 40 0 16 8 27 5 27 2 34 36 2 6 4 36 2 6 1 19 23 29 19 23 24 18 22 4 4; [P2] 37 19 5 28 37 20 15 34 37 39 26 16 15 14 5 24 19 22 8 27 16 2 1 23 13 12 24 22 5 1 7 10 20 24 16 28 0 31 38 36 31 16 7 0 6 32 17 0 12 16 37 36 10 29 35 33 11 27 23 34 39 27 5 36 5 4 19 18 42 36 26 39 33 36 21 21 11 13 15 19 6 25 41 37 30 21 16 5 16 33 2 38 22 23 36 9 32 38 39 1; [P3] 30 25 7 17 1 32 7 1 3 21 35 6 8 28 17 0 1 10 38 27 42 9 2 39 18 31 7 17 0 36 2 7 40 22 36 41 10 3 19 3 14 29 14 2 25 1 17 4 18 34 37 15 12 26 20 14 4 13 1 19 6 29 9 10 12 35 16 38 39 39 24 15 29 38 14 24 27 10 10 4 32 32 9 41 23 33 18 12 10 16 15 29 0 15 15 9 1 27 1 4; [P4] 1 2 13 4 38 2 15 42 42 27 9 0 23 1 30 40 1 9 22 31 34 34 16 26 33 1 22 35 11 41 17 23 22 11 22 40 17 25 21 34 32 19 40 9 17 14 7 9 21 15 26 2 42 16 0 21 23 1 27 12 16 31 25 7 23 2 33 22 35 21 8 41 14 29 24 37 18 3 18 19 23 0 28 20 42 8 38 35 16 41 21 9 29 2 10 23 37 22 33 17"
