gen,changes,best,avg,worst,best_genome
0,1,-0.778,-0.397,-0.053,"[P0] 27 29 41 0 29 21 2 17 0 14 37 34 8 15 9 42 35 6 9 35 20 20 29 4 24 1 6 20 31 6 12 0 28 26 9 35 25 40 0 29 22 35 25 20 9 1 41 30 4 35 39 3 24 25 22 15 33 35 13 24 17 4 23 4 28 40 39 0 35 19 26 41 32 18 9 22 21 31 3 1 33 23 39 23 11 1 32 1 10 19 31 13 25 19 1 23 6 21 16 11; [P1] 29 24 41 6 28 39 39 12 37 10 42 42 14 24 19 32 21 11 7 23 33 12 16 42 28 23 30 20 24 12 42 16 16 21 33 42 4 40 0 37 9 14 1 1 22 28 25 30 23 0 2 23 11 7 32 34 26 12 5 39 22 15 13 3 38 20 34 7 4 3 22 15 28 23 24 9 39 11 38 20 35 11 29 28 13 31 33 7 7 2 17 21 14 10 35 19 12 21 8 23; [P2] 32 13 40 29 38 31 20 27 33 27 23 9 34 6 27 37 37 1 16 34 11 35 34 26 9 39 18 17 25 34 4 3 5 29 29 27 10 2 19 1 39 32 32 37 38 2 29 29 11 18 27 35 33 12 10 3 42 37 24 13 4 32 4 33 11 3 10 39 19 4 18 27 14 12 8 36 8 8 23 15 35 14 20 30 17 30 3 33 9 5 29 7 37 4 37 30 4 38 29 17; [P3] 17 8 16 10 10 36 24 23 13 1 1 27 7 30 13 16 10 40 19 35 6 42 25 2 17 26 0 16 23 1 13 1 28 39 31 5 27 20 13 40 11 30 25 42 11 15 9 16 13 23 18 24 3 10 6 7 19 8 24 37 9 39 21 19 23 31 36 37 20 23 6 12 12 5 42 6 35 0 6 15 38 18 7 19 15 17 23 12 32 36 28 5 29 24 35 30 35 38 33 40; [P4] 3 23 1 13 13 3 22 37 1 23 29 35 10 29 10 39 37 31 36 10 31 14 26 15 29 35 19 19 18 42 5 36 38 31 6 12 34 36 32 5 2 38 12 31 23 36 32 24 10 40 40 27 2 21 36 17 7 14 36 42 36 37 39 25 6 21 35 34 39 20 2 3 34 23 19 33 37 41 31 1 34 7 30 31 15 23 40 34 19 39 20 35 3 23 14 6 20 0 19 42"
1,2,-0.789,-0.410,-0.071,"[P0] 6 42 27 36 35 39 10 14 3 37 12 12 42 1 37 31 8 20 1 7 28 36 16 8 21 41 16 41 10 41 37 6 38 35 2 41 5 30 22 6 30 23 19 32 38 30 9 41 31 11 31 33 39 1 23 2 26 29 32 24 28 26 28 39 42 42 30 40 27 26 24 9 20 32 35 18 31 12 18 20 12 7 8 30 35 1 39 15 26 0 17 33 35 4 33 30 29 30 37 22; [P1] 31 16 39 42 39 10 30 8 1 30 27 29 39 12 1 29 41 12 16 17 32 31 25 9 4 23 29 1 27 20 16 13 23 21 30 18 34 26 28 13 11 31 7 36 28 4 5 29 28 18 18 3 42 38 29 17 2 29 27 12 33 28 16 13 13 36 21 1 6 15 12 31 2 30 21 7 7 39 11 30 13 28 26 24 12 25 21 4 39 14 15 41 1 1 13 16 0 30 11 6; [P2] 35 40 8 2 16 7 3 35 41 16 1 7 35 25 20 36 25 27 14 35 38 40 21 20 13 7 33 41 10 32 13 14 17 27 31 24 33 2 30 35 19 41 24 8 15 9 32 30 33 21 19 34 11 31 25 37 19 8 22 34 33 5 31 16 31 7 6 6 14 19 34 12 35 39 28 42 1 21 14 41 18 2 17 30 40 7 26 10 2 33 26 36 31 22 18 18 38 38 20 41; [P3] 7 19 0 30 16 33 38 1 29 35 12 1 31 15 41 38 2 37 35 41 0 25 2 29 28 34 29 41 23 15 14 13 12 19 8 33 0 1 13 16 6 39 33 42 23 21 28 29 30 8 0 31 16 27 7 25 37 39 3 18 29 42 16 14 32 20 34 25 39 7 17 4 6 39 9 33 22 1 6 33 26 42 13 16 10 17 37 21 30 37 39 36 37 21 37 36 23 10 13 1; [P4] 3 4 10 27 13 25 29 0 17 37 37 23 18 42 23 27 12 42 17 33 6 29 26 26 34 6 8 38 40 29 26 14 41 14 38 28 17 2 0 24 2 12 8 1 28 31 12 33 2 13 0 32 37 28 0 11 24 0 11 37 14 41 36 9 29 35 33 21 29 16 6 33 13 23 32 12 4 1 27 35 6 14 23 38 29 15 11 35 9 37 7 40 42 23 34 23 15 40 25 31"
2,2,-0.789,-0.415,-0.059,"[P0] 6 42 27 36 35 39 10 14 3 37 12 12 42 1 37 31 8 20 1 7 28 36 16 8 21 41 16 41 10 41 37 6 38 35 2 41 5 30 22 6 30 23 19 32 38 30 9 41 31 11 31 33 39 1 23 2 26 29 32 24 28 26 28 39 42 42 30 40 27 26 24 9 20 32 35 18 31 12 18 20 12 7 8 30 35 1 39 15 26 0 17 33 35 4 33 30 29 30 37 22; [P1] 31 16 39 42 39 10 30 8 1 30 27 29 39 12 1 29 41 12 16 17 32 31 25 9 4 23 29 1 27 20 16 13 23 21 30 18 34 26 28 13 11 31 7 36 28 4 5 29 28 18 18 3 42 38 29 17 2 29 27 12 33 28 16 13 13 36 21 1 6 15 12 31 2 30 21 7 7 39 11 30 13 28 26 24 12 25 21 4 39 14 15 41 1 1 13 16 0 30 11 6; [P2] 35 40 8 2 16 7 3 35 41 16 1 7 35 25 20 36 25 27 14 35 38 40 21 20 13 7 33 41 10 32 13 14 17 27 31 24 33 2 30 35 19 41 24 8 15 9 32 30 33 21 19 34 11 31 25 37 19 8 22 34 33 5 31 16 31 7 6 6 14 19 34 12 35 39 28 42 1 21 14 41 18 2 17 30 40 7 26 10 2 33 26 36 31 22 18 18 38 38 20 41; [P3] 7 19 0 30 16 33 38 1 29 35 12 1 31 15 41 38 2 37 35 41 0 25 2 29 28 34 29 41 23 15 14 13 12 19 8 33 0 1 13 16 6 39 33 42 23 21 28 29 30 8 0 31 16 27 7 25 37 39 3 18 29 42 16 14 32 20 34 25 39 7 17 4 6 39 9 33 22 1 6 33 26 42 13 16 10 17 37 21 30 37 39 36 37 21 37 36 23 10 13 1; [P4] 3 4 10 27 13 25 29 0 17 37 37 23 18 42 23 27 12 42 17 33 6 29 26 26 34 6 8 38 40 29 26 14 41 14 38 28 17 2 0 24 2 12 8 1 28 31 12 33 2 13 0 32 37 28 0 11 24 0 11 37 14 41 36 9 29 35 33 21 29 16 6 33 13 23 32 12 4 1 27 35 6 14 23 38 29 15 11 35 9 37 7 40 42 23 34 23 15 40 25 31"
3,2,-0.789,-0.411,-0.063,"[P0] 6 42 27 36 35 39 10 14 3 37 12 12 42 1 37 31 8 20 1 7 28 36 16 8 21 41 16 41 10 41 37 6 38 35 2 41 5 30 22 6 30 23 19 32 38 30 9 41 31 11 31 33 39 1 23 2 26 29 32 24 28 26 28 39 42 42 30 40 27 26 24 9 20 32 35 18 31 12 18 20 12 7 8 30 35 1 39 15 26 0 17 33 35 4 33 30 29 30 37 22; [P1] 31 16 39 42 39 10 30 8 1 30 27 29 39 12 1 29 41 12 16 17 32 31 25 9 4 23 29 1 27 20 16 13 23 21 30 18 34 26 28 13 11 31 7 36 28 4 5 29 28 18 18 3 42 38 29 17 2 29 27 12 33 28 16 13 13 36 21 1 6 15 12 31 2 30 21 7 7 39 11 30 13 28 26 24 12 25 21 4 39 14 15 41 1 1 13 16 0 30 11 6; [P2] 35 40 8 2 16 7 3 35 41 16 1 7 35 25 20 36 25 27 14 35 38 40 21 20 13 7 33 41 10 32 13 14 17 27 31 24 33 2 30 35 19 41 24 8 15 9 32 30 33 21 19 34 11 31 25 37 19 8 22 34 33 5 31 16 31 7 6 6 14 19 34 12 35 39 28 42 1 21 14 41 18 2 17 30 40 7 26 10 2 33 26 36 31 22 18 18 38 38 20 41; [P3] 7 19 0 30 16 33 38 1 29 35 12 1 31 15 41 38 2 37 35 41 0 25 2 29 28 34 29 41 23 15 14 13 12 19 8 33 0 1 13 16 6 39 33 42 23 21 28 29 30 8 0 31 16 27 7 25 37 39 3 18 29 42 16 14 32 20 34 25 39 7 17 4 6 39 9 33 22 1 6 33 26 42 13 16 10 17 37 21 30 37 39 36 37 21 37 36 23 10 13 1; [P4] 3 4 10 27 13 25 29 0 17 37 37 23 18 42 23 27 12 42 17 33 6 29 26 26 34 6 8 38 40 29 26 14 41 14 38 28 17 2 0 24 2 12 8 1 28 31 12 33 2 13 0 32 37 28 0 11 24 0 11 37 14 41 36 9 29 35 33 21 29 16 6 33 13 23 32 12 4 1 27 35 6 14 23 38 29 15 11 35 9 37 7 40 42 23 34 23 15 40 25 31"
4,2,-0.789,-0.414,-0.067,"[P0] 6 42 27 36 35 39 10 14 3 37 12 12 42 1 37 31 8 20 1 7 28 36 16 8 21 41 16 41 10 41 37 6 38 35 2 41 5 30 22 6 30 23 19 32 38 30 9 41 31 11 31 33 39 1 23 2 26 29 32 24 28 26 28 39 42 42 30 40 27 26 24 9 20 32 35 18 31 12 18 20 12 7 8 30 35 1 39 15 26 0 17 33 35 4 33 30 29 30 37 22; [P1] 31 16 39 42 39 10 30 8 1 30 27 29 39 12 1 29 41 12 16 17 32 31 25 9 4 23 29 1 27 20 16 13 23 21 30 18 34 26 28 13 11 31 7 36 28 4 5 29 28 18 18 3 42 38 29 17 2 29 27 12 33 28 16 13 13 36 21 1 6 15 12 31 2 30 21 7 7 39 11 30 13 28 26 24 12 25 21 4 39 14 15 41 1 1 13 16 0 30 11 6; [P2] 35 40 8 2 16 7 3 35 41 16 1 7 35 25 20 36 25 27 14 35 38 40 21 20 13 7 33 41 10 32 13 14 17 27 31 24 33 2 30 35 19 41 24 8 15 9 32 30 33 21 19 34 11 31 25 37 19 8 22 34 33 5 31 16 31 7 6 6 14 19 34 12 35 39 28 42 1 21 14 41 18 2 17 30 40 7 26 10 2 33 26 36 31 22 18 18 38 38 20 41; [P3] 7 19 0 30 16 33 38 1 29 35 12 1 31 15 41 38 2 37 35 41 0 25 2 29 28 34 29 41 23 15 14 13 12 19 8 33 0 1 13 16 6 39 33 42 23 21 28 29 30 8 0 31 16 27 7 25 37 39 3 18 29 42 16 14 32 20 34 25 39 7 17 4 6 39 9 33 22 1 6 33 26 42 13 16 10 17 37 21 30 37 39 36 37 21 37 36 23 10 13 1; [P4] 3 4 10 27 13 25 29 0 17 37 37 23 18 42 23 27 12 42 17 33 6 29 26 26 34 6 8 38 40 29 26 14 41 14 38 28 17 2 0 24 2 12 8 1 28 31 12 33 2 13 0 32 37 28 0 11 24 0 11 37 14 41 36 9 29 35 33 21 29 16 6 33 13 23 32 12 4 1 27 35 6 14 23 38 29 15 11 35 9 37 7 40 42 23 34 23 15 40 25 31"
5,3,-0.800,-0.411,-0.067,"[P0] 6 15 30 35 33 1 14 6 22 17 19 39 10 0 36 33 17 23 0 41 0 17 16 14 32 3 1 39 1 26 20 4 34 1 18 19 27 35 11 22 41 36 39 26 37 16 4 29 33 19 12 28 39 13 16 4 1 17 34 1 36 31 1 39 11 2 27 32 8 7 28 2 30 41 12 6 30 38 35 22 16 9 23 26 30 39 6 38 39 6 30 22 37 42 15 28 31 8 6 40; [P1] 35 31 1 34 24 21 10 34 18 20 18 21 39 41 8 14 11 24 18 7 16 21 36 39 11 29 18 28 8 26 42 21 2 40 8 18 42 8 22 16 16 40 10 4 38 38 25 34 26 30 30 38 3 0 13 18 39 30 3 31 0 10 9 9 39 32 18 10 28 17 21 39 29 18 42 1 35 39 33 37 39 37 17 24 36 35 29 36 22 9 37 39 35 20 30 10 0 0 7 36; [P2] 34 29 32 27 9 15 21 39 18 26 42 14 31 34 17 16 5 11 16 18 34 26 19 7 33 33 19 22 19 35 29 17 24 9 14 25 19 22 18 20 38 20 3 2 4 31 8 35 8 36 18 18 2 25 34 12 22 2 24 15 14 1 38 15 4 35 19 37 25 19 24 20 31 8 6 2 2 15 22 20 14 21 27 21 26 23 35 35 7 25 17 32 9 5 16 35 9 1 12 33; [P3] 33 17 18 6 5 8 8 26 37 40 13 41 1 17 21 15 30 38 15 28 9 1 16 39 21 19 17 6 35 4 31 2 15 5 23 31 25 21 2 13 6 26 36 0 22 15 5 30 2 30 15 36 4 1 0 19 11 28 8 11 36 34 41 31 18 26 24 38 6 28 38 12 2 25 35 27 33 23 23 25 18 22 3 30 26 29 16 20 25 24 16 12 31 37 20 17 39 34 10 22; [P4] 26 4 10 27 13 25 29 0 17 37 37 23 18 42 23 27 12 42 17 33 6 29 26 26 34 6 8 38 40 29 26 14 41 14 38 28 17 2 0 3 2 12 8 1 28 31 12 33 2 13 0 32 37 28 0 11 24 0 11 9 14 41 36 9 29 35 33 21 29 16 6 33 13 15 32 12 4 1 27 35 6 14 23 38 29 11 11 35 9 37 7 40 42 23 34 23 15 40 25 18"
6,3,-0.800,-0.412,-0.071,"[P0] 6 15 30 35 33 1 14 6 22 17 19 39 10 0 36 33 17 23 0 41 0 17 16 14 32 3 1 39 1 26 20 4 34 1 18 19 27 35 11 22 41 36 39 26 37 16 4 29 33 19 12 28 39 13 16 4 1 17 34 1 36 31 1 39 11 2 27 32 8 7 28 2 30 41 12 6 30 38 35 22 16 9 23 26 30 39 6 38 39 6 30 22 37 42 15 28 31 8 6 40; [P1] 35 31 1 34 24 21 10 34 18 20 18 21 39 41 8 14 11 24 18 7 16 21 36 39 11 29 18 28 8 26 42 21 2 40 8 18 42 8 22 16 16 40 10 4 38 38 25 34 26 30 30 38 3 0 13 18 39 30 3 31 0 10 9 9 39 32 18 10 28 17 21 39 29 18 42 1 35 39 33 37 39 37 17 24 36 35 29 36 22 9 37 39 35 20 30 10 0 0 7 36; [P2] 34 29 32 27 9 15 21 39 18 26 42 14 31 34 17 16 5 11 16 18 34 26 19 7 33 33 19 22 19 35 29 17 24 9 14 25 19 22 18 20 38 20 3 2 4 31 8 35 8 36 18 18 2 25 34 12 22 2 24 15 14 1 38 15 4 35 19 37 25 19 24 20 31 8 6 2 2 15 22 20 14 21 27 21 26 23 35 35 7 25 17 32 9 5 16 35 9 1 12 33; [P3] 33 17 18 6 5 8 8 26 37 40 13 41 1 17 21 15 30 38 15 28 9 1 16 39 21 19 17 6 35 4 31 2 15 5 23 31 25 21 2 13 6 26 36 0 22 15 5 30 2 30 15 36 4 1 0 19 11 28 8 11 36 34 41 31 18 26 24 38 6 28 38 12 2 25 35 27 33 23 23 25 18 22 3 30 26 29 16 20 25 24 16 12 31 37 20 17 39 34 10 22; [P4] 26 4 10 27 13 25 29 0 17 37 37 23 18 42 23 27 12 42 17 33 6 29 26 26 34 6 8 38 40 29 26 14 41 14 38 28 17 2 0 3 2 12 8 1 28 31 12 33 2 13 0 32 37 28 0 11 24 0 11 9 14 41 36 9 29 35 33 21 29 16 6 33 13 15 32 12 4 1 27 35 6 14 23 38 29 11 11 35 9 37 7 40 42 23 34 23 15 40 25 18"
7,4,-0.833,-0.419,-0.067,"[P0] 19 39 8 36 41 16 13 38 1 25 35 26 30 8 27 31 0 9 35 2 2 2 7 9 36 41 15 0 0 24 36 28 27 21 3 36 34 1 26 33 38 10 24 39 30 6 14 22 13 26 1 0 14 37 6 33 3 41 3 24 39 24 19 13 23 20 39 12 20 31 10 37 21 18 18 4 42 39 8 5 36 33 21 9 11 42 17 29 23 13 38 2 18 3 10 11 20 30 19 1; [P1] 31 16 39 42 39 10 30 8 1 30 27 29 39 12 1 29 41 12 16 17 32 3 25 9 4 23 29 1 27 20 13 13 23 21 30 18 34 26 28 13 23 31 7 36 28 4 5 29 28 18 18 3 42 41 29 17 2 29 27 12 33 28 16 13 13 36 21 1 6 15 12 31 2 30 21 7 7 39 11 30 13 28 26 24 12 25 21 4 39 14 15 41 1 1 13 16 0 30 11 6; [P2] 0 40 8 2 16 7 3 35 41 16 1 7 35 25 20 36 25 27 14 35 38 40 21 20 13 7 33 41 10 32 13 14 17 27 31 39 33 2 30 35 19 41 24 8 15 9 32 30 33 21 19 34 11 31 25 37 19 8 22 34 33 5 31 16 11 7 6 6 37 19 34 12 35 39 28 42 28 21 14 41 18 2 17 30 40 7 26 10 2 33 26 36 31 22 18 18 38 38 20 1; [P3] 7 19 0 30 16 34 38 1 29 35 12 1 31 15 41 38 2 37 35 41 0 25 2 29 28 34 29 41 23 15 14 13 12 19 8 33 0 1 13 16 6 39 33 42 23 21 28 29 30 8 0 31 16 27 7 25 37 39 3 18 29 42 16 14 32 20 34 25 39 7 17 4 6 39 9 33 22 1 6 33 26 42 13 16 10 17 37 21 30 37 39 36 37 21 37 36 23 10 13 1; [P4] 3 22 1 13 13 3 22 37 1 23 29 35 10 29 2 39 37 31 41 10 31 14 26 15 29 35 19 19 18 42 5 36 38 31 6 12 34 36 32 5 2 38 12 31 23 36 32 24 10 40 40 27 2 21 37 17 7 14 36 34 36 37 39 32 6 21 35 34 39 20 2 3 34 23 19 33 37 41 31 1 34 7 30 31 15 1 40 34 19 15 20 35 3 23 14 6 20 0 6 42"
8,4,-0.833,-0.417,-0.063,"[P0] 19 39 8 36 41 16 13 38 1 25 35 26 30 8 27 31 0 9 35 2 2 2 7 9 36 41 15 0 0 24 36 28 27 21 3 36 34 1 26 33 38 10 24 39 30 6 14 22 13 26 1 0 14 37 6 33 3 41 3 24 39 24 19 13 23 20 39 12 20 31 10 37 21 18 18 4 42 39 8 5 36 33 21 9 11 42 17 29 23 13 38 2 18 3 10 11 20 30 19 1; [P1] 31 16 39 42 39 10 30 8 1 30 27 29 39 12 1 29 41 12 16 17 32 3 25 9 4 23 29 1 27 20 13 13 23 21 30 18 34 26 28 13 23 31 7 36 28 4 5 29 28 18 18 3 42 41 29 17 2 29 27 12 33 28 16 13 13 36 21 1 6 15 12 31 2 30 21 7 7 39 11 30 13 28 26 24 12 25 21 4 39 14 15 41 1 1 13 16 0 30 11 6; [P2] 0 40 8 2 16 7 3 35 41 16 1 7 35 25 20 36 25 27 14 35 38 40 21 20 13 7 33 41 10 32 13 14 17 27 31 39 33 2 30 35 19 41 24 8 15 9 32 30 33 21 19 34 11 31 25 37 19 8 22 34 33 5 31 16 11 7 6 6 37 19 34 12 35 39 28 42 28 21 14 41 18 2 17 30 40 7 26 10 2 33 26 36 31 22 18 18 38 38 20 1; [P3] 7 19 0 30 16 34 38 1 29 35 12 1 31 15 41 38 2 37 35 41 0 25 2 29 28 34 29 41 23 15 14 13 12 19 8 33 0 1 13 16 6 39 33 42 23 21 28 29 30 8 0 31 16 27 7 25 37 39 3 18 29 42 16 14 32 20 34 25 39 7 17 4 6 39 9 33 22 1 6 33 26 42 13 16 10 17 37 21 30 37 39 36 37 21 37 36 23 10 13 1; [P4] 3 22 1 13 13 3 22 37 1 23 29 35 10 29 2 39 37 31 41 10 31 14 26 15 29 35 19 19 18 42 5 36 38 31 6 12 34 36 32 5 2 38 12 31 23 36 32 24 10 40 40 27 2 21 37 17 7 14 36 34 36 37 39 32 6 21 35 34 39 20 2 3 34 23 19 33 37 41 31 1 34 7 30 31 15 1 40 34 19 15 20 35 3 23 14 6 20 0 6 42"
9,4,-0.833,-0.423,-0.067,"[P0] 19 39 8 36 41 16 13 38 1 25 35 26 30 8 27 31 0 9 35 2 2 2 7 9 36 41 15 0 0 24 36 28 27 21 3 36 34 1 26 33 38 10 24 39 30 6 14 22 13 26 1 0 14 37 6 33 3 41 3 24 39 24 19 13 23 20 39 12 20 31 10 37 21 18 18 4 42 39 8 5 36 33 21 9 11 42 17 29 23 13 38 2 18 3 10 11 20 30 19 1; [P1] 31 16 39 42 39 10 30 8 1 30 27 29 39 12 1 29 41 12 16 17 32 3 25 9 4 23 29 1 27 20 13 13 23 21 30 18 34 26 28 13 23 31 7 36 28 4 5 29 28 18 18 3 42 41 29 17 2 29 27 12 33 28 16 13 13 36 21 1 6 15 12 31 2 30 21 7 7 39 11 30 13 28 26 24 12 25 21 4 39 14 15 41 1 1 13 16 0 30 11 6; [P2] 0 40 8 2 16 7 3 35 41 16 1 7 35 25 20 36 25 27 14 35 38 40 21 20 13 7 33 41 10 32 13 14 17 27 31 39 33 2 30 35 19 41 24 8 15 9 32 30 33 21 19 34 11 31 25 37 19 8 22 34 33 5 31 16 11 7 6 6 37 19 34 12 35 39 28 42 28 21 14 41 18 2 17 30 40 7 26 10 2 33 26 36 31 22 18 18 38 38 20 1; [P3] 7 19 0 30 16 34 38 1 29 35 12 1 31 15 41 38 2 37 35 41 0 25 2 29 28 34 29 41 23 15 14 13 12 19 8 33 0 1 13 16 6 39 33 42 23 21 28 29 30 8 0 31 16 27 7 25 37 39 3 18 29 42 16 14 32 20 34 25 39 7 17 4 6 39 9 33 22 1 6 33 26 42 13 16 10 17 37 21 30 37 39 36 37 21 37 36 23 10 13 1; [P4] 3 22 1 13 13 3 22 37 1 23 29 35 10 29 2 39 37 31 41 10 31 14 26 15 29 35 19 19 18 42 5 36 38 31 6 12 34 36 32 5 2 38 12 31 23 36 32 24 10 40 40 27 2 21 37 17 7 14 36 34 36 37 39 32 6 21 35 34 39 20 2 3 34 23 19 33 37 41 31 1 34 7 30 31 15 1 40 34 19 15 20 35 3 23 14 6 20 0 6 42"
