inst,n_seeds,fitness_mean,fitness_std,winrate_mean,winrate_std
BALANCED,30,-0.8181966666666667,0.023586487705863513,0.9777166666666667,0.028622779490243888
EXPONENTIAL,30,-0.8021066666666666,0.03723537373884226,0.9804666666666667,0.034650484728990766
PIECEWISE,30,-0.75104,0.01981713991681845,0.9973166666666666,0.010247357382922359
