fitness
-0.6528
-0.7018
-0.7029
-0.7007
-0.7147
-0.7023
-0.7316
-0.7024
-0.6565
-0.7042
-0.7011
-0.7172
-0.7016
-0.7167
-0.662
-0.705
-0.7193
-0.7426
-0.7015
-0.7069
-0.703
-0.7038
-0.6648
-0.6138
-0.6644
-0.6905
-0.73
-0.7342
-0.7113
-0.7007
