gen,changes,best_fitness,best_winrate,best_similarity,avg_fitness,worst_fitness,best_genome
0,1,-0.5902,0.7778,0.9378,-0.2129,0.1281,"[P0] 33 2 10 5 4 40 24 20 30 28 28 18 2 1 30 13 4 6 36 39 6 41 35 34 11 38 17 15 3 25 37 3 15 31 3 24 31 2 24 38 38 10 25 11 34 15 33 23 19 14 1 19 2 38 8 9 1 27 4 7 4 40 32 6 7 11 9 2 5 26 20 26 31 28 41 32 29 40 25 6 40 17 1 11 22 37 2 16 39 20 12 32 36 6 0 35 31 33 14 33; [P1] 11 10 23 42 1 3 0 37 30 23 33 8 20 35 13 2 14 33 9 1 2 22 4 23 11 31 33 19 24 32 15 16 3 2 15 18 9 41 24 9 20 2 8 33 29 14 35 3 32 39 23 28 39 24 6 25 1 3 11 15 23 16 10 19 27 11 38 41 30 26 32 33 0 12 27 31 21 36 23 32 1 3 7 17 2 0 11 21 35 35 4 5 18 2 14 7 22 4 38 25; [P2] 0 32 32 11 9 4 8 35 1 41 33 3 9 36 30 0 22 13 35 6 18 19 24 42 33 30 37 28 3 8 42 17 14 15 41 24 37 4 6 29 32 28 38 17 21 19 6 23 14 39 30 3 5 34 9 11 21 11 33 10 11 28 1 10 7 15 1 19 10 2 17 23 14 29 9 26 38 4 25 39 8 31 8 24 3 12 1 15 34 22 6 22 7 20 9 35 21 28 20 21; [P3] 6 31 6 0 39 41 23 28 32 25 18 34 35 6 32 12 30 11 0 0 35 12 12 13 7 26 38 40 28 39 42 27 12 34 34 7 42 37 42 6 36 15 1 27 10 32 17 15 16 39 36 1 29 3 16 36 7 28 4 1 10 14 36 5 23 20 1 0 10 39 12 26 32 19 28 1 21 42 21 34 9 31 38 18 17 37 6 8 7 17 8 14 8 34 10 18 36 33 16 6; [P4] 4 33 14 33 42 7 5 21 37 32 30 29 16 0 30 28 24 21 13 1 35 31 26 11 34 26 3 24 38 12 33 4 38 22 30 28 35 32 15 2 42 15 1 36 2 0 15 18 1 2 21 20 7 16 8 21 10 22 25 23 8 22 25 9 15 38 36 34 4 1 26 12 21 6 39 7 23 41 26 35 33 2 1 38 13 40 37 17 31 8 31 23 17 38 40 34 30 5 15 10"
1,2,-0.6214,0.8095,0.9405,-0.2231,0.1243,"[P0] 15 35 31 18 7 4 13 8 29 23 30 34 19 35 34 33 21 37 6 16 14 25 31 16 14 37 3 7 31 16 18 16 1 16 17 26 9 37 30 4 32 2 21 29 31 9 30 7 12 6 2 6 9 6 11 8 24 8 24 11 20 28 39 11 0 2 12 4 28 30 7 36 14 11 27 26 10 16 12 33 35 25 23 38 0 41 8 21 42 2 40 21 31 34 8 1 0 17 9 31; [P1] 38 40 41 16 27 9 27 25 36 0 22 11 24 17 35 31 25 38 1 11 0 15 3 25 27 0 14 41 33 32 28 34 29 12 21 3 38 14 18 23 7 34 32 23 42 36 9 14 23 6 12 5 15 40 28 42 22 28 40 27 36 20 18 4 35 12 9 26 39 15 6 31 35 27 18 23 15 4 39 35 9 22 29 11 19 40 14 0 41 37 12 20 30 36 19 16 14 24 12 25; [P2] 24 26 20 16 28 15 29 18 11 10 6 39 42 41 0 27 18 21 1 4 10 27 2 5 39 17 7 38 37 25 27 26 32 39 1 1 41 37 40 12 37 4 7 1 13 9 26 4 41 28 28 39 15 8 22 0 1 42 41 4 42 18 6 39 37 18 37 14 9 4 22 17 17 41 5 34 40 28 21 41 23 7 17 21 1 27 11 39 38 14 20 15 9 24 41 14 6 2 16 24; [P3] 19 20 15 7 11 19 40 26 1 32 25 21 23 8 25 27 39 3 28 8 19 20 32 32 3 24 16 12 26 31 6 34 36 8 3 37 14 38 42 16 25 34 35 27 21 33 39 2 21 8 38 24 24 34 35 25 14 41 25 22 26 31 7 0 4 35 16 18 2 31 39 26 12 26 19 2 13 6 26 40 19 9 39 26 39 36 3 32 0 16 18 7 6 11 7 21 13 2 39 16; [P4] 2 14 23 25 25 10 18 20 20 9 36 17 5 12 32 19 42 18 17 7 36 13 16 28 7 42 35 10 15 2 29 1 37 16 20 4 23 18 21 14 21 4 22 36 7 6 35 34 42 24 13 3 14 39 18 42 12 10 29 39 10 34 16 1 32 38 19 13 32 28 30 41 18 26 35 40 33 14 20 42 35 9 12 42 42 7 26 4 39 1 23 27 8 28 30 29 11 42 1 10"
2,2,-0.6214,0.8095,0.9405,-0.2244,0.1107,"[P0] 15 35 31 18 7 4 13 8 29 23 30 34 19 35 34 33 21 37 6 16 14 25 31 16 14 37 3 7 31 16 18 16 1 16 17 26 9 37 30 4 32 2 21 29 31 9 30 7 12 6 2 6 9 6 11 8 24 8 24 11 20 28 39 11 0 2 12 4 28 30 7 36 14 11 27 26 10 16 12 33 35 25 23 38 0 41 8 21 42 2 40 21 31 34 8 1 0 17 9 31; [P1] 38 40 41 16 27 9 27 25 36 0 22 11 24 17 35 31 25 38 1 11 0 15 3 25 27 0 14 41 33 32 28 34 29 12 21 3 38 14 18 23 7 34 32 23 42 36 9 14 23 6 12 5 15 40 28 42 22 28 40 27 36 20 18 4 35 12 9 26 39 15 6 31 35 27 18 23 15 4 39 35 9 22 29 11 19 40 14 0 41 37 12 20 30 36 19 16 14 24 12 25; [P2] 24 26 20 16 28 15 29 18 11 10 6 39 42 41 0 27 18 21 1 4 10 27 2 5 39 17 7 38 37 25 27 26 32 39 1 1 41 37 40 12 37 4 7 1 13 9 26 4 41 28 28 39 15 8 22 0 1 42 41 4 42 18 6 39 37 18 37 14 9 4 22 17 17 41 5 34 40 28 21 41 23 7 17 21 1 27 11 39 38 14 20 15 9 24 41 14 6 2 16 24; [P3] 19 20 15 7 11 19 40 26 1 32 25 21 23 8 25 27 39 3 28 8 19 20 32 32 3 24 16 12 26 31 6 34 36 8 3 37 14 38 42 16 25 34 35 27 21 33 39 2 21 8 38 24 24 34 35 25 14 41 25 22 26 31 7 0 4 35 16 18 2 31 39 26 12 26 19 2 13 6 26 40 19 9 39 26 39 36 3 32 0 16 18 7 6 11 7 21 13 2 39 16; [P4] 2 14 23 25 25 10 18 20 20 9 36 17 5 12 32 19 42 18 17 7 36 13 16 28 7 42 35 10 15 2 29 1 37 16 20 4 23 18 21 14 21 4 22 36 7 6 35 34 42 24 13 3 14 39 18 42 12 10 29 39 10 34 16 1 32 38 19 13 32 28 30 41 18 26 35 40 33 14 20 42 35 9 12 42 42 7 26 4 39 1 23 27 8 28 30 29 11 42 1 10"
3,2,-0.6214,0.8095,0.9405,-0.2250,0.1150,"[P0] 15 35 31 18 7 4 13 8 29 23 30 34 19 35 34 33 21 37 6 16 14 25 31 16 14 37 3 7 31 16 18 16 1 16 17 26 9 37 30 4 32 2 21 29 31 9 30 7 12 6 2 6 9 6 11 8 24 8 24 11 20 28 39 11 0 2 12 4 28 30 7 36 14 11 27 26 10 16 12 33 35 25 23 38 0 41 8 21 42 2 40 21 31 34 8 1 0 17 9 31; [P1] 38 40 41 16 27 9 27 25 36 0 22 11 24 17 35 31 25 38 1 11 0 15 3 25 27 0 14 41 33 32 28 34 29 12 21 3 38 14 18 23 7 34 32 23 42 36 9 14 23 6 12 5 15 40 28 42 22 28 40 27 36 20 18 4 35 12 9 26 39 15 6 31 35 27 18 23 15 4 39 35 9 22 29 11 19 40 14 0 41 37 12 20 30 36 19 16 14 24 12 25; [P2] 24 26 20 16 28 15 29 18 11 10 6 39 42 41 0 27 18 21 1 4 10 27 2 5 39 17 7 38 37 25 27 26 32 39 1 1 41 37 40 12 37 4 7 1 13 9 26 4 41 28 28 39 15 8 22 0 1 42 41 4 42 18 6 39 37 18 37 14 9 4 22 17 17 41 5 34 40 28 21 41 23 7 17 21 1 27 11 39 38 14 20 15 9 24 41 14 6 2 16 24; [P3] 19 20 15 7 11 19 40 26 1 32 25 21 23 8 25 27 39 3 28 8 19 20 32 32 3 24 16 12 26 31 6 34 36 8 3 37 14 38 42 16 25 34 35 27 21 33 39 2 21 8 38 24 24 34 35 25 14 41 25 22 26 31 7 0 4 35 16 18 2 31 39 26 12 26 19 2 13 6 26 40 19 9 39 26 39 36 3 32 0 16 18 7 6 11 7 21 13 2 39 16; [P4] 2 14 23 25 25 10 18 20 20 9 36 17 5 12 32 19 42 18 17 7 36 13 16 28 7 42 35 10 15 2 29 1 37 16 20 4 23 18 21 14 21 4 22 36 7 6 35 34 42 24 13 3 14 39 18 42 12 10 29 39 10 34 16 1 32 38 19 13 32 28 30 41 18 26 35 40 33 14 20 42 35 9 12 42 42 7 26 4 39 1 23 27 8 28 30 29 11 42 1 10"
4,2,-0.6214,0.8095,0.9405,-0.2304,0.1198,"[P0] 15 35 31 18 7 4 13 8 29 23 30 34 19 35 34 33 21 37 6 16 14 25 31 16 14 37 3 7 31 16 18 16 1 16 17 26 9 37 30 4 32 2 21 29 31 9 30 7 12 6 2 6 9 6 11 8 24 8 24 11 20 28 39 11 0 2 12 4 28 30 7 36 14 11 27 26 10 16 12 33 35 25 23 38 0 41 8 21 42 2 40 21 31 34 8 1 0 17 9 31; [P1] 38 40 41 16 27 9 27 25 36 0 22 11 24 17 35 31 25 38 1 11 0 15 3 25 27 0 14 41 33 32 28 34 29 12 21 3 38 14 18 23 7 34 32 23 42 36 9 14 23 6 12 5 15 40 28 42 22 28 40 27 36 20 18 4 35 12 9 26 39 15 6 31 35 27 18 23 15 4 39 35 9 22 29 11 19 40 14 0 41 37 12 20 30 36 19 16 14 24 12 25; [P2] 24 26 20 16 28 15 29 18 11 10 6 39 42 41 0 27 18 21 1 4 10 27 2 5 39 17 7 38 37 25 27 26 32 39 1 1 41 37 40 12 37 4 7 1 13 9 26 4 41 28 28 39 15 8 22 0 1 42 41 4 42 18 6 39 37 18 37 14 9 4 22 17 17 41 5 34 40 28 21 41 23 7 17 21 1 27 11 39 38 14 20 15 9 24 41 14 6 2 16 24; [P3] 19 20 15 7 11 19 40 26 1 32 25 21 23 8 25 27 39 3 28 8 19 20 32 32 3 24 16 12 26 31 6 34 36 8 3 37 14 38 42 16 25 34 35 27 21 33 39 2 21 8 38 24 24 34 35 25 14 41 25 22 26 31 7 0 4 35 16 18 2 31 39 26 12 26 19 2 13 6 26 40 19 9 39 26 39 36 3 32 0 16 18 7 6 11 7 21 13 2 39 16; [P4] 2 14 23 25 25 10 18 20 20 9 36 17 5 12 32 19 42 18 17 7 36 13 16 28 7 42 35 10 15 2 29 1 37 16 20 4 23 18 21 14 21 4 22 36 7 6 35 34 42 24 13 3 14 39 18 42 12 10 29 39 10 34 16 1 32 38 19 13 32 28 30 41 18 26 35 40 33 14 20 42 35 9 12 42 42 7 26 4 39 1 23 27 8 28 30 29 11 42 1 10"
5,2,-0.6214,0.8095,0.9405,-0.2305,0.1194,"[P0] 15 35 31 18 7 4 13 8 29 23 30 34 19 35 34 33 21 37 6 16 14 25 31 16 14 37 3 7 31 16 18 16 1 16 17 26 9 37 30 4 32 2 21 29 31 9 30 7 12 6 2 6 9 6 11 8 24 8 24 11 20 28 39 11 0 2 12 4 28 30 7 36 14 11 27 26 10 16 12 33 35 25 23 38 0 41 8 21 42 2 40 21 31 34 8 1 0 17 9 31; [P1] 38 40 41 16 27 9 27 25 36 0 22 11 24 17 35 31 25 38 1 11 0 15 3 25 27 0 14 41 33 32 28 34 29 12 21 3 38 14 18 23 7 34 32 23 42 36 9 14 23 6 12 5 15 40 28 42 22 28 40 27 36 20 18 4 35 12 9 26 39 15 6 31 35 27 18 23 15 4 39 35 9 22 29 11 19 40 14 0 41 37 12 20 30 36 19 16 14 24 12 25; [P2] 24 26 20 16 28 15 29 18 11 10 6 39 42 41 0 27 18 21 1 4 10 27 2 5 39 17 7 38 37 25 27 26 32 39 1 1 41 37 40 12 37 4 7 1 13 9 26 4 41 28 28 39 15 8 22 0 1 42 41 4 42 18 6 39 37 18 37 14 9 4 22 17 17 41 5 34 40 28 21 41 23 7 17 21 1 27 11 39 38 14 20 15 9 24 41 14 6 2 16 24; [P3] 19 20 15 7 11 19 40 26 1 32 25 21 23 8 25 27 39 3 28 8 19 20 32 32 3 24 16 12 26 31 6 34 36 8 3 37 14 38 42 16 25 34 35 27 21 33 39 2 21 8 38 24 24 34 35 25 14 41 25 22 26 31 7 0 4 35 16 18 2 31 39 26 12 26 19 2 13 6 26 40 19 9 39 26 39 36 3 32 0 16 18 7 6 11 7 21 13 2 39 16; [P4] 2 14 23 25 25 10 18 20 20 9 36 17 5 12 32 19 42 18 17 7 36 13 16 28 7 42 35 10 15 2 29 1 37 16 20 4 23 18 21 14 21 4 22 36 7 6 35 34 42 24 13 3 14 39 18 42 12 10 29 39 10 34 16 1 32 38 19 13 32 28 30 41 18 26 35 40 33 14 20 42 35 9 12 42 42 7 26 4 39 1 23 27 8 28 30 29 11 42 1 10"
6,3,-0.6237,0.8125,0.9440,-0.2277,0.1223,"[P0] 15 1 15 18 7 31 13 32 29 26 30 20 39 34 34 33 21 18 6 41 16 13 31 21 15 22 7 0 31 26 18 16 1 38 4 19 16 37 30 4 32 12 21 29 6 27 30 7 5 6 2 8 18 6 11 34 24 8 9 11 33 8 39 23 10 30 34 33 28 30 7 36 14 40 27 12 5 16 1 33 35 25 1 38 0 41 22 21 42 2 15 21 31 34 8 3 0 17 9 31; [P1] 23 10 6 17 32 11 2 2 17 25 30 28 38 25 32 31 24 27 19 25 41 28 40 1 29 0 6 25 10 0 33 40 22 0 27 10 17 1 36 15 2 3 22 25 28 1 15 41 23 31 39 42 35 30 30 9 30 4 42 3 19 18 18 8 36 40 22 39 4 11 5 31 36 17 5 14 6 29 42 27 41 15 8 26 38 3 10 23 13 27 19 34 28 41 3 42 40 14 39 34; [P2] 24 26 34 16 28 15 7 18 29 10 6 39 42 41 34 27 21 19 1 4 14 13 2 5 39 30 7 38 37 25 27 26 7 39 7 2 41 37 32 12 37 4 27 1 13 9 23 4 41 28 28 6 15 8 18 0 1 42 41 4 42 39 29 39 37 23 37 7 9 4 39 17 15 23 12 15 25 1 28 41 23 36 17 0 1 27 11 39 38 14 7 15 13 29 41 14 6 4 27 12; [P3] 11 13 2 11 36 11 15 23 39 22 20 22 21 3 25 24 16 21 38 20 39 20 1 13 26 24 34 16 24 34 14 16 26 12 24 30 6 30 38 30 10 6 14 31 21 33 19 26 10 12 23 4 10 1 6 41 12 7 37 6 8 26 41 24 27 26 34 34 25 25 4 25 20 36 24 23 0 39 9 39 10 1 2 13 31 26 21 31 37 25 6 6 41 32 22 17 22 39 32 1; [P4] 42 13 40 16 2 9 7 11 34 32 39 1 11 41 11 39 1 3 32 12 9 18 37 26 9 5 7 9 21 36 2 13 3 34 6 31 31 24 26 2 28 21 26 32 22 41 0 3 8 21 22 23 6 36 22 28 19 29 18 14 23 34 39 0 24 13 6 9 8 0 4 40 8 39 24 17 5 25 29 23 28 32 35 10 13 2 31 24 4 0 39 41 28 33 40 17 39 14 39 2"
7,3,-0.6237,0.8125,0.9440,-0.2293,0.1241,"[P0] 15 1 15 18 7 31 13 32 29 26 30 20 39 34 34 33 21 18 6 41 16 13 31 21 15 22 7 0 31 26 18 16 1 38 4 19 16 37 30 4 32 12 21 29 6 27 30 7 5 6 2 8 18 6 11 34 24 8 9 11 33 8 39 23 10 30 34 33 28 30 7 36 14 40 27 12 5 16 1 33 35 25 1 38 0 41 22 21 42 2 15 21 31 34 8 3 0 17 9 31; [P1] 23 10 6 17 32 11 2 2 17 25 30 28 38 25 32 31 24 27 19 25 41 28 40 1 29 0 6 25 10 0 33 40 22 0 27 10 17 1 36 15 2 3 22 25 28 1 15 41 23 31 39 42 35 30 30 9 30 4 42 3 19 18 18 8 36 40 22 39 4 11 5 31 36 17 5 14 6 29 42 27 41 15 8 26 38 3 10 23 13 27 19 34 28 41 3 42 40 14 39 34; [P2] 24 26 34 16 28 15 7 18 29 10 6 39 42 41 34 27 21 19 1 4 14 13 2 5 39 30 7 38 37 25 27 26 7 39 7 2 41 37 32 12 37 4 27 1 13 9 23 4 41 28 28 6 15 8 18 0 1 42 41 4 42 39 29 39 37 23 37 7 9 4 39 17 15 23 12 15 25 1 28 41 23 36 17 0 1 27 11 39 38 14 7 15 13 29 41 14 6 4 27 12; [P3] 11 13 2 11 36 11 15 23 39 22 20 22 21 3 25 24 16 21 38 20 39 20 1 13 26 24 34 16 24 34 14 16 26 12 24 30 6 30 38 30 10 6 14 31 21 33 19 26 10 12 23 4 10 1 6 41 12 7 37 6 8 26 41 24 27 26 34 34 25 25 4 25 20 36 24 23 0 39 9 39 10 1 2 13 31 26 21 31 37 25 6 6 41 32 22 17 22 39 32 1; [P4] 42 13 40 16 2 9 7 11 34 32 39 1 11 41 11 39 1 3 32 12 9 18 37 26 9 5 7 9 21 36 2 13 3 34 6 31 31 24 26 2 28 21 26 32 22 41 0 3 8 21 22 23 6 36 22 28 19 29 18 14 23 34 39 0 24 13 6 9 8 0 4 40 8 39 24 17 5 25 29 23 28 32 35 10 13 2 31 24 4 0 39 41 28 33 40 17 39 14 39 2"
8,3,-0.6237,0.8125,0.9440,-0.2270,0.1215,"[P0] 15 1 15 18 7 31 13 32 29 26 30 20 39 34 34 33 21 18 6 41 16 13 31 21 15 22 7 0 31 26 18 16 1 38 4 19 16 37 30 4 32 12 21 29 6 27 30 7 5 6 2 8 18 6 11 34 24 8 9 11 33 8 39 23 10 30 34 33 28 30 7 36 14 40 27 12 5 16 1 33 35 25 1 38 0 41 22 21 42 2 15 21 31 34 8 3 0 17 9 31; [P1] 23 10 6 17 32 11 2 2 17 25 30 28 38 25 32 31 24 27 19 25 41 28 40 1 29 0 6 25 10 0 33 40 22 0 27 10 17 1 36 15 2 3 22 25 28 1 15 41 23 31 39 42 35 30 30 9 30 4 42 3 19 18 18 8 36 40 22 39 4 11 5 31 36 17 5 14 6 29 42 27 41 15 8 26 38 3 10 23 13 27 19 34 28 41 3 42 40 14 39 34; [P2] 24 26 34 16 28 15 7 18 29 10 6 39 42 41 34 27 21 19 1 4 14 13 2 5 39 30 7 38 37 25 27 26 7 39 7 2 41 37 32 12 37 4 27 1 13 9 23 4 41 28 28 6 15 8 18 0 1 42 41 4 42 39 29 39 37 23 37 7 9 4 39 17 15 23 12 15 25 1 28 41 23 36 17 0 1 27 11 39 38 14 7 15 13 29 41 14 6 4 27 12; [P3] 11 13 2 11 36 11 15 23 39 22 20 22 21 3 25 24 16 21 38 20 39 20 1 13 26 24 34 16 24 34 14 16 26 12 24 30 6 30 38 30 10 6 14 31 21 33 19 26 10 12 23 4 10 1 6 41 12 7 37 6 8 26 41 24 27 26 34 34 25 25 4 25 20 36 24 23 0 39 9 39 10 1 2 13 31 26 21 31 37 25 6 6 41 32 22 17 22 39 32 1; [P4] 42 13 40 16 2 9 7 11 34 32 39 1 11 41 11 39 1 3 32 12 9 18 37 26 9 5 7 9 21 36 2 13 3 34 6 31 31 24 26 2 28 21 26 32 22 41 0 3 8 21 22 23 6 36 22 28 19 29 18 14 23 34 39 0 24 13 6 9 8 0 4 40 8 39 24 17 5 25 29 23 28 32 35 10 13 2 31 24 4 0 39 41 28 33 40 17 39 14 39 2"
9,3,-0.6237,0.8125,0.9440,-0.2371,0.1209,"[P0] 15 1 15 18 7 31 13 32 29 26 30 20 39 34 34 33 21 18 6 41 16 13 31 21 15 22 7 0 31 26 18 16 1 38 4 19 16 37 30 4 32 12 21 29 6 27 30 7 5 6 2 8 18 6 11 34 24 8 9 11 33 8 39 23 10 30 34 33 28 30 7 36 14 40 27 12 5 16 1 33 35 25 1 38 0 41 22 21 42 2 15 21 31 34 8 3 0 17 9 31; [P1] 23 10 6 17 32 11 2 2 17 25 30 28 38 25 32 31 24 27 19 25 41 28 40 1 29 0 6 25 10 0 33 40 22 0 27 10 17 1 36 15 2 3 22 25 28 1 15 41 23 31 39 42 35 30 30 9 30 4 42 3 19 18 18 8 36 40 22 39 4 11 5 31 36 17 5 14 6 29 42 27 41 15 8 26 38 3 10 23 13 27 19 34 28 41 3 42 40 14 39 34; [P2] 24 26 34 16 28 15 7 18 29 10 6 39 42 41 34 27 21 19 1 4 14 13 2 5 39 30 7 38 37 25 27 26 7 39 7 2 41 37 32 12 37 4 27 1 13 9 23 4 41 28 28 6 15 8 18 0 1 42 41 4 42 39 29 39 37 23 37 7 9 4 39 17 15 23 12 15 25 1 28 41 23 36 17 0 1 27 11 39 38 14 7 15 13 29 41 14 6 4 27 12; [P3] 11 13 2 11 36 11 15 23 39 22 20 22 21 3 25 24 16 21 38 20 39 20 1 13 26 24 34 16 24 34 14 16 26 12 24 30 6 30 38 30 10 6 14 31 21 33 19 26 10 12 23 4 10 1 6 41 12 7 37 6 8 26 41 24 27 26 34 34 25 25 4 25 20 36 24 23 0 39 9 39 10 1 2 13 31 26 21 31 37 25 6 6 41 32 22 17 22 39 32 1; [P4] 42 13 40 16 2 9 7 11 34 32 39 1 11 41 11 39 1 3 32 12 9 18 37 26 9 5 7 9 21 36 2 13 3 34 6 31 31 24 26 2 28 21 26 32 22 41 0 3 8 21 22 23 6 36 22 28 19 29 18 14 23 34 39 0 24 13 6 9 8 0 4 40 8 39 24 17 5 25 29 23 28 32 35 10 13 2 31 24 4 0 39 41 28 33 40 17 39 14 39 2"
