gen,changes,best,avg,worst,best_genome
0,1,-0.765,-0.397,-0.059,"[P0] 22 21 41 7 14 10 12 14 24 23 29 12 1 28 26 2 11 39 37 39 33 29 28 38 24 14 16 2 33 10 0 8 23 13 39 35 10 1 9 34 33 38 24 21 18 23 14 22 10 8 3 5 28 37 36 9 20 22 12 7 7 9 11 35 0 8 37 2 12 31 26 32 39 1 40 9 41 18 12 18 29 28 3 40 37 34 11 8 26 28 14 33 19 7 17 6 35 28 12 4; [P1] 27 17 35 0 40 8 24 4 22 35 13 16 8 19 30 7 37 6 2 14 35 15 31 41 24 5 30 39 28 13 6 9 19 28 3 3 31 42 25 27 16 1 14 8 0 38 36 39 14 25 22 11 32 27 8 20 10 12 7 38 6 16 29 18 14 27 33 3 5 13 0 0 16 7 9 6 40 2 42 32 2 18 9 10 37 34 39 0 2 22 36 11 1 21 21 6 13 20 11 31; [P2] 41 12 40 1 7 31 40 11 23 38 23 7 9 34 19 13 20 39 1 8 13 15 16 15 22 40 34 36 42 6 29 1 15 31 22 17 10 5 12 10 30 26 8 18 10 31 36 0 6 33 23 7 3 13 22 0 39 42 42 6 2 31 38 20 13 15 29 1 16 11 7 39 0 21 8 23 16 31 18 2 42 37 32 27 3 23 5 28 6 11 25 15 42 27 23 42 38 1 36 23; [P3] 31 0 19 23 4 30 22 28 25 2 4 29 29 37 3 21 20 37 38 35 41 5 10 9 11 38 1 39 20 27 15 8 34 31 17 28 40 41 18 25 18 19 25 14 28 25 18 37 29 37 9 36 1 24 15 27 24 4 26 42 8 30 19 41 39 32 2 7 39 20 38 21 11 18 14 22 13 41 25 0 4 35 23 22 21 22 0 29 31 20 5 36 39 13 12 22 10 4 1 36; [P4] 6 37 26 15 23 21 39 6 27 19 34 36 28 6 27 22 0 2 4 22 30 15 8 0 9 16 9 15 18 1 0 2 32 15 7 2 37 15 19 24 0 39 11 8 20 21 12 40 24 2 22 37 6 22 17 32 25 8 38 11 40 20 27 5 38 4 33 32 29 41 13 10 39 6 34 3 41 11 6 9 13 35 34 31 15 22 14 25 32 30 29 6 18 6 34 15 11 34 40 16"
1,2,-0.789,-0.411,-0.067,"[P0] 32 10 37 27 20 15 40 8 16 15 33 22 29 25 35 3 2 12 35 10 37 2 5 22 29 16 13 32 5 22 3 21 11 27 4 21 10 12 33 42 28 38 13 40 33 22 0 37 37 32 35 9 35 31 18 1 1 33 33 1 12 0 21 2 36 42 40 15 15 26 35 21 2 31 6 21 34 20 21 40 31 33 28 18 41 20 32 25 9 30 28 9 21 28 30 10 40 21 33 42; [P1] 6 1 37 3 38 14 40 1 7 3 14 4 35 41 39 16 0 5 27 7 24 22 23 36 34 19 34 20 0 6 1 3 0 35 18 10 34 30 21 37 3 26 15 30 18 20 42 10 22 7 4 29 17 28 3 11 40 33 19 3 18 16 14 42 24 21 22 28 5 3 19 39 31 39 35 34 22 27 33 5 6 0 26 18 0 31 6 24 16 41 38 6 13 39 2 11 13 18 21 2; [P2] 36 30 0 22 7 31 24 36 27 36 12 42 29 12 32 15 28 5 41 7 21 18 10 41 6 33 17 28 17 12 16 0 1 14 10 1 17 11 33 10 13 7 1 29 38 11 7 32 0 36 26 4 15 18 21 3 41 35 36 27 36 17 8 32 2 38 5 4 26 29 8 9 39 5 19 5 27 28 5 32 21 31 7 38 11 23 36 11 26 23 2 19 34 6 28 40 37 2 18 3; [P3] 16 18 12 7 1 14 10 23 36 35 28 36 27 1 30 31 18 15 29 0 32 2 9 1 10 1 36 32 2 19 23 6 33 39 23 1 28 24 8 8 28 3 35 16 24 24 9 35 21 19 36 21 32 40 32 22 41 5 0 24 2 40 18 25 8 35 42 17 13 4 40 24 11 29 25 0 34 42 39 38 36 35 13 16 18 10 17 12 13 42 29 4 42 28 30 26 10 4 40 42; [P4] 20 35 0 33 41 15 16 0 33 28 12 24 10 6 8 25 9 33 0 7 38 40 22 0 30 33 26 41 1 17 0 24 24 34 13 5 20 41 35 42 34 32 16 26 37 24 24 38 20 5 39 32 29 9 10 33 27 12 1 34 31 0 40 8 42 13 33 1 41 8 12 6 31 38 27 0 28 38 41 32 12 34 19 36 1 9 1 9 32 29 33 2 22 13 25 6 42 0 10 28"
2,3,-0.810,-0.408,-0.067,"[P0] 9 31 26 24 41 32 30 40 0 28 35 36 13 40 40 39 13 9 21 21 4 37 27 23 2 38 33 5 41 24 35 29 33 39 8 12 33 23 9 34 1 9 5 36 12 35 15 22 36 24 37 25 28 3 3 22 1 16 17 10 27 37 13 12 10 41 17 15 0 37 14 1 32 22 40 31 24 26 9 12 29 34 36 26 31 21 22 2 3 0 24 17 34 34 25 39 42 30 14 7; [P1] 2 29 0 26 5 25 17 6 31 9 33 42 12 41 5 13 4 38 20 26 37 14 9 35 4 25 2 26 4 20 33 38 42 4 22 1 24 23 40 13 15 29 13 38 14 11 10 40 35 3 30 10 25 20 10 9 4 32 21 32 3 1 15 28 40 0 29 16 12 24 40 12 35 33 22 2 28 16 1 35 26 31 16 26 3 19 2 31 16 0 25 32 15 40 42 20 26 6 29 2; [P2] 42 32 20 30 12 37 13 29 20 28 34 17 35 6 21 24 27 6 23 36 9 12 25 23 42 38 37 40 1 11 21 26 39 2 22 14 42 19 11 20 28 23 2 32 21 1 32 16 8 23 40 16 33 35 2 39 13 36 41 2 41 16 5 27 37 31 20 7 38 1 15 24 41 0 6 32 24 20 24 24 39 28 24 7 26 5 37 10 15 35 20 36 24 39 2 5 29 29 38 12; [P3] 41 7 1 14 42 25 13 10 42 22 32 42 7 27 3 1 20 5 27 31 39 29 9 41 22 36 12 27 27 9 27 32 39 42 30 9 15 32 12 35 38 16 40 39 19 11 2 21 18 42 38 21 20 14 35 24 39 36 28 25 41 40 12 40 36 0 1 14 27 4 31 0 38 25 4 34 1 38 9 2 22 31 39 34 21 22 27 36 20 8 23 6 34 31 9 28 22 4 17 20; [P4] 13 4 6 23 8 0 24 21 38 24 29 40 13 17 1 29 34 15 33 36 3 26 8 32 6 19 24 16 2 28 39 10 2 22 18 19 2 11 11 22 11 32 1 21 21 28 14 13 31 18 8 36 22 21 7 23 38 3 7 1 19 20 9 34 3 25 37 11 12 42 1 13 41 21 40 1 36 21 41 16 26 39 6 24 5 22 31 32 25 31 21 32 29 19 0 21 23 33 21 27"
3,3,-0.810,-0.416,-0.059,"[P0] 9 31 26 24 41 32 30 40 0 28 35 36 13 40 40 39 13 9 21 21 4 37 27 23 2 38 33 5 41 24 35 29 33 39 8 12 33 23 9 34 1 9 5 36 12 35 15 22 36 24 37 25 28 3 3 22 1 16 17 10 27 37 13 12 10 41 17 15 0 37 14 1 32 22 40 31 24 26 9 12 29 34 36 26 31 21 22 2 3 0 24 17 34 34 25 39 42 30 14 7; [P1] 2 29 0 26 5 25 17 6 31 9 33 42 12 41 5 13 4 38 20 26 37 14 9 35 4 25 2 26 4 20 33 38 42 4 22 1 24 23 40 13 15 29 13 38 14 11 10 40 35 3 30 10 25 20 10 9 4 32 21 32 3 1 15 28 40 0 29 16 12 24 40 12 35 33 22 2 28 16 1 35 26 31 16 26 3 19 2 31 16 0 25 32 15 40 42 20 26 6 29 2; [P2] 42 32 20 30 12 37 13 29 20 28 34 17 35 6 21 24 27 6 23 36 9 12 25 23 42 38 37 40 1 11 21 26 39 2 22 14 42 19 11 20 28 23 2 32 21 1 32 16 8 23 40 16 33 35 2 39 13 36 41 2 41 16 5 27 37 31 20 7 38 1 15 24 41 0 6 32 24 20 24 24 39 28 24 7 26 5 37 10 15 35 20 36 24 39 2 5 29 29 38 12; [P3] 41 7 1 14 42 25 13 10 42 22 32 42 7 27 3 1 20 5 27 31 39 29 9 41 22 36 12 27 27 9 27 32 39 42 30 9 15 32 12 35 38 16 40 39 19 11 2 21 18 42 38 21 20 14 35 24 39 36 28 25 41 40 12 40 36 0 1 14 27 4 31 0 38 25 4 34 1 38 9 2 22 31 39 34 21 22 27 36 20 8 23 6 34 31 9 28 22 4 17 20; [P4] 13 4 6 23 8 0 24 21 38 24 29 40 13 17 1 29 34 15 33 36 3 26 8 32 6 19 24 16 2 28 39 10 2 22 18 19 2 11 11 22 11 32 1 21 21 28 14 13 31 18 8 36 22 21 7 23 38 3 7 1 19 20 9 34 3 25 37 11 12 42 1 13 41 21 40 1 36 21 41 16 26 39 6 24 5 22 31 32 25 31 21 32 29 19 0 21 23 33 21 27"
4,4,-0.824,-0.415,-0.067,"[P0] 1 16 6 20 41 39 42 11 15 24 24 21 5 16 6 25 15 11 36 28 31 32 7 40 21 25 30 0 39 25 26 5 16 39 31 35 35 11 15 1 4 9 32 22 7 30 15 35 30 25 2 9 25 19 28 32 2 23 31 5 26 39 26 13 18 28 32 39 31 36 8 2 9 0 41 15 20 32 21 26 39 27 14 41 33 34 21 20 26 11 8 3 28 23 30 15 19 5 5 7; [P1] 13 0 10 22 36 24 32 6 13 4 21 24 30 30 4 33 4 28 41 26 0 12 33 24 14 1 22 24 6 23 34 36 13 41 10 39 12 24 0 13 10 1 29 15 15 7 13 14 22 13 41 14 15 8 11 30 3 0 26 34 24 34 11 34 8 1 18 9 18 9 20 18 33 31 4 40 19 37 35 10 18 19 30 31 25 21 22 5 8 6 15 37 11 19 3 6 13 28 15 8; [P2] 42 32 20 30 12 37 13 29 20 28 34 17 35 6 21 24 27 6 23 36 9 12 25 23 42 38 37 40 1 11 21 26 39 2 22 14 42 19 11 20 28 23 2 32 21 1 32 16 8 23 40 16 33 35 2 39 13 36 41 2 41 18 5 27 37 31 20 7 38 1 15 24 41 0 6 32 24 20 24 24 39 28 24 7 26 5 37 10 15 35 20 36 24 39 2 9 29 29 38 12; [P3] 12 13 4 12 11 26 0 33 14 9 8 11 36 0 37 12 20 35 39 18 31 4 10 36 32 1 32 12 40 34 39 22 28 12 39 28 27 27 12 12 4 16 26 23 29 8 26 25 20 23 35 14 12 41 22 28 37 40 40 39 32 35 3 31 16 21 24 20 13 40 33 41 24 39 15 32 28 1 39 39 0 9 29 27 23 18 36 17 4 13 10 14 10 38 28 24 39 40 0 42; [P4] 9 42 15 31 10 6 1 10 6 12 11 31 25 27 22 4 26 32 17 2 27 3 30 15 38 36 30 1 26 35 41 10 31 37 29 16 8 18 41 39 38 29 10 12 21 13 10 13 5 37 34 12 7 16 27 16 37 26 33 22 18 11 10 19 36 36 19 36 4 1 6 6 1 1 41 7 2 38 8 19 13 39 0 28 12 42 11 35 6 29 2 32 12 8 2 39 20 17 22 3"
5,4,-0.824,-0.415,-0.063,"[P0] 1 16 6 20 41 39 42 11 15 24 24 21 5 16 6 25 15 11 36 28 31 32 7 40 21 25 30 0 39 25 26 5 16 39 31 35 35 11 15 1 4 9 32 22 7 30 15 35 30 25 2 9 25 19 28 32 2 23 31 5 26 39 26 13 18 28 32 39 31 36 8 2 9 0 41 15 20 32 21 26 39 27 14 41 33 34 21 20 26 11 8 3 28 23 30 15 19 5 5 7; [P1] 13 0 10 22 36 24 32 6 13 4 21 24 30 30 4 33 4 28 41 26 0 12 33 24 14 1 22 24 6 23 34 36 13 41 10 39 12 24 0 13 10 1 29 15 15 7 13 14 22 13 41 14 15 8 11 30 3 0 26 34 24 34 11 34 8 1 18 9 18 9 20 18 33 31 4 40 19 37 35 10 18 19 30 31 25 21 22 5 8 6 15 37 11 19 3 6 13 28 15 8; [P2] 42 32 20 30 12 37 13 29 20 28 34 17 35 6 21 24 27 6 23 36 9 12 25 23 42 38 37 40 1 11 21 26 39 2 22 14 42 19 11 20 28 23 2 32 21 1 32 16 8 23 40 16 33 35 2 39 13 36 41 2 41 18 5 27 37 31 20 7 38 1 15 24 41 0 6 32 24 20 24 24 39 28 24 7 26 5 37 10 15 35 20 36 24 39 2 9 29 29 38 12; [P3] 12 13 4 12 11 26 0 33 14 9 8 11 36 0 37 12 20 35 39 18 31 4 10 36 32 1 32 12 40 34 39 22 28 12 39 28 27 27 12 12 4 16 26 23 29 8 26 25 20 23 35 14 12 41 22 28 37 40 40 39 32 35 3 31 16 21 24 20 13 40 33 41 24 39 15 32 28 1 39 39 0 9 29 27 23 18 36 17 4 13 10 14 10 38 28 24 39 40 0 42; [P4] 9 42 15 31 10 6 1 10 6 12 11 31 25 27 22 4 26 32 17 2 27 3 30 15 38 36 30 1 26 35 41 10 31 37 29 16 8 18 41 39 38 29 10 12 21 13 10 13 5 37 34 12 7 16 27 16 37 26 33 22 18 11 10 19 36 36 19 36 4 1 6 6 1 1 41 7 2 38 8 19 13 39 0 28 12 42 11 35 6 29 2 32 12 8 2 39 20 17 22 3"
6,4,-0.824,-0.412,-0.067,"[P0] 1 16 6 20 41 39 42 11 15 24 24 21 5 16 6 25 15 11 36 28 31 32 7 40 21 25 30 0 39 25 26 5 16 39 31 35 35 11 15 1 4 9 32 22 7 30 15 35 30 25 2 9 25 19 28 32 2 23 31 5 26 39 26 13 18 28 32 39 31 36 8 2 9 0 41 15 20 32 21 26 39 27 14 41 33 34 21 20 26 11 8 3 28 23 30 15 19 5 5 7; [P1] 13 0 10 22 36 24 32 6 13 4 21 24 30 30 4 33 4 28 41 26 0 12 33 24 14 1 22 24 6 23 34 36 13 41 10 39 12 24 0 13 10 1 29 15 15 7 13 14 22 13 41 14 15 8 11 30 3 0 26 34 24 34 11 34 8 1 18 9 18 9 20 18 33 31 4 40 19 37 35 10 18 19 30 31 25 21 22 5 8 6 15 37 11 19 3 6 13 28 15 8; [P2] 42 32 20 30 12 37 13 29 20 28 34 17 35 6 21 24 27 6 23 36 9 12 25 23 42 38 37 40 1 11 21 26 39 2 22 14 42 19 11 20 28 23 2 32 21 1 32 16 8 23 40 16 33 35 2 39 13 36 41 2 41 18 5 27 37 31 20 7 38 1 15 24 41 0 6 32 24 20 24 24 39 28 24 7 26 5 37 10 15 35 20 36 24 39 2 9 29 29 38 12; [P3] 12 13 4 12 11 26 0 33 14 9 8 11 36 0 37 12 20 35 39 18 31 4 10 36 32 1 32 12 40 34 39 22 28 12 39 28 27 27 12 12 4 16 26 23 29 8 26 25 20 23 35 14 12 41 22 28 37 40 40 39 32 35 3 31 16 21 24 20 13 40 33 41 24 39 15 32 28 1 39 39 0 9 29 27 23 18 36 17 4 13 10 14 10 38 28 24 39 40 0 42; [P4] 9 42 15 31 10 6 1 10 6 12 11 31 25 27 22 4 26 32 17 2 27 3 30 15 38 36 30 1 26 35 41 10 31 37 29 16 8 18 41 39 38 29 10 12 21 13 10 13 5 37 34 12 7 16 27 16 37 26 33 22 18 11 10 19 36 36 19 36 4 1 6 6 1 1 41 7 2 38 8 19 13 39 0 28 12 42 11 35 6 29 2 32 12 8 2 39 20 17 22 3"
7,4,-0.824,-0.420,-0.067,"[P0] 1 16 6 20 41 39 42 11 15 24 24 21 5 16 6 25 15 11 36 28 31 32 7 40 21 25 30 0 39 25 26 5 16 39 31 35 35 11 15 1 4 9 32 22 7 30 15 35 30 25 2 9 25 19 28 32 2 23 31 5 26 39 26 13 18 28 32 39 31 36 8 2 9 0 41 15 20 32 21 26 39 27 14 41 33 34 21 20 26 11 8 3 28 23 30 15 19 5 5 7; [P1] 13 0 10 22 36 24 32 6 13 4 21 24 30 30 4 33 4 28 41 26 0 12 33 24 14 1 22 24 6 23 34 36 13 41 10 39 12 24 0 13 10 1 29 15 15 7 13 14 22 13 41 14 15 8 11 30 3 0 26 34 24 34 11 34 8 1 18 9 18 9 20 18 33 31 4 40 19 37 35 10 18 19 30 31 25 21 22 5 8 6 15 37 11 19 3 6 13 28 15 8; [P2] 42 32 20 30 12 37 13 29 20 28 34 17 35 6 21 24 27 6 23 36 9 12 25 23 42 38 37 40 1 11 21 26 39 2 22 14 42 19 11 20 28 23 2 32 21 1 32 16 8 23 40 16 33 35 2 39 13 36 41 2 41 18 5 27 37 31 20 7 38 1 15 24 41 0 6 32 24 20 24 24 39 28 24 7 26 5 37 10 15 35 20 36 24 39 2 9 29 29 38 12; [P3] 12 13 4 12 11 26 0 33 14 9 8 11 36 0 37 12 20 35 39 18 31 4 10 36 32 1 32 12 40 34 39 22 28 12 39 28 27 27 12 12 4 16 26 23 29 8 26 25 20 23 35 14 12 41 22 28 37 40 40 39 32 35 3 31 16 21 24 20 13 40 33 41 24 39 15 32 28 1 39 39 0 9 29 27 23 18 36 17 4 13 10 14 10 38 28 24 39 40 0 42; [P4] 9 42 15 31 10 6 1 10 6 12 11 31 25 27 22 4 26 32 17 2 27 3 30 15 38 36 30 1 26 35 41 10 31 37 29 16 8 18 41 39 38 29 10 12 21 13 10 13 5 37 34 12 7 16 27 16 37 26 33 22 18 11 10 19 36 36 19 36 4 1 6 6 1 1 41 7 2 38 8 19 13 39 0 28 12 42 11 35 6 29 2 32 12 8 2 39 20 17 22 3"
8,4,-0.824,-0.422,-0.071,"[P0] 1 16 6 20 41 39 42 11 15 24 24 21 5 16 6 25 15 11 36 28 31 32 7 40 21 25 30 0 39 25 26 5 16 39 31 35 35 11 15 1 4 9 32 22 7 30 15 35 30 25 2 9 25 19 28 32 2 23 31 5 26 39 26 13 18 28 32 39 31 36 8 2 9 0 41 15 20 32 21 26 39 27 14 41 33 34 21 20 26 11 8 3 28 23 30 15 19 5 5 7; [P1] 13 0 10 22 36 24 32 6 13 4 21 24 30 30 4 33 4 28 41 26 0 12 33 24 14 1 22 24 6 23 34 36 13 41 10 39 12 24 0 13 10 1 29 15 15 7 13 14 22 13 41 14 15 8 11 30 3 0 26 34 24 34 11 34 8 1 18 9 18 9 20 18 33 31 4 40 19 37 35 10 18 19 30 31 25 21 22 5 8 6 15 37 11 19 3 6 13 28 15 8; [P2] 42 32 20 30 12 37 13 29 20 28 34 17 35 6 21 24 27 6 23 36 9 12 25 23 42 38 37 40 1 11 21 26 39 2 22 14 42 19 11 20 28 23 2 32 21 1 32 16 8 23 40 16 33 35 2 39 13 36 41 2 41 18 5 27 37 31 20 7 38 1 15 24 41 0 6 32 24 20 24 24 39 28 24 7 26 5 37 10 15 35 20 36 24 39 2 9 29 29 38 12; [P3] 12 13 4 12 11 26 0 33 14 9 8 11 36 0 37 12 20 35 39 18 31 4 10 36 32 1 32 12 40 34 39 22 28 12 39 28 27 27 12 12 4 16 26 23 29 8 26 25 20 23 35 14 12 41 22 28 37 40 40 39 32 35 3 31 16 21 24 20 13 40 33 41 24 39 15 32 28 1 39 39 0 9 29 27 23 18 36 17 4 13 10 14 10 38 28 24 39 40 0 42; [P4] 9 42 15 31 10 6 1 10 6 12 11 31 25 27 22 4 26 32 17 2 27 3 30 15 38 36 30 1 26 35 41 10 31 37 29 16 8 18 41 39 38 29 10 12 21 13 10 13 5 37 34 12 7 16 27 16 37 26 33 22 18 11 10 19 36 36 19 36 4 1 6 6 1 1 41 7 2 38 8 19 13 39 0 28 12 42 11 35 6 29 2 32 12 8 2 39 20 17 22 3"
9,5,-0.833,-0.430,-0.067,"[P0] 17 14 30 11 28 37 33 20 19 18 2 29 42 37 22 42 18 39 39 35 26 38 2 8 15 26 1 0 40 33 6 19 20 5 22 8 23 23 22 42 7 23 29 20 33 40 28 6 32 25 16 37 25 25 39 16 8 22 33 6 9 6 18 8 41 27 5 37 34 40 35 5 0 29 40 1 40 13 4 18 20 30 40 36 18 23 11 39 36 15 35 30 42 34 42 27 3 21 34 8; [P1] 9 26 7 2 15 29 37 39 0 14 2 29 11 22 30 40 8 26 10 4 25 13 7 39 7 29 35 1 14 19 14 18 39 17 31 36 3 5 26 39 27 16 1 41 26 41 38 17 25 17 28 28 24 0 6 26 18 36 28 31 5 7 29 27 14 32 39 6 40 2 22 28 1 30 30 16 23 9 24 25 15 33 40 8 17 20 25 7 23 12 16 18 10 35 29 13 32 13 38 36; [P2] 27 21 5 29 28 19 23 8 30 29 17 38 31 24 20 32 4 32 15 39 2 40 21 22 28 17 23 8 36 4 30 21 39 7 37 34 26 15 0 10 41 32 39 12 1 17 24 33 33 31 24 15 40 15 15 38 2 22 7 2 2 1 24 3 6 6 34 17 26 14 18 40 6 6 4 1 32 34 19 29 41 20 15 39 36 24 13 16 33 14 1 10 11 4 18 35 16 2 20 19; [P3] 32 25 15 21 1 23 33 14 34 15 37 17 10 42 34 41 17 24 1 31 32 22 33 33 2 4 20 37 0 39 4 26 11 13 17 20 7 31 7 17 41 34 20 19 17 14 1 13 2 33 26 35 30 5 41 31 20 41 13 2 35 25 2 14 36 14 16 16 22 1 28 37 1 7 36 4 25 18 0 6 4 38 28 33 21 16 26 16 17 8 26 37 42 9 27 8 36 20 42 35; [P4] 9 42 15 31 10 19 1 10 6 12 11 31 25 27 22 4 26 32 17 2 27 3 42 15 38 36 30 1 22 35 41 10 31 37 29 16 8 18 41 39 38 29 10 12 21 13 10 13 5 37 34 12 7 16 27 16 37 26 39 39 18 11 10 19 36 36 19 36 4 1 6 6 1 1 41 7 2 38 8 19 13 39 0 28 12 42 11 35 6 29 2 32 12 8 2 39 20 17 5 3"
