fitness
-0.8333
-0.7464
-0.8272
-0.7673
-0.8235
-0.8173
-0.8373
-0.7963
-0.7635
-0.8137
-0.8051
-0.7962
-0.7801
-0.788
-0.8076
-0.7931
-0.8163
-0.8065
-0.815
-0.7945
-0.8412
-0.7753
-0.8323
-0.8313
-0.7854
-0.8101
-0.8101
-0.8402
-0.8489
-0.8648
