fitness
-0.7923
-0.8075
-0.8068
-0.7978
-0.7955
-0.8147
-0.7935
-0.783
-0.782
-0.8059
-0.8069
-0.791
-0.8201
-0.7987
-0.8009
-0.794
-0.8132
-0.795
-0.82
-0.8382
-0.7842
-0.7818
-0.7922
-0.7855
-0.7504
-0.833
-0.815
-0.8052
-0.7724
-0.8167
