fitness
-0.8488
-0.8429
-0.8497
-0.8769
-0.9041
-0.8549
-0.8571
-0.8687
-0.833
-0.8428
-0.8502
-0.8792
-0.8503
-0.8622
-0.8962
-0.9138
-0.9072
-0.8685
-0.8382
-0.8683
-0.8712
-0.9379
-0.8804
-0.8406
-0.8603
-0.8761
-0.8707
-0.8328
-0.8563
-0.8716
