# seed=123456
# popSize=100
# generations=50
# crossover=BlockUniformCrossover(p=0.75)
# mutation=FlipMutation(p0=0.1,pMin=0.002,alpha=0.9)
# fitness=winrate - lambda*similarity
# lambda_similarity=0.2
# similarity_metric=cosine
# similarity_space=buckets
# similarity_window=±1
# fights_per_team=5
# anchors=3
gen,changes,best_fitness,best_winrate,best_similarity,avg_fitness,worst_fitness,best_genome
0,1,-0.5710,0.7500,0.8951,-0.2161,0.1310,"[P0] 42 0 16 16 16 37 17 39 6 15 37 0 21 28 40 39 14 1 28 33 34 31 15 19 16 10 25 38 21 25 31 10 23 12 42 13 26 36 13 10 25 6 31 27 15 0 29 32 19 20 36 3 4 4 0 14 24 42 0 1 1 4 36 30 41 14 11 27 13 40 34 23 34 12 35 1 42 30 24 16 0 25 33 16 41 14 16 13 2 22 17 39 25 4 21 14 13 8 29 25; [P1] 5 33 14 25 13 10 32 24 25 17 33 27 20 9 3 34 20 19 36 32 2 8 24 0 18 15 23 19 7 5 26 23 21 15 15 39 37 39 26 1 27 17 6 37 11 10 22 23 21 36 7 24 25 6 39 21 24 8 0 10 25 15 24 3 35 3 28 29 12 24 5 25 25 7 24 25 34 0 14 15 16 20 38 19 30 15 31 14 15 34 2 19 25 38 0 1 3 25 31 4; [P2] 36 21 11 6 12 8 1 39 14 26 27 20 12 19 6 38 27 25 12 32 13 39 28 5 32 11 9 25 36 40 9 23 25 36 33 6 39 19 39 33 15 1 15 25 27 17 7 38 42 12 17 18 4 20 19 8 16 20 35 31 25 34 4 3 33 28 32 5 16 9 37 41 31 33 2 32 8 25 2 19 4 3 26 24 33 12 3 17 19 26 4 0 17 39 10 28 42 7 15 25; [P3] 30 30 11 5 28 27 30 14 23 38 15 6 25 36 4 5 24 3 17 18 34 4 2 20 17 14 27 19 11 1 6 8 38 20 26 0 16 30 15 8 37 21 24 20 42 1 25 34 8 18 10 12 17 2 34 23 23 14 4 36 22 15 9 28 11 31 41 17 27 41 34 23 27 4 28 26 33 9 40 22 40 18 31 9 31 39 15 39 24 20 31 27 30 30 35 19 41 10 5 17; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 22 31 34 16 25 26 29 1 33 39 11 6 17 25 26 23 24 40 25 37 21 34 34 19 9 7 17 14 7 18 21 15 26 2 42 23 4 21 28 1 28 12 16 31 33 7 23 2 0 35 33 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 28 16 16 41 37 33 39 2 10 23 26 22 33 5"
1,2,-0.5973,0.7778,0.9022,-0.2327,0.1196,"[P0] 2 7 15 28 19 17 34 27 34 5 40 10 9 23 7 4 34 25 34 5 39 20 26 40 28 13 7 41 5 26 2 19 10 24 35 39 19 38 16 6 2 13 4 24 30 22 29 35 11 11 1 1 2 35 30 12 13 12 3 32 16 41 33 7 25 39 39 30 2 17 7 39 37 37 24 19 16 9 14 20 7 26 10 26 9 34 33 24 4 22 15 24 7 30 12 37 2 38 28 42; [P1] 26 28 39 27 29 41 39 35 6 28 29 19 6 30 37 34 37 35 2 1 19 30 24 35 23 26 37 0 40 41 5 13 13 34 39 26 42 0 27 32 42 29 32 14 3 17 19 23 27 7 7 37 3 40 3 35 14 32 33 10 35 40 37 3 42 19 6 1 1 25 34 3 19 5 0 16 8 27 33 25 30 34 40 2 0 39 16 2 6 1 7 29 42 29 30 24 18 22 19 4; [P2] 36 12 4 7 8 20 9 35 27 13 9 11 8 30 7 25 1 30 1 34 32 22 40 36 38 12 40 23 34 17 16 14 23 22 36 20 2 23 9 40 8 39 16 4 12 12 1 36 33 17 20 9 9 20 40 24 26 22 27 19 25 11 7 25 37 6 38 9 41 1 9 29 19 29 1 39 22 37 6 30 27 22 31 5 41 30 27 6 24 25 31 15 36 0 0 21 42 9 40 9; [P3] 3 13 25 36 13 38 23 27 18 22 15 2 2 15 13 18 1 20 39 32 28 29 32 39 29 32 30 39 0 19 8 27 2 26 28 22 30 1 27 10 34 26 1 20 17 29 13 6 41 42 33 40 10 4 33 13 20 35 14 17 37 19 23 3 10 40 26 37 25 5 7 6 40 37 19 24 33 41 41 23 13 25 32 30 29 35 40 33 28 18 14 29 42 32 16 39 30 9 34 4; [P4] 0 21 29 36 21 1 16 5 22 16 36 34 10 28 16 3 35 31 18 20 23 33 32 12 8 0 7 35 10 28 37 39 33 37 12 30 9 34 5 16 7 3 23 19 19 31 28 18 19 38 22 29 29 15 16 38 36 30 30 0 14 0 23 7 19 19 42 22 33 3 26 16 39 16 34 6 25 39 1 39 40 23 25 22 41 31 20 1 1 41 20 3 12 39 39 40 12 28 33 3"
2,2,-0.5973,0.7778,0.9022,-0.2250,0.1185,"[P0] 2 7 15 28 19 17 34 27 34 5 40 10 9 23 7 4 34 25 34 5 39 20 26 40 28 13 7 41 5 26 2 19 10 24 35 39 19 38 16 6 2 13 4 24 30 22 29 35 11 11 1 1 2 35 30 12 13 12 3 32 16 41 33 7 25 39 39 30 2 17 7 39 37 37 24 19 16 9 14 20 7 26 10 26 9 34 33 24 4 22 15 24 7 30 12 37 2 38 28 42; [P1] 26 28 39 27 29 41 39 35 6 28 29 19 6 30 37 34 37 35 2 1 19 30 24 35 23 26 37 0 40 41 5 13 13 34 39 26 42 0 27 32 42 29 32 14 3 17 19 23 27 7 7 37 3 40 3 35 14 32 33 10 35 40 37 3 42 19 6 1 1 25 34 3 19 5 0 16 8 27 33 25 30 34 40 2 0 39 16 2 6 1 7 29 42 29 30 24 18 22 19 4; [P2] 36 12 4 7 8 20 9 35 27 13 9 11 8 30 7 25 1 30 1 34 32 22 40 36 38 12 40 23 34 17 16 14 23 22 36 20 2 23 9 40 8 39 16 4 12 12 1 36 33 17 20 9 9 20 40 24 26 22 27 19 25 11 7 25 37 6 38 9 41 1 9 29 19 29 1 39 22 37 6 30 27 22 31 5 41 30 27 6 24 25 31 15 36 0 0 21 42 9 40 9; [P3] 3 13 25 36 13 38 23 27 18 22 15 2 2 15 13 18 1 20 39 32 28 29 32 39 29 32 30 39 0 19 8 27 2 26 28 22 30 1 27 10 34 26 1 20 17 29 13 6 41 42 33 40 10 4 33 13 20 35 14 17 37 19 23 3 10 40 26 37 25 5 7 6 40 37 19 24 33 41 41 23 13 25 32 30 29 35 40 33 28 18 14 29 42 32 16 39 30 9 34 4; [P4] 0 21 29 36 21 1 16 5 22 16 36 34 10 28 16 3 35 31 18 20 23 33 32 12 8 0 7 35 10 28 37 39 33 37 12 30 9 34 5 16 7 3 23 19 19 31 28 18 19 38 22 29 29 15 16 38 36 30 30 0 14 0 23 7 19 19 42 22 33 3 26 16 39 16 34 6 25 39 1 39 40 23 25 22 41 31 20 1 1 41 20 3 12 39 39 40 12 28 33 3"
3,3,-0.6351,0.8182,0.9155,-0.2282,0.1205,"[P0] 39 14 20 32 38 33 34 8 20 11 25 19 7 2 25 36 1 38 2 14 10 17 1 22 1 22 12 6 24 7 0 14 39 4 5 14 38 36 16 39 2 41 37 29 16 21 9 37 9 10 20 34 17 12 41 32 22 0 2 8 28 37 1 11 2 35 41 41 42 41 13 25 32 40 12 23 37 37 37 13 20 11 7 10 0 9 4 34 2 10 3 2 13 11 21 40 32 27 37 20; [P1] 39 40 30 3 29 10 14 23 9 22 15 3 37 37 17 15 7 12 40 29 12 0 0 6 22 4 21 29 21 14 22 37 25 10 33 36 1 38 4 40 13 23 5 2 2 21 33 29 7 33 19 11 32 3 34 36 38 20 31 32 30 27 20 25 35 12 23 27 15 19 15 29 9 11 15 40 18 38 26 26 30 16 13 4 42 36 41 3 30 26 21 27 9 34 26 29 40 23 31 32; [P2] 4 33 6 41 9 30 4 5 0 24 36 5 27 34 35 26 10 2 3 29 1 16 30 25 17 35 20 16 25 9 32 32 6 18 17 0 40 21 37 4 26 11 36 19 23 6 34 39 23 42 18 4 40 38 21 15 33 34 16 3 40 40 3 33 25 6 38 42 27 32 31 7 32 17 33 28 7 12 26 13 7 17 18 33 1 26 1 20 21 8 0 33 8 35 33 15 35 0 22 19; [P3] 4 8 5 29 42 25 12 16 41 16 17 28 0 4 19 41 28 19 37 17 19 22 21 42 7 36 13 11 5 6 4 35 6 1 14 39 12 39 9 41 21 38 19 16 13 5 15 8 24 33 29 2 25 32 27 29 24 27 7 22 18 32 12 11 1 14 8 4 9 26 17 15 10 16 39 0 10 30 25 23 42 21 3 30 37 2 9 34 19 0 25 16 10 29 9 6 22 14 9 31; [P4] 38 18 0 4 37 34 0 18 20 3 1 28 26 2 22 5 41 13 17 9 32 24 18 0 28 39 1 13 1 29 19 3 4 41 16 17 42 4 2 3 13 26 15 40 20 34 28 8 40 3 41 26 16 9 14 38 34 36 7 41 25 37 37 4 17 35 36 21 8 11 29 15 16 35 15 2 7 20 27 37 14 24 27 31 39 21 38 34 10 22 8 17 10 40 34 32 15 39 19 34"
4,4,-0.6615,0.8421,0.9032,-0.2307,0.1273,"[P0] 36 12 35 3 3 29 1 29 31 13 16 18 19 37 39 39 2 14 0 22 31 2 11 35 40 40 11 26 26 29 9 8 4 37 1 17 32 39 20 19 18 12 38 39 0 39 40 15 30 12 20 22 28 19 5 16 15 38 10 13 3 27 13 26 12 35 37 6 3 25 32 39 17 0 41 14 22 37 36 6 11 35 10 1 8 36 42 39 4 19 6 32 24 11 14 36 6 15 27 39; [P1] 18 12 7 12 8 3 5 1 19 13 0 8 23 13 19 32 10 10 21 28 16 13 41 25 1 26 1 31 38 11 7 37 30 3 12 15 40 38 21 41 16 42 19 9 34 1 25 40 31 31 14 32 33 37 2 5 27 0 14 27 26 30 31 34 18 36 16 39 12 21 6 0 26 17 7 21 38 5 32 10 40 39 33 16 20 7 20 16 24 2 1 40 2 12 38 10 31 20 41 21; [P2] 37 6 25 34 4 38 37 18 23 21 4 2 2 16 31 25 9 28 36 34 16 6 36 1 1 18 17 40 9 30 24 13 23 26 1 35 18 4 28 1 27 24 15 2 1 14 14 39 1 32 37 38 14 22 6 34 28 22 42 39 18 32 13 17 19 2 21 24 22 22 2 23 7 9 37 15 2 12 40 24 27 7 11 22 0 29 1 11 16 17 28 17 22 2 27 42 14 26 18 23; [P3] 25 13 14 22 21 21 4 3 13 14 10 30 40 7 37 35 17 12 6 8 41 42 1 22 21 37 1 22 29 14 9 34 3 42 29 7 2 29 20 5 40 33 19 5 41 18 39 6 31 28 25 29 1 11 11 39 40 27 7 11 16 39 6 10 14 21 1 22 34 32 7 15 3 5 7 17 9 9 22 4 3 3 28 36 21 25 35 6 24 1 26 32 25 4 17 9 37 20 19 0; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 38 31 34 16 25 26 29 1 4 39 11 6 7 25 26 23 9 40 25 37 38 5 30 19 9 7 17 9 7 18 14 15 26 38 42 23 4 21 28 1 28 12 16 31 33 38 23 2 33 35 27 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 15 16 42 41 37 33 39 2 10 23 26 40 33 5"
5,4,-0.6615,0.8421,0.9032,-0.2331,0.1166,"[P0] 36 12 35 3 3 29 1 29 31 13 16 18 19 37 39 39 2 14 0 22 31 2 11 35 40 40 11 26 26 29 9 8 4 37 1 17 32 39 20 19 18 12 38 39 0 39 40 15 30 12 20 22 28 19 5 16 15 38 10 13 3 27 13 26 12 35 37 6 3 25 32 39 17 0 41 14 22 37 36 6 11 35 10 1 8 36 42 39 4 19 6 32 24 11 14 36 6 15 27 39; [P1] 18 12 7 12 8 3 5 1 19 13 0 8 23 13 19 32 10 10 21 28 16 13 41 25 1 26 1 31 38 11 7 37 30 3 12 15 40 38 21 41 16 42 19 9 34 1 25 40 31 31 14 32 33 37 2 5 27 0 14 27 26 30 31 34 18 36 16 39 12 21 6 0 26 17 7 21 38 5 32 10 40 39 33 16 20 7 20 16 24 2 1 40 2 12 38 10 31 20 41 21; [P2] 37 6 25 34 4 38 37 18 23 21 4 2 2 16 31 25 9 28 36 34 16 6 36 1 1 18 17 40 9 30 24 13 23 26 1 35 18 4 28 1 27 24 15 2 1 14 14 39 1 32 37 38 14 22 6 34 28 22 42 39 18 32 13 17 19 2 21 24 22 22 2 23 7 9 37 15 2 12 40 24 27 7 11 22 0 29 1 11 16 17 28 17 22 2 27 42 14 26 18 23; [P3] 25 13 14 22 21 21 4 3 13 14 10 30 40 7 37 35 17 12 6 8 41 42 1 22 21 37 1 22 29 14 9 34 3 42 29 7 2 29 20 5 40 33 19 5 41 18 39 6 31 28 25 29 1 11 11 39 40 27 7 11 16 39 6 10 14 21 1 22 34 32 7 15 3 5 7 17 9 9 22 4 3 3 28 36 21 25 35 6 24 1 26 32 25 4 17 9 37 20 19 0; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 38 31 34 16 25 26 29 1 4 39 11 6 7 25 26 23 9 40 25 37 38 5 30 19 9 7 17 9 7 18 14 15 26 38 42 23 4 21 28 1 28 12 16 31 33 38 23 2 33 35 27 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 15 16 42 41 37 33 39 2 10 23 26 40 33 5"
6,4,-0.6615,0.8421,0.9032,-0.2299,0.1223,"[P0] 36 12 35 3 3 29 1 29 31 13 16 18 19 37 39 39 2 14 0 22 31 2 11 35 40 40 11 26 26 29 9 8 4 37 1 17 32 39 20 19 18 12 38 39 0 39 40 15 30 12 20 22 28 19 5 16 15 38 10 13 3 27 13 26 12 35 37 6 3 25 32 39 17 0 41 14 22 37 36 6 11 35 10 1 8 36 42 39 4 19 6 32 24 11 14 36 6 15 27 39; [P1] 18 12 7 12 8 3 5 1 19 13 0 8 23 13 19 32 10 10 21 28 16 13 41 25 1 26 1 31 38 11 7 37 30 3 12 15 40 38 21 41 16 42 19 9 34 1 25 40 31 31 14 32 33 37 2 5 27 0 14 27 26 30 31 34 18 36 16 39 12 21 6 0 26 17 7 21 38 5 32 10 40 39 33 16 20 7 20 16 24 2 1 40 2 12 38 10 31 20 41 21; [P2] 37 6 25 34 4 38 37 18 23 21 4 2 2 16 31 25 9 28 36 34 16 6 36 1 1 18 17 40 9 30 24 13 23 26 1 35 18 4 28 1 27 24 15 2 1 14 14 39 1 32 37 38 14 22 6 34 28 22 42 39 18 32 13 17 19 2 21 24 22 22 2 23 7 9 37 15 2 12 40 24 27 7 11 22 0 29 1 11 16 17 28 17 22 2 27 42 14 26 18 23; [P3] 25 13 14 22 21 21 4 3 13 14 10 30 40 7 37 35 17 12 6 8 41 42 1 22 21 37 1 22 29 14 9 34 3 42 29 7 2 29 20 5 40 33 19 5 41 18 39 6 31 28 25 29 1 11 11 39 40 27 7 11 16 39 6 10 14 21 1 22 34 32 7 15 3 5 7 17 9 9 22 4 3 3 28 36 21 25 35 6 24 1 26 32 25 4 17 9 37 20 19 0; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 38 31 34 16 25 26 29 1 4 39 11 6 7 25 26 23 9 40 25 37 38 5 30 19 9 7 17 9 7 18 14 15 26 38 42 23 4 21 28 1 28 12 16 31 33 38 23 2 33 35 27 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 15 16 42 41 37 33 39 2 10 23 26 40 33 5"
7,4,-0.6615,0.8421,0.9032,-0.2341,0.1331,"[P0] 36 12 35 3 3 29 1 29 31 13 16 18 19 37 39 39 2 14 0 22 31 2 11 35 40 40 11 26 26 29 9 8 4 37 1 17 32 39 20 19 18 12 38 39 0 39 40 15 30 12 20 22 28 19 5 16 15 38 10 13 3 27 13 26 12 35 37 6 3 25 32 39 17 0 41 14 22 37 36 6 11 35 10 1 8 36 42 39 4 19 6 32 24 11 14 36 6 15 27 39; [P1] 18 12 7 12 8 3 5 1 19 13 0 8 23 13 19 32 10 10 21 28 16 13 41 25 1 26 1 31 38 11 7 37 30 3 12 15 40 38 21 41 16 42 19 9 34 1 25 40 31 31 14 32 33 37 2 5 27 0 14 27 26 30 31 34 18 36 16 39 12 21 6 0 26 17 7 21 38 5 32 10 40 39 33 16 20 7 20 16 24 2 1 40 2 12 38 10 31 20 41 21; [P2] 37 6 25 34 4 38 37 18 23 21 4 2 2 16 31 25 9 28 36 34 16 6 36 1 1 18 17 40 9 30 24 13 23 26 1 35 18 4 28 1 27 24 15 2 1 14 14 39 1 32 37 38 14 22 6 34 28 22 42 39 18 32 13 17 19 2 21 24 22 22 2 23 7 9 37 15 2 12 40 24 27 7 11 22 0 29 1 11 16 17 28 17 22 2 27 42 14 26 18 23; [P3] 25 13 14 22 21 21 4 3 13 14 10 30 40 7 37 35 17 12 6 8 41 42 1 22 21 37 1 22 29 14 9 34 3 42 29 7 2 29 20 5 40 33 19 5 41 18 39 6 31 28 25 29 1 11 11 39 40 27 7 11 16 39 6 10 14 21 1 22 34 32 7 15 3 5 7 17 9 9 22 4 3 3 28 36 21 25 35 6 24 1 26 32 25 4 17 9 37 20 19 0; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 38 31 34 16 25 26 29 1 4 39 11 6 7 25 26 23 9 40 25 37 38 5 30 19 9 7 17 9 7 18 14 15 26 38 42 23 4 21 28 1 28 12 16 31 33 38 23 2 33 35 27 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 15 16 42 41 37 33 39 2 10 23 26 40 33 5"
8,4,-0.6615,0.8421,0.9032,-0.2363,0.1236,"[P0] 36 12 35 3 3 29 1 29 31 13 16 18 19 37 39 39 2 14 0 22 31 2 11 35 40 40 11 26 26 29 9 8 4 37 1 17 32 39 20 19 18 12 38 39 0 39 40 15 30 12 20 22 28 19 5 16 15 38 10 13 3 27 13 26 12 35 37 6 3 25 32 39 17 0 41 14 22 37 36 6 11 35 10 1 8 36 42 39 4 19 6 32 24 11 14 36 6 15 27 39; [P1] 18 12 7 12 8 3 5 1 19 13 0 8 23 13 19 32 10 10 21 28 16 13 41 25 1 26 1 31 38 11 7 37 30 3 12 15 40 38 21 41 16 42 19 9 34 1 25 40 31 31 14 32 33 37 2 5 27 0 14 27 26 30 31 34 18 36 16 39 12 21 6 0 26 17 7 21 38 5 32 10 40 39 33 16 20 7 20 16 24 2 1 40 2 12 38 10 31 20 41 21; [P2] 37 6 25 34 4 38 37 18 23 21 4 2 2 16 31 25 9 28 36 34 16 6 36 1 1 18 17 40 9 30 24 13 23 26 1 35 18 4 28 1 27 24 15 2 1 14 14 39 1 32 37 38 14 22 6 34 28 22 42 39 18 32 13 17 19 2 21 24 22 22 2 23 7 9 37 15 2 12 40 24 27 7 11 22 0 29 1 11 16 17 28 17 22 2 27 42 14 26 18 23; [P3] 25 13 14 22 21 21 4 3 13 14 10 30 40 7 37 35 17 12 6 8 41 42 1 22 21 37 1 22 29 14 9 34 3 42 29 7 2 29 20 5 40 33 19 5 41 18 39 6 31 28 25 29 1 11 11 39 40 27 7 11 16 39 6 10 14 21 1 22 34 32 7 15 3 5 7 17 9 9 22 4 3 3 28 36 21 25 35 6 24 1 26 32 25 4 17 9 37 20 19 0; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 38 31 34 16 25 26 29 1 4 39 11 6 7 25 26 23 9 40 25 37 38 5 30 19 9 7 17 9 7 18 14 15 26 38 42 23 4 21 28 1 28 12 16 31 33 38 23 2 33 35 27 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 15 16 42 41 37 33 39 2 10 23 26 40 33 5"
9,4,-0.6615,0.8421,0.9032,-0.2411,0.1204,"[P0] 36 12 35 3 3 29 1 29 31 13 16 18 19 37 39 39 2 14 0 22 31 2 11 35 40 40 11 26 26 29 9 8 4 37 1 17 32 39 20 19 18 12 38 39 0 39 40 15 30 12 20 22 28 19 5 16 15 38 10 13 3 27 13 26 12 35 37 6 3 25 32 39 17 0 41 14 22 37 36 6 11 35 10 1 8 36 42 39 4 19 6 32 24 11 14 36 6 15 27 39; [P1] 18 12 7 12 8 3 5 1 19 13 0 8 23 13 19 32 10 10 21 28 16 13 41 25 1 26 1 31 38 11 7 37 30 3 12 15 40 38 21 41 16 42 19 9 34 1 25 40 31 31 14 32 33 37 2 5 27 0 14 27 26 30 31 34 18 36 16 39 12 21 6 0 26 17 7 21 38 5 32 10 40 39 33 16 20 7 20 16 24 2 1 40 2 12 38 10 31 20 41 21; [P2] 37 6 25 34 4 38 37 18 23 21 4 2 2 16 31 25 9 28 36 34 16 6 36 1 1 18 17 40 9 30 24 13 23 26 1 35 18 4 28 1 27 24 15 2 1 14 14 39 1 32 37 38 14 22 6 34 28 22 42 39 18 32 13 17 19 2 21 24 22 22 2 23 7 9 37 15 2 12 40 24 27 7 11 22 0 29 1 11 16 17 28 17 22 2 27 42 14 26 18 23; [P3] 25 13 14 22 21 21 4 3 13 14 10 30 40 7 37 35 17 12 6 8 41 42 1 22 21 37 1 22 29 14 9 34 3 42 29 7 2 29 20 5 40 33 19 5 41 18 39 6 31 28 25 29 1 11 11 39 40 27 7 11 16 39 6 10 14 21 1 22 34 32 7 15 3 5 7 17 9 9 22 4 3 3 28 36 21 25 35 6 24 1 26 32 25 4 17 9 37 20 19 0; [P4] 1 2 13 17 38 15 39 38 42 27 9 13 23 1 21 40 1 9 38 31 34 16 25 26 29 1 4 39 11 6 7 25 26 23 9 40 25 37 38 5 30 19 9 7 17 9 7 18 14 15 26 38 42 23 4 21 28 1 28 12 16 31 33 38 23 2 33 35 27 21 8 41 14 39 24 37 18 2 27 19 23 2 28 20 30 8 15 16 42 41 37 33 39 2 10 23 26 40 33 5"
