gen,changes,best,avg,worst,best_genome
0,1,-0.867,-0.463,-0.056,"[P0] 13 33 12 33 42 1 15 6 7 1 39 21 20 14 30 25 27 5 9 18 26 33 18 15 32 23 12 29 15 42 42 37 15 26 8 2 6 27 28 24 23 28 24 14 28 37 41 11 41 19 20 37 8 10 9 21 38 26 18 34 25 28 15 6 30 38 19 11 29 41 21 11 9 35 2 17 23 28 29 15 41 29 25 0 5 23 38 22 37 2 30 22 9 34 26 1 27 24 35 33; [P1] 34 19 34 40 18 30 32 32 25 25 28 29 28 20 42 33 38 20 38 27 9 41 6 21 35 13 0 23 33 3 15 31 25 20 41 38 21 29 30 6 11 25 31 6 41 3 4 20 30 16 30 36 24 15 36 4 9 1 22 1 14 31 17 41 16 7 22 22 39 25 21 0 26 15 18 10 14 36 22 5 7 27 39 20 6 1 14 37 8 30 2 10 7 37 8 26 35 37 0 28; [P2] 36 14 5 22 13 42 11 33 41 2 6 42 7 27 2 32 32 24 2 31 13 38 32 13 34 12 0 18 17 30 32 1 22 34 15 29 31 26 2 32 4 35 14 5 16 38 2 3 38 6 17 39 40 42 2 0 1 23 17 34 34 42 25 29 31 40 38 17 13 1 13 29 5 21 38 8 19 35 29 16 12 2 11 12 38 40 8 42 8 13 1 23 19 18 17 36 11 39 9 9; [P3] 31 28 7 38 2 42 3 20 29 34 19 31 32 27 13 39 18 38 12 10 28 9 18 25 40 13 26 39 14 7 1 40 0 42 6 39 20 18 27 12 24 38 35 27 6 41 36 26 29 14 30 39 35 36 22 32 36 20 14 35 10 19 15 23 28 33 35 9 12 40 41 40 29 3 40 19 37 0 35 30 27 32 32 8 37 25 24 0 37 19 25 0 15 31 41 33 24 22 0 2; [P4] 22 26 17 36 36 13 23 16 11 39 17 32 32 9 29 12 1 3 38 29 36 22 41 0 27 17 5 31 23 18 35 11 28 7 15 33 34 13 21 17 1 38 2 20 42 30 37 27 30 25 23 0 41 20 19 12 26 0 33 29 22 14 2 27 13 25 17 10 30 32 38 20 34 31 3 41 7 27 21 42 31 21 33 2 20 30 25 22 15 13 15 35 7 0 19 26 11 3 30 42"
1,1,-0.867,-0.481,-0.067,"[P0] 13 33 12 33 42 1 15 6 7 1 39 21 20 14 30 25 27 5 9 18 26 33 18 15 32 23 12 29 15 42 42 37 15 26 8 2 6 27 28 24 23 28 24 14 28 37 41 11 41 19 20 37 8 10 9 21 38 26 18 34 25 28 15 6 30 38 19 11 29 41 21 11 9 35 2 17 23 28 29 15 41 29 25 0 5 23 38 22 37 2 30 22 9 34 26 1 27 24 35 33; [P1] 34 19 34 40 18 30 32 32 25 25 28 29 28 20 42 33 38 20 38 27 9 41 6 21 35 13 0 23 33 3 15 31 25 20 41 38 21 29 30 6 11 25 31 6 41 3 4 20 30 16 30 36 24 15 36 4 9 1 22 1 14 31 17 41 16 7 22 22 39 25 21 0 26 15 18 10 14 36 22 5 7 27 39 20 6 1 14 37 8 30 2 10 7 37 8 26 35 37 0 28; [P2] 36 14 5 22 13 42 11 33 41 2 6 42 7 27 2 32 32 24 2 31 13 38 32 13 34 12 0 18 17 30 32 1 22 34 15 29 31 26 2 32 4 35 14 5 16 38 2 3 38 6 17 39 40 42 2 0 1 23 17 34 34 42 25 29 31 40 38 17 13 1 13 29 5 21 38 8 19 35 29 16 12 2 11 12 38 40 8 42 8 13 1 23 19 18 17 36 11 39 9 9; [P3] 31 28 7 38 2 42 3 20 29 34 19 31 32 27 13 39 18 38 12 10 28 9 18 25 40 13 26 39 14 7 1 40 0 42 6 39 20 18 27 12 24 38 35 27 6 41 36 26 29 14 30 39 35 36 22 32 36 20 14 35 10 19 15 23 28 33 35 9 12 40 41 40 29 3 40 19 37 0 35 30 27 32 32 8 37 25 24 0 37 19 25 0 15 31 41 33 24 22 0 2; [P4] 22 26 17 36 36 13 23 16 11 39 17 32 32 9 29 12 1 3 38 29 36 22 41 0 27 17 5 31 23 18 35 11 28 7 15 33 34 13 21 17 1 38 2 20 42 30 37 27 30 25 23 0 41 20 19 12 26 0 33 29 22 14 2 27 13 25 17 10 30 32 38 20 34 31 3 41 7 27 21 42 31 21 33 2 20 30 25 22 15 13 15 35 7 0 19 26 11 3 30 42"
2,1,-0.867,-0.480,-0.071,"[P0] 13 33 12 33 42 1 15 6 7 1 39 21 20 14 30 25 27 5 9 18 26 33 18 15 32 23 12 29 15 42 42 37 15 26 8 2 6 27 28 24 23 28 24 14 28 37 41 11 41 19 20 37 8 10 9 21 38 26 18 34 25 28 15 6 30 38 19 11 29 41 21 11 9 35 2 17 23 28 29 15 41 29 25 0 5 23 38 22 37 2 30 22 9 34 26 1 27 24 35 33; [P1] 34 19 34 40 18 30 32 32 25 25 28 29 28 20 42 33 38 20 38 27 9 41 6 21 35 13 0 23 33 3 15 31 25 20 41 38 21 29 30 6 11 25 31 6 41 3 4 20 30 16 30 36 24 15 36 4 9 1 22 1 14 31 17 41 16 7 22 22 39 25 21 0 26 15 18 10 14 36 22 5 7 27 39 20 6 1 14 37 8 30 2 10 7 37 8 26 35 37 0 28; [P2] 36 14 5 22 13 42 11 33 41 2 6 42 7 27 2 32 32 24 2 31 13 38 32 13 34 12 0 18 17 30 32 1 22 34 15 29 31 26 2 32 4 35 14 5 16 38 2 3 38 6 17 39 40 42 2 0 1 23 17 34 34 42 25 29 31 40 38 17 13 1 13 29 5 21 38 8 19 35 29 16 12 2 11 12 38 40 8 42 8 13 1 23 19 18 17 36 11 39 9 9; [P3] 31 28 7 38 2 42 3 20 29 34 19 31 32 27 13 39 18 38 12 10 28 9 18 25 40 13 26 39 14 7 1 40 0 42 6 39 20 18 27 12 24 38 35 27 6 41 36 26 29 14 30 39 35 36 22 32 36 20 14 35 10 19 15 23 28 33 35 9 12 40 41 40 29 3 40 19 37 0 35 30 27 32 32 8 37 25 24 0 37 19 25 0 15 31 41 33 24 22 0 2; [P4] 22 26 17 36 36 13 23 16 11 39 17 32 32 9 29 12 1 3 38 29 36 22 41 0 27 17 5 31 23 18 35 11 28 7 15 33 34 13 21 17 1 38 2 20 42 30 37 27 30 25 23 0 41 20 19 12 26 0 33 29 22 14 2 27 13 25 17 10 30 32 38 20 34 31 3 41 7 27 21 42 31 21 33 2 20 30 25 22 15 13 15 35 7 0 19 26 11 3 30 42"
3,1,-0.867,-0.483,-0.071,"[P0] 13 33 12 33 42 1 15 6 7 1 39 21 20 14 30 25 27 5 9 18 26 33 18 15 32 23 12 29 15 42 42 37 15 26 8 2 6 27 28 24 23 28 24 14 28 37 41 11 41 19 20 37 8 10 9 21 38 26 18 34 25 28 15 6 30 38 19 11 29 41 21 11 9 35 2 17 23 28 29 15 41 29 25 0 5 23 38 22 37 2 30 22 9 34 26 1 27 24 35 33; [P1] 34 19 34 40 18 30 32 32 25 25 28 29 28 20 42 33 38 20 38 27 9 41 6 21 35 13 0 23 33 3 15 31 25 20 41 38 21 29 30 6 11 25 31 6 41 3 4 20 30 16 30 36 24 15 36 4 9 1 22 1 14 31 17 41 16 7 22 22 39 25 21 0 26 15 18 10 14 36 22 5 7 27 39 20 6 1 14 37 8 30 2 10 7 37 8 26 35 37 0 28; [P2] 36 14 5 22 13 42 11 33 41 2 6 42 7 27 2 32 32 24 2 31 13 38 32 13 34 12 0 18 17 30 32 1 22 34 15 29 31 26 2 32 4 35 14 5 16 38 2 3 38 6 17 39 40 42 2 0 1 23 17 34 34 42 25 29 31 40 38 17 13 1 13 29 5 21 38 8 19 35 29 16 12 2 11 12 38 40 8 42 8 13 1 23 19 18 17 36 11 39 9 9; [P3] 31 28 7 38 2 42 3 20 29 34 19 31 32 27 13 39 18 38 12 10 28 9 18 25 40 13 26 39 14 7 1 40 0 42 6 39 20 18 27 12 24 38 35 27 6 41 36 26 29 14 30 39 35 36 22 32 36 20 14 35 10 19 15 23 28 33 35 9 12 40 41 40 29 3 40 19 37 0 35 30 27 32 32 8 37 25 24 0 37 19 25 0 15 31 41 33 24 22 0 2; [P4] 22 26 17 36 36 13 23 16 11 39 17 32 32 9 29 12 1 3 38 29 36 22 41 0 27 17 5 31 23 18 35 11 28 7 15 33 34 13 21 17 1 38 2 20 42 30 37 27 30 25 23 0 41 20 19 12 26 0 33 29 22 14 2 27 13 25 17 10 30 32 38 20 34 31 3 41 7 27 21 42 31 21 33 2 20 30 25 22 15 13 15 35 7 0 19 26 11 3 30 42"
4,2,-0.917,-0.482,-0.083,"[P0] 1 20 38 29 15 14 12 39 24 11 18 30 17 0 2 31 3 9 28 12 22 42 4 40 28 26 33 10 15 7 21 15 13 7 11 36 27 29 26 22 6 27 35 21 32 37 15 9 13 30 39 5 36 20 37 17 6 41 30 26 21 31 35 23 1 30 20 20 41 34 27 10 33 25 11 0 28 9 26 2 22 25 28 7 2 23 4 6 41 4 42 29 14 16 10 14 39 30 34 18; [P1] 27 9 36 28 12 17 8 22 40 6 27 29 2 35 13 36 25 28 25 27 27 21 10 40 15 24 26 32 23 4 7 6 26 0 34 7 5 13 15 34 7 1 1 21 12 38 7 5 23 41 6 41 6 41 29 39 8 19 39 32 25 32 4 30 8 26 28 17 9 41 12 7 19 9 41 14 38 28 41 2 21 36 28 17 17 33 27 7 26 39 12 16 22 6 40 30 13 21 35 18; [P2] 8 11 39 7 25 27 39 10 36 24 9 32 1 42 9 0 5 11 18 31 30 9 34 29 32 8 33 21 37 38 5 42 37 35 36 13 5 0 28 39 21 0 3 40 37 36 23 36 20 16 3 28 31 35 35 8 16 41 30 36 21 4 35 20 35 15 2 25 1 35 25 42 27 40 16 17 37 11 38 1 30 41 13 41 5 26 27 25 14 41 16 7 23 37 39 34 32 20 41 26; [P3] 39 36 19 29 26 2 32 18 5 6 13 3 39 20 7 1 26 20 36 14 16 33 41 41 2 34 19 2 35 31 14 31 2 37 4 24 32 38 1 18 35 1 33 19 5 1 0 31 7 16 23 30 3 40 28 17 39 19 1 8 15 29 20 30 6 31 16 14 14 27 41 33 2 26 34 6 2 17 11 40 12 2 31 37 28 18 5 33 29 15 26 35 22 41 19 39 31 25 39 25; [P4] 38 26 35 39 33 29 21 34 1 36 1 0 22 10 25 15 39 19 23 2 9 12 13 28 17 17 6 28 16 39 1 8 32 24 21 39 17 41 27 18 12 0 27 9 26 39 25 0 1 27 11 39 24 27 11 0 17 10 21 4 34 42 36 39 3 19 4 8 15 16 11 6 42 22 18 9 16 38 29 33 16 5 6 13 36 5 5 5 6 41 16 21 20 8 22 40 12 6 14 21"
5,2,-0.917,-0.488,-0.067,"[P0] 1 20 38 29 15 14 12 39 24 11 18 30 17 0 2 31 3 9 28 12 22 42 4 40 28 26 33 10 15 7 21 15 13 7 11 36 27 29 26 22 6 27 35 21 32 37 15 9 13 30 39 5 36 20 37 17 6 41 30 26 21 31 35 23 1 30 20 20 41 34 27 10 33 25 11 0 28 9 26 2 22 25 28 7 2 23 4 6 41 4 42 29 14 16 10 14 39 30 34 18; [P1] 27 9 36 28 12 17 8 22 40 6 27 29 2 35 13 36 25 28 25 27 27 21 10 40 15 24 26 32 23 4 7 6 26 0 34 7 5 13 15 34 7 1 1 21 12 38 7 5 23 41 6 41 6 41 29 39 8 19 39 32 25 32 4 30 8 26 28 17 9 41 12 7 19 9 41 14 38 28 41 2 21 36 28 17 17 33 27 7 26 39 12 16 22 6 40 30 13 21 35 18; [P2] 8 11 39 7 25 27 39 10 36 24 9 32 1 42 9 0 5 11 18 31 30 9 34 29 32 8 33 21 37 38 5 42 37 35 36 13 5 0 28 39 21 0 3 40 37 36 23 36 20 16 3 28 31 35 35 8 16 41 30 36 21 4 35 20 35 15 2 25 1 35 25 42 27 40 16 17 37 11 38 1 30 41 13 41 5 26 27 25 14 41 16 7 23 37 39 34 32 20 41 26; [P3] 39 36 19 29 26 2 32 18 5 6 13 3 39 20 7 1 26 20 36 14 16 33 41 41 2 34 19 2 35 31 14 31 2 37 4 24 32 38 1 18 35 1 33 19 5 1 0 31 7 16 23 30 3 40 28 17 39 19 1 8 15 29 20 30 6 31 16 14 14 27 41 33 2 26 34 6 2 17 11 40 12 2 31 37 28 18 5 33 29 15 26 35 22 41 19 39 31 25 39 25; [P4] 38 26 35 39 33 29 21 34 1 36 1 0 22 10 25 15 39 19 23 2 9 12 13 28 17 17 6 28 16 39 1 8 32 24 21 39 17 41 27 18 12 0 27 9 26 39 25 0 1 27 11 39 24 27 11 0 17 10 21 4 34 42 36 39 3 19 4 8 15 16 11 6 42 22 18 9 16 38 29 33 16 5 6 13 36 5 5 5 6 41 16 21 20 8 22 40 12 6 14 21"
6,3,-0.923,-0.487,-0.077,"[P0] 4 42 34 31 7 24 2 36 14 16 31 21 8 13 23 29 29 7 9 15 33 9 36 31 23 0 33 5 33 34 5 12 38 11 1 37 6 0 28 8 19 19 14 8 19 37 15 24 21 29 26 42 1 20 11 38 40 41 41 31 26 35 7 6 37 11 6 5 21 12 40 2 24 13 24 6 27 37 40 32 9 11 8 9 30 22 20 15 1 1 35 30 24 9 29 12 31 30 40 39; [P1] 10 37 26 5 39 11 36 21 31 18 0 39 31 32 21 23 21 19 19 10 22 31 16 15 5 15 4 41 39 12 23 39 14 39 29 13 39 35 15 0 20 23 33 27 30 37 35 6 29 12 1 35 14 33 17 20 10 22 9 39 27 41 2 10 0 41 9 21 9 20 16 40 34 14 15 5 37 24 2 8 24 5 14 2 3 13 8 11 5 20 40 27 17 28 11 26 36 28 12 18; [P2] 24 0 26 5 36 21 37 41 0 23 6 13 1 27 35 37 42 11 27 0 29 26 11 30 41 22 32 2 23 22 25 1 14 26 11 22 38 36 39 40 16 2 15 26 25 32 37 27 16 21 5 14 30 5 25 29 38 6 5 15 11 14 20 32 16 13 38 25 39 24 38 28 28 17 14 40 26 39 16 18 27 41 26 41 17 2 36 5 1 31 4 34 41 26 9 33 35 36 24 21; [P3] 39 36 19 29 26 2 32 18 5 6 13 3 39 20 7 1 26 20 36 14 16 33 41 41 2 34 19 2 35 31 14 31 2 37 4 24 32 38 1 18 35 1 33 19 5 1 37 31 7 16 23 30 3 40 28 17 39 19 1 8 15 29 20 30 6 31 16 14 14 27 41 33 2 26 33 6 2 17 11 40 12 2 31 37 28 18 5 33 29 15 26 35 22 41 19 39 31 25 39 25; [P4] 38 26 35 39 33 29 21 34 1 36 1 0 22 10 25 15 39 19 23 2 9 12 13 28 17 17 6 28 16 39 1 8 32 24 21 39 17 41 27 18 12 0 27 9 26 39 25 0 1 27 11 39 24 27 11 0 17 10 21 4 34 42 36 39 3 19 4 8 15 16 11 6 42 22 18 9 16 38 29 33 16 5 6 13 36 5 5 5 6 41 16 21 20 8 22 40 12 6 14 21"
7,3,-0.923,-0.480,-0.071,"[P0] 4 42 34 31 7 24 2 36 14 16 31 21 8 13 23 29 29 7 9 15 33 9 36 31 23 0 33 5 33 34 5 12 38 11 1 37 6 0 28 8 19 19 14 8 19 37 15 24 21 29 26 42 1 20 11 38 40 41 41 31 26 35 7 6 37 11 6 5 21 12 40 2 24 13 24 6 27 37 40 32 9 11 8 9 30 22 20 15 1 1 35 30 24 9 29 12 31 30 40 39; [P1] 10 37 26 5 39 11 36 21 31 18 0 39 31 32 21 23 21 19 19 10 22 31 16 15 5 15 4 41 39 12 23 39 14 39 29 13 39 35 15 0 20 23 33 27 30 37 35 6 29 12 1 35 14 33 17 20 10 22 9 39 27 41 2 10 0 41 9 21 9 20 16 40 34 14 15 5 37 24 2 8 24 5 14 2 3 13 8 11 5 20 40 27 17 28 11 26 36 28 12 18; [P2] 24 0 26 5 36 21 37 41 0 23 6 13 1 27 35 37 42 11 27 0 29 26 11 30 41 22 32 2 23 22 25 1 14 26 11 22 38 36 39 40 16 2 15 26 25 32 37 27 16 21 5 14 30 5 25 29 38 6 5 15 11 14 20 32 16 13 38 25 39 24 38 28 28 17 14 40 26 39 16 18 27 41 26 41 17 2 36 5 1 31 4 34 41 26 9 33 35 36 24 21; [P3] 39 36 19 29 26 2 32 18 5 6 13 3 39 20 7 1 26 20 36 14 16 33 41 41 2 34 19 2 35 31 14 31 2 37 4 24 32 38 1 18 35 1 33 19 5 1 37 31 7 16 23 30 3 40 28 17 39 19 1 8 15 29 20 30 6 31 16 14 14 27 41 33 2 26 33 6 2 17 11 40 12 2 31 37 28 18 5 33 29 15 26 35 22 41 19 39 31 25 39 25; [P4] 38 26 35 39 33 29 21 34 1 36 1 0 22 10 25 15 39 19 23 2 9 12 13 28 17 17 6 28 16 39 1 8 32 24 21 39 17 41 27 18 12 0 27 9 26 39 25 0 1 27 11 39 24 27 11 0 17 10 21 4 34 42 36 39 3 19 4 8 15 16 11 6 42 22 18 9 16 38 29 33 16 5 6 13 36 5 5 5 6 41 16 21 20 8 22 40 12 6 14 21"
8,3,-0.923,-0.491,-0.077,"[P0] 4 42 34 31 7 24 2 36 14 16 31 21 8 13 23 29 29 7 9 15 33 9 36 31 23 0 33 5 33 34 5 12 38 11 1 37 6 0 28 8 19 19 14 8 19 37 15 24 21 29 26 42 1 20 11 38 40 41 41 31 26 35 7 6 37 11 6 5 21 12 40 2 24 13 24 6 27 37 40 32 9 11 8 9 30 22 20 15 1 1 35 30 24 9 29 12 31 30 40 39; [P1] 10 37 26 5 39 11 36 21 31 18 0 39 31 32 21 23 21 19 19 10 22 31 16 15 5 15 4 41 39 12 23 39 14 39 29 13 39 35 15 0 20 23 33 27 30 37 35 6 29 12 1 35 14 33 17 20 10 22 9 39 27 41 2 10 0 41 9 21 9 20 16 40 34 14 15 5 37 24 2 8 24 5 14 2 3 13 8 11 5 20 40 27 17 28 11 26 36 28 12 18; [P2] 24 0 26 5 36 21 37 41 0 23 6 13 1 27 35 37 42 11 27 0 29 26 11 30 41 22 32 2 23 22 25 1 14 26 11 22 38 36 39 40 16 2 15 26 25 32 37 27 16 21 5 14 30 5 25 29 38 6 5 15 11 14 20 32 16 13 38 25 39 24 38 28 28 17 14 40 26 39 16 18 27 41 26 41 17 2 36 5 1 31 4 34 41 26 9 33 35 36 24 21; [P3] 39 36 19 29 26 2 32 18 5 6 13 3 39 20 7 1 26 20 36 14 16 33 41 41 2 34 19 2 35 31 14 31 2 37 4 24 32 38 1 18 35 1 33 19 5 1 37 31 7 16 23 30 3 40 28 17 39 19 1 8 15 29 20 30 6 31 16 14 14 27 41 33 2 26 33 6 2 17 11 40 12 2 31 37 28 18 5 33 29 15 26 35 22 41 19 39 31 25 39 25; [P4] 38 26 35 39 33 29 21 34 1 36 1 0 22 10 25 15 39 19 23 2 9 12 13 28 17 17 6 28 16 39 1 8 32 24 21 39 17 41 27 18 12 0 27 9 26 39 25 0 1 27 11 39 24 27 11 0 17 10 21 4 34 42 36 39 3 19 4 8 15 16 11 6 42 22 18 9 16 38 29 33 16 5 6 13 36 5 5 5 6 41 16 21 20 8 22 40 12 6 14 21"
9,3,-0.923,-0.493,-0.077,"[P0] 4 42 34 31 7 24 2 36 14 16 31 21 8 13 23 29 29 7 9 15 33 9 36 31 23 0 33 5 33 34 5 12 38 11 1 37 6 0 28 8 19 19 14 8 19 37 15 24 21 29 26 42 1 20 11 38 40 41 41 31 26 35 7 6 37 11 6 5 21 12 40 2 24 13 24 6 27 37 40 32 9 11 8 9 30 22 20 15 1 1 35 30 24 9 29 12 31 30 40 39; [P1] 10 37 26 5 39 11 36 21 31 18 0 39 31 32 21 23 21 19 19 10 22 31 16 15 5 15 4 41 39 12 23 39 14 39 29 13 39 35 15 0 20 23 33 27 30 37 35 6 29 12 1 35 14 33 17 20 10 22 9 39 27 41 2 10 0 41 9 21 9 20 16 40 34 14 15 5 37 24 2 8 24 5 14 2 3 13 8 11 5 20 40 27 17 28 11 26 36 28 12 18; [P2] 24 0 26 5 36 21 37 41 0 23 6 13 1 27 35 37 42 11 27 0 29 26 11 30 41 22 32 2 23 22 25 1 14 26 11 22 38 36 39 40 16 2 15 26 25 32 37 27 16 21 5 14 30 5 25 29 38 6 5 15 11 14 20 32 16 13 38 25 39 24 38 28 28 17 14 40 26 39 16 18 27 41 26 41 17 2 36 5 1 31 4 34 41 26 9 33 35 36 24 21; [P3] 39 36 19 29 26 2 32 18 5 6 13 3 39 20 7 1 26 20 36 14 16 33 41 41 2 34 19 2 35 31 14 31 2 37 4 24 32 38 1 18 35 1 33 19 5 1 37 31 7 16 23 30 3 40 28 17 39 19 1 8 15 29 20 30 6 31 16 14 14 27 41 33 2 26 33 6 2 17 11 40 12 2 31 37 28 18 5 33 29 15 26 35 22 41 19 39 31 25 39 25; [P4] 38 26 35 39 33 29 21 34 1 36 1 0 22 10 25 15 39 19 23 2 9 12 13 28 17 17 6 28 16 39 1 8 32 24 21 39 17 41 27 18 12 0 27 9 26 39 25 0 1 27 11 39 24 27 11 0 17 10 21 4 34 42 36 39 3 19 4 8 15 16 11 6 42 22 18 9 16 38 29 33 16 5 6 13 36 5 5 5 6 41 16 21 20 8 22 40 12 6 14 21"
