gen,changes,best,avg,worst,best_genome
0,1,-0.750,-0.403,-0.053,"[P0] 42 39 28 28 4 20 20 27 6 11 28 22 23 29 23 10 13 38 36 13 39 0 27 14 15 24 28 23 14 39 19 3 11 6 29 33 13 36 31 0 10 16 8 9 36 37 5 22 30 42 27 0 40 42 42 34 18 13 39 7 35 28 16 42 7 5 19 18 28 1 28 20 41 35 36 11 40 35 15 24 41 27 4 11 4 6 13 34 39 6 36 31 7 8 26 4 41 34 29 8; [P1] 9 40 20 23 21 28 28 16 9 12 35 39 2 11 31 22 41 14 12 19 41 9 39 15 29 4 29 11 34 22 15 34 7 27 2 24 35 31 25 24 34 6 16 27 7 38 32 41 11 29 10 3 33 37 13 2 0 40 28 12 9 35 6 27 2 3 3 21 0 36 21 14 40 7 12 5 2 21 11 21 14 16 0 1 26 36 24 29 35 7 8 19 4 14 14 2 30 42 15 10; [P2] 2 35 37 13 18 0 18 10 40 41 33 13 15 41 19 37 4 2 4 37 4 6 2 7 24 8 2 9 29 8 16 15 22 32 6 23 9 9 4 35 32 19 33 30 5 37 22 37 11 32 19 39 14 31 10 32 26 35 24 18 13 30 37 4 10 22 31 16 19 7 33 10 0 19 18 4 31 17 39 20 1 24 29 1 8 32 3 20 2 25 3 27 1 22 15 22 8 10 29 19; [P3] 42 15 4 30 22 7 40 40 5 6 4 20 7 30 2 29 26 23 1 17 34 11 11 35 4 23 40 36 6 5 42 16 24 28 21 9 22 23 23 5 3 0 23 13 26 23 21 28 13 27 26 25 29 34 2 0 0 36 7 8 37 42 23 10 1 33 30 13 41 25 38 7 22 28 13 33 35 33 29 15 33 34 31 10 36 17 41 24 31 16 21 38 10 14 19 2 17 12 39 27; [P4] 5 0 29 28 17 23 30 0 29 14 33 9 19 10 0 23 10 40 0 18 27 25 23 5 35 15 41 40 24 2 25 9 29 16 30 9 40 6 15 18 37 15 7 19 36 10 38 20 17 13 21 29 3 15 13 11 10 16 25 29 14 2 24 14 22 9 23 25 5 2 17 10 27 29 36 11 35 2 39 8 24 12 25 16 19 3 2 13 13 21 39 25 40 36 26 33 33 5 37 19"
1,2,-0.789,-0.414,-0.063,"[P0] 23 1 32 28 41 14 8 40 19 10 24 2 21 39 36 34 8 17 17 30 28 31 27 42 0 7 40 25 20 20 3 4 41 35 31 26 20 37 2 27 37 7 32 25 13 1 31 1 23 26 22 38 3 15 0 24 27 18 38 23 7 31 25 34 26 3 4 14 9 10 28 37 37 21 29 22 15 12 9 3 7 2 27 19 35 12 27 8 11 33 8 10 24 34 35 21 29 38 39 20; [P1] 17 38 23 16 29 24 24 31 42 0 40 26 14 15 13 23 21 6 23 23 41 14 11 39 25 35 40 8 15 11 19 20 22 38 14 20 41 1 16 2 15 1 16 10 32 33 6 11 11 33 22 11 3 31 25 28 8 25 31 22 17 20 2 19 2 24 20 7 23 24 41 39 5 27 17 39 6 38 6 7 29 37 13 14 42 7 30 31 33 27 18 31 5 31 9 7 41 34 11 33; [P2] 42 35 15 29 34 10 37 19 28 42 17 38 39 36 41 25 23 25 40 30 37 36 31 42 2 11 38 5 27 21 16 29 0 18 29 19 16 23 12 17 28 10 13 0 4 22 25 18 27 7 21 6 29 41 41 41 24 41 20 38 34 19 35 28 26 14 3 1 39 40 10 15 6 37 26 30 14 23 16 26 14 39 38 39 25 22 8 21 27 8 39 36 22 20 19 15 17 16 23 26; [P3] 37 39 9 17 23 34 28 5 21 11 14 28 33 33 42 0 40 12 34 28 12 25 23 16 34 7 5 22 42 3 3 7 20 35 41 23 8 23 34 7 9 1 9 9 23 30 10 40 39 9 0 38 34 17 5 25 42 2 16 1 4 32 2 24 32 26 13 24 28 3 11 28 0 35 18 41 2 1 17 7 27 22 6 3 7 7 16 2 4 5 39 23 32 13 24 8 13 23 26 3; [P4] 37 1 26 4 22 1 13 25 31 16 23 35 18 22 17 19 1 12 22 7 41 12 9 39 35 34 13 4 14 29 40 30 9 22 15 2 20 39 22 0 38 18 42 41 39 26 32 6 4 21 25 27 3 13 25 18 20 25 4 15 25 11 9 41 7 30 31 26 9 29 35 20 38 23 6 32 36 19 27 40 22 29 16 2 1 17 1 22 31 13 31 35 26 3 2 12 32 20 26 27"
2,3,-0.810,-0.417,-0.067,"[P0] 21 42 16 25 28 39 29 11 16 37 35 24 0 9 18 25 21 1 17 33 28 3 26 1 15 3 27 10 22 42 29 21 34 28 40 15 20 10 40 20 28 41 16 25 1 37 10 8 27 37 40 22 12 36 0 36 25 6 11 26 31 14 9 37 25 17 15 12 8 14 34 3 28 38 40 8 3 20 31 40 7 28 34 41 31 31 23 7 29 42 34 1 39 14 19 20 20 11 41 31; [P1] 14 23 16 40 19 0 9 7 2 9 8 19 22 26 38 27 28 12 24 34 34 13 4 19 30 1 7 11 21 22 27 16 22 24 42 1 23 21 21 19 7 13 25 20 3 22 39 1 24 42 17 23 31 24 23 30 19 40 28 39 39 26 16 5 23 40 0 0 28 39 5 25 6 0 34 11 25 1 6 38 17 21 39 37 24 37 8 20 33 29 40 3 27 14 16 28 38 37 35 31; [P2] 22 2 5 6 42 7 32 35 12 17 41 3 0 7 11 21 2 24 37 14 31 16 22 8 11 40 24 18 9 36 18 5 21 18 11 16 21 34 13 1 37 19 12 26 1 35 1 33 20 8 39 25 13 33 17 42 42 27 38 32 27 22 33 38 34 38 41 6 1 13 3 0 22 23 41 39 37 35 35 34 18 1 42 35 39 18 42 12 2 20 14 27 1 30 27 29 8 6 11 38; [P3] 26 4 32 36 28 37 37 13 26 5 16 18 20 39 31 24 5 1 18 3 33 38 0 31 1 35 31 17 5 39 0 16 2 3 3 42 20 19 26 8 4 29 0 37 2 40 17 12 10 14 5 7 22 2 33 25 30 30 17 25 3 24 30 41 38 36 9 25 23 40 29 0 10 23 5 27 8 20 20 0 26 15 35 18 39 34 8 25 13 3 10 15 31 18 33 30 20 26 12 13; [P4] 34 11 15 31 16 26 27 21 13 17 1 39 12 4 3 6 25 28 6 28 19 10 7 25 29 6 27 11 20 35 13 39 31 33 8 2 38 23 10 24 32 16 26 6 23 22 8 41 0 39 18 5 30 8 39 32 13 5 21 14 35 3 25 15 32 36 31 38 3 2 36 40 4 31 8 0 31 18 23 3 24 32 2 18 23 17 26 23 24 24 36 25 9 26 40 0 35 4 1 17"
3,3,-0.810,-0.411,-0.067,"[P0] 21 42 16 25 28 39 29 11 16 37 35 24 0 9 18 25 21 1 17 33 28 3 26 1 15 3 27 10 22 42 29 21 34 28 40 15 20 10 40 20 28 41 16 25 1 37 10 8 27 37 40 22 12 36 0 36 25 6 11 26 31 14 9 37 25 17 15 12 8 14 34 3 28 38 40 8 3 20 31 40 7 28 34 41 31 31 23 7 29 42 34 1 39 14 19 20 20 11 41 31; [P1] 14 23 16 40 19 0 9 7 2 9 8 19 22 26 38 27 28 12 24 34 34 13 4 19 30 1 7 11 21 22 27 16 22 24 42 1 23 21 21 19 7 13 25 20 3 22 39 1 24 42 17 23 31 24 23 30 19 40 28 39 39 26 16 5 23 40 0 0 28 39 5 25 6 0 34 11 25 1 6 38 17 21 39 37 24 37 8 20 33 29 40 3 27 14 16 28 38 37 35 31; [P2] 22 2 5 6 42 7 32 35 12 17 41 3 0 7 11 21 2 24 37 14 31 16 22 8 11 40 24 18 9 36 18 5 21 18 11 16 21 34 13 1 37 19 12 26 1 35 1 33 20 8 39 25 13 33 17 42 42 27 38 32 27 22 33 38 34 38 41 6 1 13 3 0 22 23 41 39 37 35 35 34 18 1 42 35 39 18 42 12 2 20 14 27 1 30 27 29 8 6 11 38; [P3] 26 4 32 36 28 37 37 13 26 5 16 18 20 39 31 24 5 1 18 3 33 38 0 31 1 35 31 17 5 39 0 16 2 3 3 42 20 19 26 8 4 29 0 37 2 40 17 12 10 14 5 7 22 2 33 25 30 30 17 25 3 24 30 41 38 36 9 25 23 40 29 0 10 23 5 27 8 20 20 0 26 15 35 18 39 34 8 25 13 3 10 15 31 18 33 30 20 26 12 13; [P4] 34 11 15 31 16 26 27 21 13 17 1 39 12 4 3 6 25 28 6 28 19 10 7 25 29 6 27 11 20 35 13 39 31 33 8 2 38 23 10 24 32 16 26 6 23 22 8 41 0 39 18 5 30 8 39 32 13 5 21 14 35 3 25 15 32 36 31 38 3 2 36 40 4 31 8 0 31 18 23 3 24 32 2 18 23 17 26 23 24 24 36 25 9 26 40 0 35 4 1 17"
4,3,-0.810,-0.411,-0.063,"[P0] 21 42 16 25 28 39 29 11 16 37 35 24 0 9 18 25 21 1 17 33 28 3 26 1 15 3 27 10 22 42 29 21 34 28 40 15 20 10 40 20 28 41 16 25 1 37 10 8 27 37 40 22 12 36 0 36 25 6 11 26 31 14 9 37 25 17 15 12 8 14 34 3 28 38 40 8 3 20 31 40 7 28 34 41 31 31 23 7 29 42 34 1 39 14 19 20 20 11 41 31; [P1] 14 23 16 40 19 0 9 7 2 9 8 19 22 26 38 27 28 12 24 34 34 13 4 19 30 1 7 11 21 22 27 16 22 24 42 1 23 21 21 19 7 13 25 20 3 22 39 1 24 42 17 23 31 24 23 30 19 40 28 39 39 26 16 5 23 40 0 0 28 39 5 25 6 0 34 11 25 1 6 38 17 21 39 37 24 37 8 20 33 29 40 3 27 14 16 28 38 37 35 31; [P2] 22 2 5 6 42 7 32 35 12 17 41 3 0 7 11 21 2 24 37 14 31 16 22 8 11 40 24 18 9 36 18 5 21 18 11 16 21 34 13 1 37 19 12 26 1 35 1 33 20 8 39 25 13 33 17 42 42 27 38 32 27 22 33 38 34 38 41 6 1 13 3 0 22 23 41 39 37 35 35 34 18 1 42 35 39 18 42 12 2 20 14 27 1 30 27 29 8 6 11 38; [P3] 26 4 32 36 28 37 37 13 26 5 16 18 20 39 31 24 5 1 18 3 33 38 0 31 1 35 31 17 5 39 0 16 2 3 3 42 20 19 26 8 4 29 0 37 2 40 17 12 10 14 5 7 22 2 33 25 30 30 17 25 3 24 30 41 38 36 9 25 23 40 29 0 10 23 5 27 8 20 20 0 26 15 35 18 39 34 8 25 13 3 10 15 31 18 33 30 20 26 12 13; [P4] 34 11 15 31 16 26 27 21 13 17 1 39 12 4 3 6 25 28 6 28 19 10 7 25 29 6 27 11 20 35 13 39 31 33 8 2 38 23 10 24 32 16 26 6 23 22 8 41 0 39 18 5 30 8 39 32 13 5 21 14 35 3 25 15 32 36 31 38 3 2 36 40 4 31 8 0 31 18 23 3 24 32 2 18 23 17 26 23 24 24 36 25 9 26 40 0 35 4 1 17"
5,3,-0.810,-0.418,-0.063,"[P0] 21 42 16 25 28 39 29 11 16 37 35 24 0 9 18 25 21 1 17 33 28 3 26 1 15 3 27 10 22 42 29 21 34 28 40 15 20 10 40 20 28 41 16 25 1 37 10 8 27 37 40 22 12 36 0 36 25 6 11 26 31 14 9 37 25 17 15 12 8 14 34 3 28 38 40 8 3 20 31 40 7 28 34 41 31 31 23 7 29 42 34 1 39 14 19 20 20 11 41 31; [P1] 14 23 16 40 19 0 9 7 2 9 8 19 22 26 38 27 28 12 24 34 34 13 4 19 30 1 7 11 21 22 27 16 22 24 42 1 23 21 21 19 7 13 25 20 3 22 39 1 24 42 17 23 31 24 23 30 19 40 28 39 39 26 16 5 23 40 0 0 28 39 5 25 6 0 34 11 25 1 6 38 17 21 39 37 24 37 8 20 33 29 40 3 27 14 16 28 38 37 35 31; [P2] 22 2 5 6 42 7 32 35 12 17 41 3 0 7 11 21 2 24 37 14 31 16 22 8 11 40 24 18 9 36 18 5 21 18 11 16 21 34 13 1 37 19 12 26 1 35 1 33 20 8 39 25 13 33 17 42 42 27 38 32 27 22 33 38 34 38 41 6 1 13 3 0 22 23 41 39 37 35 35 34 18 1 42 35 39 18 42 12 2 20 14 27 1 30 27 29 8 6 11 38; [P3] 26 4 32 36 28 37 37 13 26 5 16 18 20 39 31 24 5 1 18 3 33 38 0 31 1 35 31 17 5 39 0 16 2 3 3 42 20 19 26 8 4 29 0 37 2 40 17 12 10 14 5 7 22 2 33 25 30 30 17 25 3 24 30 41 38 36 9 25 23 40 29 0 10 23 5 27 8 20 20 0 26 15 35 18 39 34 8 25 13 3 10 15 31 18 33 30 20 26 12 13; [P4] 34 11 15 31 16 26 27 21 13 17 1 39 12 4 3 6 25 28 6 28 19 10 7 25 29 6 27 11 20 35 13 39 31 33 8 2 38 23 10 24 32 16 26 6 23 22 8 41 0 39 18 5 30 8 39 32 13 5 21 14 35 3 25 15 32 36 31 38 3 2 36 40 4 31 8 0 31 18 23 3 24 32 2 18 23 17 26 23 24 24 36 25 9 26 40 0 35 4 1 17"
6,3,-0.810,-0.412,-0.071,"[P0] 21 42 16 25 28 39 29 11 16 37 35 24 0 9 18 25 21 1 17 33 28 3 26 1 15 3 27 10 22 42 29 21 34 28 40 15 20 10 40 20 28 41 16 25 1 37 10 8 27 37 40 22 12 36 0 36 25 6 11 26 31 14 9 37 25 17 15 12 8 14 34 3 28 38 40 8 3 20 31 40 7 28 34 41 31 31 23 7 29 42 34 1 39 14 19 20 20 11 41 31; [P1] 14 23 16 40 19 0 9 7 2 9 8 19 22 26 38 27 28 12 24 34 34 13 4 19 30 1 7 11 21 22 27 16 22 24 42 1 23 21 21 19 7 13 25 20 3 22 39 1 24 42 17 23 31 24 23 30 19 40 28 39 39 26 16 5 23 40 0 0 28 39 5 25 6 0 34 11 25 1 6 38 17 21 39 37 24 37 8 20 33 29 40 3 27 14 16 28 38 37 35 31; [P2] 22 2 5 6 42 7 32 35 12 17 41 3 0 7 11 21 2 24 37 14 31 16 22 8 11 40 24 18 9 36 18 5 21 18 11 16 21 34 13 1 37 19 12 26 1 35 1 33 20 8 39 25 13 33 17 42 42 27 38 32 27 22 33 38 34 38 41 6 1 13 3 0 22 23 41 39 37 35 35 34 18 1 42 35 39 18 42 12 2 20 14 27 1 30 27 29 8 6 11 38; [P3] 26 4 32 36 28 37 37 13 26 5 16 18 20 39 31 24 5 1 18 3 33 38 0 31 1 35 31 17 5 39 0 16 2 3 3 42 20 19 26 8 4 29 0 37 2 40 17 12 10 14 5 7 22 2 33 25 30 30 17 25 3 24 30 41 38 36 9 25 23 40 29 0 10 23 5 27 8 20 20 0 26 15 35 18 39 34 8 25 13 3 10 15 31 18 33 30 20 26 12 13; [P4] 34 11 15 31 16 26 27 21 13 17 1 39 12 4 3 6 25 28 6 28 19 10 7 25 29 6 27 11 20 35 13 39 31 33 8 2 38 23 10 24 32 16 26 6 23 22 8 41 0 39 18 5 30 8 39 32 13 5 21 14 35 3 25 15 32 36 31 38 3 2 36 40 4 31 8 0 31 18 23 3 24 32 2 18 23 17 26 23 24 24 36 25 9 26 40 0 35 4 1 17"
7,3,-0.810,-0.413,-0.063,"[P0] 21 42 16 25 28 39 29 11 16 37 35 24 0 9 18 25 21 1 17 33 28 3 26 1 15 3 27 10 22 42 29 21 34 28 40 15 20 10 40 20 28 41 16 25 1 37 10 8 27 37 40 22 12 36 0 36 25 6 11 26 31 14 9 37 25 17 15 12 8 14 34 3 28 38 40 8 3 20 31 40 7 28 34 41 31 31 23 7 29 42 34 1 39 14 19 20 20 11 41 31; [P1] 14 23 16 40 19 0 9 7 2 9 8 19 22 26 38 27 28 12 24 34 34 13 4 19 30 1 7 11 21 22 27 16 22 24 42 1 23 21 21 19 7 13 25 20 3 22 39 1 24 42 17 23 31 24 23 30 19 40 28 39 39 26 16 5 23 40 0 0 28 39 5 25 6 0 34 11 25 1 6 38 17 21 39 37 24 37 8 20 33 29 40 3 27 14 16 28 38 37 35 31; [P2] 22 2 5 6 42 7 32 35 12 17 41 3 0 7 11 21 2 24 37 14 31 16 22 8 11 40 24 18 9 36 18 5 21 18 11 16 21 34 13 1 37 19 12 26 1 35 1 33 20 8 39 25 13 33 17 42 42 27 38 32 27 22 33 38 34 38 41 6 1 13 3 0 22 23 41 39 37 35 35 34 18 1 42 35 39 18 42 12 2 20 14 27 1 30 27 29 8 6 11 38; [P3] 26 4 32 36 28 37 37 13 26 5 16 18 20 39 31 24 5 1 18 3 33 38 0 31 1 35 31 17 5 39 0 16 2 3 3 42 20 19 26 8 4 29 0 37 2 40 17 12 10 14 5 7 22 2 33 25 30 30 17 25 3 24 30 41 38 36 9 25 23 40 29 0 10 23 5 27 8 20 20 0 26 15 35 18 39 34 8 25 13 3 10 15 31 18 33 30 20 26 12 13; [P4] 34 11 15 31 16 26 27 21 13 17 1 39 12 4 3 6 25 28 6 28 19 10 7 25 29 6 27 11 20 35 13 39 31 33 8 2 38 23 10 24 32 16 26 6 23 22 8 41 0 39 18 5 30 8 39 32 13 5 21 14 35 3 25 15 32 36 31 38 3 2 36 40 4 31 8 0 31 18 23 3 24 32 2 18 23 17 26 23 24 24 36 25 9 26 40 0 35 4 1 17"
8,4,-0.813,-0.413,-0.077,"[P0] 12 31 30 13 35 0 23 28 38 12 35 40 21 42 39 4 25 29 5 27 12 13 6 36 15 38 9 36 41 42 36 18 13 36 21 35 40 42 2 36 17 15 1 16 16 29 28 5 7 0 30 24 28 17 12 32 23 16 42 42 3 34 29 26 41 39 12 26 18 41 2 3 11 4 1 39 31 25 10 21 0 31 0 41 1 6 6 25 37 31 36 27 31 1 26 0 27 18 5 37; [P1] 5 26 27 38 22 33 9 0 30 39 3 6 6 2 37 0 40 39 0 0 17 42 19 28 17 42 37 4 13 4 26 20 17 0 30 30 37 0 19 39 13 21 24 32 6 28 38 12 20 37 17 41 0 40 26 30 39 22 1 29 3 4 36 42 39 2 14 13 9 2 17 17 2 13 26 17 34 29 13 16 41 22 22 26 12 2 2 6 23 4 31 12 38 4 30 42 14 34 36 14; [P2] 17 37 14 36 18 39 38 20 35 5 28 4 30 41 18 14 5 38 26 4 39 18 39 34 8 36 26 2 35 22 19 41 39 40 32 1 0 13 24 26 20 18 11 15 14 35 24 38 41 19 19 19 6 0 26 5 11 22 24 39 27 23 33 25 28 21 6 6 13 24 22 1 0 38 37 30 40 2 1 40 36 13 24 42 24 12 23 13 5 20 9 38 40 32 22 20 25 21 23 11; [P3] 19 39 4 5 25 17 5 6 39 1 39 16 14 8 38 17 20 21 32 0 40 27 8 12 33 8 0 39 22 29 1 21 1 39 7 5 4 37 28 8 15 38 16 33 32 13 27 14 18 19 13 16 16 28 1 12 8 37 42 7 31 13 1 7 31 40 23 27 31 1 6 10 20 21 0 19 22 26 29 15 19 16 30 37 28 38 20 4 22 22 37 6 30 3 21 37 22 23 30 37; [P4] 37 1 26 4 22 1 13 25 31 16 23 35 18 22 17 19 1 12 1 7 41 12 9 39 35 34 13 4 14 29 40 30 9 22 15 2 20 39 22 0 38 18 42 41 39 26 32 6 4 41 25 27 3 13 25 18 20 25 4 15 25 11 9 41 7 30 31 1 9 29 35 20 38 23 6 32 36 19 26 40 22 29 16 2 1 17 1 22 31 13 31 35 26 3 2 12 32 20 26 27"
9,4,-0.813,-0.415,-0.077,"[P0] 12 31 30 13 35 0 23 28 38 12 35 40 21 42 39 4 25 29 5 27 12 13 6 36 15 38 9 36 41 42 36 18 13 36 21 35 40 42 2 36 17 15 1 16 16 29 28 5 7 0 30 24 28 17 12 32 23 16 42 42 3 34 29 26 41 39 12 26 18 41 2 3 11 4 1 39 31 25 10 21 0 31 0 41 1 6 6 25 37 31 36 27 31 1 26 0 27 18 5 37; [P1] 5 26 27 38 22 33 9 0 30 39 3 6 6 2 37 0 40 39 0 0 17 42 19 28 17 42 37 4 13 4 26 20 17 0 30 30 37 0 19 39 13 21 24 32 6 28 38 12 20 37 17 41 0 40 26 30 39 22 1 29 3 4 36 42 39 2 14 13 9 2 17 17 2 13 26 17 34 29 13 16 41 22 22 26 12 2 2 6 23 4 31 12 38 4 30 42 14 34 36 14; [P2] 17 37 14 36 18 39 38 20 35 5 28 4 30 41 18 14 5 38 26 4 39 18 39 34 8 36 26 2 35 22 19 41 39 40 32 1 0 13 24 26 20 18 11 15 14 35 24 38 41 19 19 19 6 0 26 5 11 22 24 39 27 23 33 25 28 21 6 6 13 24 22 1 0 38 37 30 40 2 1 40 36 13 24 42 24 12 23 13 5 20 9 38 40 32 22 20 25 21 23 11; [P3] 19 39 4 5 25 17 5 6 39 1 39 16 14 8 38 17 20 21 32 0 40 27 8 12 33 8 0 39 22 29 1 21 1 39 7 5 4 37 28 8 15 38 16 33 32 13 27 14 18 19 13 16 16 28 1 12 8 37 42 7 31 13 1 7 31 40 23 27 31 1 6 10 20 21 0 19 22 26 29 15 19 16 30 37 28 38 20 4 22 22 37 6 30 3 21 37 22 23 30 37; [P4] 37 1 26 4 22 1 13 25 31 16 23 35 18 22 17 19 1 12 1 7 41 12 9 39 35 34 13 4 14 29 40 30 9 22 15 2 20 39 22 0 38 18 42 41 39 26 32 6 4 41 25 27 3 13 25 18 20 25 4 15 25 11 9 41 7 30 31 1 9 29 35 20 38 23 6 32 36 19 26 40 22 29 16 2 1 17 1 22 31 13 31 35 26 3 2 12 32 20 26 27"
