configuracion,fitness_promedio,fitness_std,winrate_promedio,winrate_std,n_seeds
"pop=50,p0=0.050,cross=0.25,inst=BALANCED",-0.8181966666666667,0.023586487705863513,0.9777166666666667,0.028622779490243888,30
"pop=50,p0=0.050,cross=0.25,inst=EXPONENTIAL",-0.8021066666666666,0.03723537373884226,0.9804666666666667,0.034650484728990766,30
"pop=50,p0=0.050,cross=0.25,inst=PIECEWISE",-0.7535033333333333,0.021902912471008118,0.9975266666666667,0.009419749368264497,30
