fitness
-0.7409
-0.7146
-0.6577
-0.7143
-0.7453
-0.7657
-0.7303
-0.707
-0.738
-0.7263
-0.7067
-0.7251
-0.7143
-0.6615
-0.7282
-0.7101
-0.7133
-0.6705
-0.7262
-0.735
-0.711
-0.7147
-0.7043
-0.7043
-0.7243
-0.716
-0.7159
-0.7127
-0.7108
-0.7099
-0.7239
-0.6881
-0.7119
-0.7111
-0.7148
-0.7077
-0.7031
-0.7403
-0.7657
-0.7015
-0.7147
-0.7517
-0.7211
-0.677
-0.7067
-0.7101
-0.7134
-0.7207
-0.7632
-0.6853
-0.7435
-0.7222
-0.7315
-0.6157
-0.7279
-0.7104
-0.724
-0.7181
-0.7345
-0.731
-0.7598
-0.7122
-0.7485
-0.7232
-0.7363
-0.7119
-0.7277
-0.705
-0.7173
-0.7172
-0.72
-0.7139
-0.663
-0.7106
-0.7142
-0.7028
-0.7219
-0.7078
-0.7217
-0.7131
-0.7084
-0.7085
-0.7266
-0.7117
-0.7134
-0.6887
-0.7118
-0.7138
-0.7157
-0.7059
-0.748
-0.7043
-0.7042
-0.7268
-0.6825
-0.7331
-0.7168
-0.7208
-0.7337
-0.7181
-0.7147
-0.7127
-0.7167
-0.7184
-0.7333
-0.7442
-0.6835
-0.7129
-0.6694
-0.7007
-0.7098
-0.7067
-0.7084
-0.7076
-0.7048
-0.7097
-0.7031
-0.7158
-0.7261
-0.7258
-0.7097
-0.7061
-0.7032
-0.659
-0.7234
-0.73
-0.7183
-0.7378
-0.7056
-0.7133
-0.727
-0.7156
-0.7121
-0.7423
-0.7319
-0.719
-0.7
-0.7199
-0.7278
-0.7302
-0.7019
-0.6844
-0.7298
-0.7002
-0.6947
-0.7348
-0.7316
-0.7104
-0.7029
-0.7205
-0.7295
-0.7592
-0.7272
-0.7445
-0.7018
-0.6707
-0.7063
-0.7061
-0.7142
-0.7254
-0.7079
-0.714
-0.7061
-0.7223
-0.7116
-0.7302
-0.7113
-0.7002
-0.7233
-0.6751
-0.7047
-0.7066
-0.7467
-0.7448
-0.7055
-0.7018
-0.7274
-0.6267
-0.7316
-0.6669
-0.7198
-0.6934
-0.7076
-0.7386
-0.7446
-0.7063
-0.7048
-0.7332
-0.7302
-0.704
-0.7081
-0.7474
-0.7502
-0.7166
-0.723
-0.7404
-0.7354
-0.7307
-0.7334
-0.6694
-0.7216
-0.678
-0.7114
-0.66
-0.7175
-0.7164
-0.6794
-0.6823
-0.7344
-0.7103
-0.7119
-0.754
-0.7115
-0.712
-0.7042
-0.7084
-0.725
-0.7044
-0.714
-0.6565
-0.7046
-0.705
-0.7318
-0.6583
-0.7014
-0.699
-0.718
-0.7225
-0.7098
-0.712
-0.7241
-0.7347
-0.6553
-0.6259
-0.7167
-0.727
-0.7275
-0.7175
-0.7193
-0.7044
-0.7077
-0.7179
-0.7089
-0.7402
-0.7043
-0.7114
-0.6613
-0.7178
-0.6324
-0.704
-0.7149
-0.711
-0.7136
-0.7477
-0.7236
-0.7
-0.706
-0.7748
-0.706
-0.7145
-0.7062
-0.7048
-0.6556
-0.7013
-0.7025
-0.7025
-0.7132
-0.7102
-0.7418
-0.72
