fitness
-0.7143
-0.735
-0.711
-0.7127
-0.7108
-0.7104
-0.7142
-0.7138
-0.7331
-0.7168
-0.7167
-0.7333
-0.7007
-0.7056
-0.7423
-0.7018
-0.7079
-0.7002
-0.7467
-0.7055
-0.6934
-0.7446
-0.7063
-0.7332
-0.6694
-0.7225
-0.7
-0.7145
-0.7132
-0.7102
