fitness
-0.8385
-0.8242
-0.8511
-0.8745
-0.8744
-0.8614
-0.8131
-0.8734
-0.9296
-0.8412
-0.889
-0.8767
-0.8247
-0.8486
-0.8974
-0.8973
-0.8673
-0.8826
-0.8664
-0.851
-0.8656
-0.8491
-0.8167
-0.8541
-0.8691
-0.8651
-0.8151
-0.802
-0.8822
-0.9196
