fitness
-0.7468
-0.7546
-0.7331
-0.7676
-0.7271
-0.7368
-0.7446
-0.7072
-0.7333
-0.7533
-0.7847
-0.7797
-0.7654
-0.7661
-0.7555
-0.816
-0.755
-0.7726
-0.7656
-0.7349
-0.7924
-0.752
-0.7696
-0.7408
-0.7508
-0.7371
-0.7354
-0.7423
-0.7412
-0.7436
